time,l,r
2020-03-11 12:30:54.000,1,1
2020-03-11 12:30:54.240,1,1
2020-03-11 12:30:54.500,0,1
2020-03-11 12:30:54.740,1,1
2020-03-11 12:30:55.000,0,1
2020-03-11 12:30:55.240,1,1
2020-03-11 12:30:55.500,1,0
2020-03-11 12:30:55.740,1,0
2020-03-11 12:30:56.000,1,1
2020-03-11 12:30:56.240,1,1
2020-03-11 12:30:56.500,1,1
2020-03-11 12:30:56.740,1,1
2020-03-11 12:30:57.000,0,1
2020-03-11 12:30:57.240,1,1
2020-03-11 12:30:57.500,1,1
2020-03-11 12:30:57.740,1,0
2020-03-11 12:30:58.000,1,0
2020-03-11 12:30:58.240,1,1
2020-03-11 12:30:58.500,1,1
2020-03-11 12:30:58.740,1,1
2020-03-11 12:30:59.000,0,1
2020-03-11 12:30:59.240,0,1
2020-03-11 12:30:59.500,1,1
2020-03-11 12:30:59.740,1,0
2020-03-11 12:31:00.000,1,1
2020-03-11 12:31:00.240,1,1
2020-03-11 12:31:00.500,1,0
2020-03-11 12:31:00.740,1,0
2020-03-11 12:31:01.000,0,0
2020-03-11 12:31:01.240,1,1
2020-03-11 12:31:01.500,1,0
2020-03-11 12:31:01.740,0,0
2020-03-11 12:31:02.000,0,1
2020-03-11 12:31:02.240,1,1
2020-03-11 12:31:02.500,1,1
2020-03-11 12:31:02.740,0,1
2020-03-11 12:31:03.000,1,0
2020-03-11 12:31:03.240,1,1
2020-03-11 12:31:03.500,0,1
2020-03-11 12:31:03.740,1,1
2020-03-11 12:31:04.000,0,1
2020-03-11 12:31:04.240,0,1
2020-03-11 12:31:04.500,1,0
2020-03-11 12:31:04.740,1,1
2020-03-11 12:31:05.000,0,1
2020-03-11 12:31:05.240,1,1
2020-03-11 12:31:05.500,0,1
2020-03-11 12:31:05.740,1,1
2020-03-11 12:31:06.000,1,1
2020-03-11 12:31:06.240,1,1
2020-03-11 12:31:06.500,0,1
2020-03-11 12:31:06.740,1,1
2020-03-11 12:31:07.000,1,1
2020-03-11 12:31:07.240,1,1
2020-03-11 12:31:07.500,0,1
2020-03-11 12:31:07.740,0,1
2020-03-11 12:31:08.000,1,1
2020-03-11 12:31:08.240,1,0
2020-03-11 12:31:08.500,1,1
2020-03-11 12:31:08.740,1,1
2020-03-11 12:31:09.000,0,1
2020-03-11 12:31:09.240,1,1
2020-03-11 12:31:09.500,0,1
2020-03-11 12:31:09.740,0,1
2020-03-11 12:31:10.000,0,1
2020-03-11 12:31:10.240,0,1
2020-03-11 12:31:10.500,1,1
2020-03-11 12:31:10.740,1,1
2020-03-11 12:31:11.000,0,1
2020-03-11 12:31:11.240,0,1
2020-03-11 12:31:11.500,1,1
2020-03-11 12:31:11.740,1,1
2020-03-11 12:31:12.000,1,0
2020-03-11 12:31:12.240,1,1
2020-03-11 12:31:12.500,1,0
2020-03-11 12:31:12.740,1,1
2020-03-11 12:31:13.000,1,1
2020-03-11 12:31:13.240,1,1
2020-03-11 12:31:13.500,1,0
2020-03-11 12:31:13.740,1,1
2020-03-11 12:31:14.000,1,0
2020-03-11 12:31:14.240,0,0
2020-03-11 12:31:14.500,1,1
2020-03-11 12:31:14.740,1,1
2020-03-11 12:31:15.000,0,1
2020-03-11 12:31:15.240,1,1
2020-03-11 12:31:15.500,1,1
2020-03-11 12:31:15.740,1,1
2020-03-11 12:31:16.000,0,1
2020-03-11 12:31:16.240,1,1
2020-03-11 12:31:16.500,1,1
2020-03-11 12:31:16.740,1,1
2020-03-11 12:31:17.000,0,1
2020-03-11 12:31:17.240,1,1
2020-03-11 12:31:17.500,1,1
2020-03-11 12:31:17.740,1,1
2020-03-11 12:31:18.000,1,1
2020-03-11 12:31:18.240,1,1
2020-03-11 12:31:18.500,1,0
2020-03-11 12:31:18.740,1,1
2020-03-11 12:31:19.000,1,1
2020-03-11 12:31:19.240,1,1
2020-03-11 12:31:19.500,1,0
2020-03-11 12:31:19.740,1,1
2020-03-11 12:31:20.000,1,1
2020-03-11 12:31:20.240,1,1
2020-03-11 12:31:20.500,1,1
2020-03-11 12:31:20.740,1,1
2020-03-11 12:31:21.000,1,1
2020-03-11 12:31:21.240,1,1
2020-03-11 12:31:21.500,1,0
2020-03-11 12:31:21.740,1,1
2020-03-11 12:31:22.000,1,1
2020-03-11 12:31:22.240,1,1
2020-03-11 12:31:22.500,1,1
2020-03-11 12:31:22.740,1,1
2020-03-11 12:31:23.000,1,1
2020-03-11 12:31:23.240,1,1
2020-03-11 12:31:23.500,1,1
2020-03-11 12:31:23.740,1,1
2020-03-11 12:31:24.000,1,1
2020-03-11 12:31:24.240,1,1
2020-03-11 12:31:24.500,1,0
2020-03-11 12:31:24.740,1,1
2020-03-11 12:31:25.000,1,1
2020-03-11 12:31:25.240,1,1
2020-03-11 12:31:25.500,1,1
2020-03-11 12:31:25.740,1,1
2020-03-11 12:31:26.000,1,1
2020-03-11 12:31:26.240,0,1
2020-03-11 12:31:26.500,0,1
2020-03-11 12:31:26.740,1,1
2020-03-11 12:31:27.000,1,1
2020-03-11 12:31:27.240,1,1
2020-03-11 12:31:27.500,1,1
2020-03-11 12:31:27.740,1,1
2020-03-11 12:31:28.000,1,1
2020-03-11 12:31:28.240,1,1
2020-03-11 12:31:28.500,1,1
2020-03-11 12:31:28.740,1,1
2020-03-11 12:31:29.000,1,1
2020-03-11 12:31:29.240,1,1
2020-03-11 12:31:29.500,1,1
2020-03-11 12:31:29.740,1,1
2020-03-11 12:31:30.000,1,1
2020-03-11 12:31:30.240,0,1
2020-03-11 12:31:30.500,1,1
2020-03-11 12:31:30.740,1,1
2020-03-11 12:31:31.000,1,0
2020-03-11 12:31:31.240,1,1
2020-03-11 12:31:31.500,1,0
2020-03-11 12:31:31.740,1,0
2020-03-11 12:31:32.000,1,1
2020-03-11 12:31:32.240,1,0
2020-03-11 12:31:32.500,1,1
2020-03-11 12:31:32.740,0,1
2020-03-11 12:31:33.000,1,1
2020-03-11 12:31:33.240,1,0
2020-03-11 12:31:33.500,1,1
2020-03-11 12:31:33.740,1,0
2020-03-11 12:31:34.000,1,1
2020-03-11 12:31:34.240,0,1
2020-03-11 12:31:34.500,0,0
2020-03-11 12:31:34.740,0,1
2020-03-11 12:31:35.000,1,1
2020-03-11 12:31:35.240,0,1
2020-03-11 12:31:35.500,0,1
2020-03-11 12:31:35.740,1,1
2020-03-11 12:31:36.000,1,1
2020-03-11 12:31:36.240,1,1
2020-03-11 12:31:36.500,1,1
2020-03-11 12:31:36.740,1,1
2020-03-11 12:31:37.000,0,1
2020-03-11 12:31:37.240,1,1
2020-03-11 12:31:37.500,1,1
2020-03-11 12:31:37.740,1,1
2020-03-11 12:31:38.000,1,1
2020-03-11 12:31:38.240,0,1
2020-03-11 12:31:38.500,1,1
2020-03-11 12:31:38.740,1,1
2020-03-11 12:31:39.000,1,1
2020-03-11 12:31:39.240,1,1
2020-03-11 12:31:39.500,1,1
2020-03-11 12:31:39.740,1,1
2020-03-11 12:31:40.000,1,1
2020-03-11 12:31:40.240,1,1
2020-03-11 12:31:40.500,1,1
2020-03-11 12:31:40.740,0,1
2020-03-11 12:31:41.000,1,1
2020-03-11 12:31:41.240,1,1
2020-03-11 12:31:41.500,1,1
2020-03-11 12:31:41.740,1,1
2020-03-11 12:31:42.000,1,1
2020-03-11 12:31:42.240,1,1
2020-03-11 12:31:42.500,1,1
2020-03-11 12:31:42.740,1,1
2020-03-11 12:31:43.000,0,1
2020-03-11 12:31:43.240,1,1
2020-03-11 12:31:43.500,1,1
2020-03-11 12:31:43.740,1,1
2020-03-11 12:31:44.000,1,1
2020-03-11 12:31:44.240,1,1
2020-03-11 12:31:44.500,1,1
2020-03-11 12:31:44.740,1,1
2020-03-11 12:31:45.000,1,1
2020-03-11 12:31:45.240,1,1
2020-03-11 12:31:45.500,1,0
2020-03-11 12:31:45.740,1,1
2020-03-11 12:31:46.000,1,0
2020-03-11 12:31:46.240,1,1
2020-03-11 12:31:46.500,1,1
2020-03-11 12:31:47.000,1,1
2020-03-11 12:31:47.240,1,1
2020-03-11 12:31:47.500,0,1
2020-03-11 12:31:47.740,1,1
2020-03-11 12:31:48.000,0,1
2020-03-11 12:31:48.240,1,0
2020-03-11 12:31:48.500,0,1
2020-03-11 12:31:48.740,1,1
2020-03-11 12:31:49.000,1,1
2020-03-11 12:31:49.240,1,1
2020-03-11 12:31:49.500,1,1
2020-03-11 12:31:49.740,1,1
2020-03-11 12:31:50.000,1,1
2020-03-11 12:31:50.240,1,1
2020-03-11 12:31:50.500,0,1
2020-03-11 12:31:50.740,1,1
2020-03-11 12:31:51.000,1,1
2020-03-11 12:31:51.240,1,1
2020-03-11 12:31:51.500,0,1
2020-03-11 12:31:51.740,1,1
2020-03-11 12:31:52.000,1,1
2020-03-11 12:31:52.240,1,1
2020-03-11 12:31:52.500,1,0
2020-03-11 12:31:52.740,1,1
2020-03-11 12:31:53.000,1,1
2020-03-11 12:31:53.240,1,1
2020-03-11 12:31:53.500,1,1
2020-03-11 12:31:53.740,1,1
2020-03-11 12:31:54.000,1,1
2020-03-11 12:31:54.240,1,1
2020-03-11 12:31:54.500,1,0
2020-03-11 12:31:54.740,0,1
2020-03-11 12:31:55.000,1,0
2020-03-11 12:31:55.240,1,0
2020-03-11 12:31:55.500,1,1
2020-03-11 12:31:55.740,1,1
2020-03-11 12:31:56.000,0,1
2020-03-11 12:31:56.240,0,0
2020-03-11 12:31:56.500,1,1
2020-03-11 12:31:56.740,1,0
2020-03-11 12:31:57.000,1,1
2020-03-11 12:31:57.240,1,1
2020-03-11 12:31:57.500,0,1
2020-03-11 12:31:57.740,0,1
2020-03-11 12:31:58.000,0,1
2020-03-11 12:31:58.240,1,1
2020-03-11 12:31:58.500,1,0
2020-03-11 12:31:58.740,1,1
2020-03-11 12:31:59.000,0,1
2020-03-11 12:31:59.240,0,1
2020-03-11 12:31:59.500,0,1
2020-03-11 12:31:59.740,1,1
2020-03-11 12:32:00.000,1,0
2020-03-11 12:32:00.240,1,1
2020-03-11 12:32:00.500,1,1
2020-03-11 12:32:00.740,0,1
2020-03-11 12:32:01.000,0,1
2020-03-11 12:32:01.240,1,1
2020-03-11 12:32:01.500,1,1
2020-03-11 12:32:01.740,1,0
2020-03-11 12:32:02.000,1,1
2020-03-11 12:32:02.240,1,1
2020-03-11 12:32:02.500,1,0
2020-03-11 12:32:02.740,1,1
2020-03-11 12:32:03.000,1,0
2020-03-11 12:32:03.240,1,1
2020-03-11 12:32:03.500,1,0
2020-03-11 12:32:03.740,1,0
2020-03-11 12:32:04.000,1,1
2020-03-11 12:32:04.240,1,1
2020-03-11 12:32:04.500,1,1
2020-03-11 12:32:04.740,0,1
2020-03-11 12:32:05.000,1,0
2020-03-11 12:32:05.240,1,1
2020-03-11 12:32:05.500,1,1
2020-03-11 12:32:05.740,1,1
2020-03-11 12:32:06.000,1,1
2020-03-11 12:32:06.240,0,1
2020-03-11 12:32:06.500,0,1
2020-03-11 12:32:06.740,1,1
2020-03-11 12:32:07.000,1,1
2020-03-11 12:32:07.240,1,1
2020-03-11 12:32:07.500,0,1
2020-03-11 12:32:07.740,1,1
2020-03-11 12:32:08.000,1,0
2020-03-11 12:32:08.240,1,1
2020-03-11 12:32:08.500,0,1
2020-03-11 12:32:08.740,1,1
2020-03-11 12:32:09.000,0,1
2020-03-11 12:32:09.240,1,1
2020-03-11 12:32:09.500,1,1
2020-03-11 12:32:09.740,1,1
2020-03-11 12:32:10.000,1,1
2020-03-11 12:32:10.240,0,0
2020-03-11 12:32:10.500,1,1
2020-03-11 12:32:10.740,1,0
2020-03-11 12:32:11.000,0,0
2020-03-11 12:32:11.240,0,0
2020-03-11 12:32:11.500,1,1
2020-03-11 12:32:11.740,1,1
2020-03-11 12:32:12.000,1,1
2020-03-11 12:32:12.240,1,0
2020-03-11 12:32:12.500,0,1
2020-03-11 12:32:12.740,0,1
2020-03-11 12:32:13.000,1,1
2020-03-11 12:32:13.240,1,1
2020-03-11 12:32:13.500,0,1
2020-03-11 12:32:13.740,1,1
2020-03-11 12:32:14.000,0,1
2020-03-11 12:32:14.240,0,0
2020-03-11 12:32:14.500,1,1
2020-03-11 12:32:14.740,1,1
2020-03-11 12:32:15.000,1,0
2020-03-11 12:32:15.240,1,0
2020-03-11 12:32:15.500,1,1
2020-03-11 12:32:15.740,1,1
2020-03-11 12:32:16.000,1,0
2020-03-11 12:32:16.240,1,0
2020-03-11 12:32:16.500,1,1
2020-03-11 12:32:16.740,0,1
2020-03-11 12:32:17.000,1,1
2020-03-11 12:32:17.240,1,1
2020-03-11 12:32:17.500,1,0
2020-03-11 12:32:17.740,1,1
2020-03-11 12:32:18.000,0,0
2020-03-11 12:32:18.240,0,1
2020-03-11 12:32:18.500,1,1
2020-03-11 12:32:18.740,1,0
2020-03-11 12:32:19.000,0,1
2020-03-11 12:32:19.240,0,1
2020-03-11 12:32:19.500,1,0
2020-03-11 12:32:19.740,1,1
2020-03-11 12:32:20.000,0,0
2020-03-11 12:32:20.240,1,0
2020-03-11 12:32:20.500,1,1
2020-03-11 12:32:20.740,1,1
2020-03-11 12:32:21.000,1,1
2020-03-11 12:32:21.240,0,1
2020-03-11 12:32:21.500,1,1
2020-03-11 12:32:21.740,1,0
2020-03-11 12:32:22.000,1,1
2020-03-11 12:32:22.240,0,1
2020-03-11 12:32:22.500,1,1
2020-03-11 12:32:22.740,1,0
2020-03-11 12:32:23.000,1,1
2020-03-11 12:32:23.240,1,1
2020-03-11 12:32:23.500,1,1
2020-03-11 12:32:23.740,1,0
2020-03-11 12:32:24.000,1,1
2020-03-11 12:32:24.240,1,1
2020-03-11 12:32:24.500,0,1
2020-03-11 12:32:24.740,1,1
2020-03-11 12:32:25.000,1,1
2020-03-11 12:32:25.240,0,1
2020-03-11 12:32:25.500,1,1
2020-03-11 12:32:25.740,1,1
2020-03-11 12:32:26.000,1,1
2020-03-11 12:32:26.240,1,1
2020-03-11 12:32:26.500,1,1
2020-03-11 12:32:26.740,1,0
2020-03-11 12:32:27.000,1,1
2020-03-11 12:32:27.240,0,0
2020-03-11 12:32:27.500,1,1
2020-03-11 12:32:27.740,0,1
2020-03-11 12:32:28.000,1,0
2020-03-11 12:32:28.240,1,1
2020-03-11 12:32:28.500,0,1
2020-03-11 12:32:28.740,1,1
2020-03-11 12:32:29.000,1,1
2020-03-11 12:32:29.240,1,0
2020-03-11 12:32:29.500,1,1
2020-03-11 12:32:29.740,1,1
2020-03-11 12:32:30.000,0,0
2020-03-11 12:32:30.240,1,0
2020-03-11 12:32:30.500,1,1
2020-03-11 12:32:30.740,1,1
2020-03-11 12:32:31.000,1,1
2020-03-11 12:32:31.240,0,0
2020-03-11 12:32:31.500,1,1
2020-03-11 12:32:31.740,1,1
2020-03-11 12:32:32.000,1,1
2020-03-11 12:32:32.240,0,0
2020-03-11 12:32:32.500,1,1
2020-03-11 12:32:32.740,1,1
2020-03-11 12:32:33.000,1,1
2020-03-11 12:32:33.240,1,0
2020-03-11 12:32:33.500,1,0
2020-03-11 12:32:33.740,1,0
2020-03-11 12:32:34.000,1,1
2020-03-11 12:32:34.240,1,0
2020-03-11 12:32:34.500,1,1
2020-03-11 12:32:34.740,1,1
2020-03-11 12:32:35.000,1,1
2020-03-11 12:32:35.240,0,1
2020-03-11 12:32:35.500,1,0
2020-03-11 12:32:35.740,1,1
2020-03-11 12:32:36.000,1,1
2020-03-11 12:32:36.240,1,1
2020-03-11 12:32:36.500,0,0
2020-03-11 12:32:36.740,1,0
2020-03-11 12:32:37.000,1,1
2020-03-11 12:32:37.240,1,0
2020-03-11 12:32:37.500,0,1
2020-03-11 12:32:37.740,0,1
2020-03-11 12:32:38.000,1,1
2020-03-11 12:32:38.240,1,0
2020-03-11 12:32:38.500,1,1
2020-03-11 12:32:38.740,1,1
2020-03-11 12:32:39.000,1,1
2020-03-11 12:32:39.240,0,1
2020-03-11 12:32:39.500,1,1
2020-03-11 12:32:39.740,1,1
2020-03-11 12:32:40.000,1,1
2020-03-11 12:32:40.240,1,1
2020-03-11 12:32:40.500,1,1
2020-03-11 12:32:40.740,1,1
2020-03-11 12:32:41.000,1,1
2020-03-11 12:32:42.000,1,1
2020-03-11 12:32:42.240,1,1
2020-03-11 12:32:42.500,1,1
2020-03-11 12:32:42.740,1,0
2020-03-11 12:33:04.000,1,1
2020-03-11 12:33:04.240,1,1
2020-03-11 12:33:04.500,0,1
2020-03-11 12:33:04.740,0,1
2020-03-11 12:33:05.000,1,1
2020-03-11 12:33:05.240,1,1
2020-03-11 12:33:05.500,1,1
2020-03-11 12:33:05.740,1,1
2020-03-11 12:33:06.000,1,1
2020-03-11 12:33:06.240,1,1
2020-03-11 12:33:06.500,0,1
2020-03-11 12:33:06.740,1,1
2020-03-11 12:33:07.000,1,1
2020-03-11 12:33:07.240,1,1
2020-03-11 12:33:07.500,1,1
2020-03-11 12:33:07.740,1,1
2020-03-11 12:33:08.000,1,1
2020-03-11 12:33:08.240,1,1
2020-03-11 12:33:08.500,1,0
2020-03-11 12:33:08.740,1,1
2020-03-11 12:33:09.000,0,1
2020-03-11 12:33:09.240,1,1
2020-03-11 12:33:09.500,0,1
2020-03-11 12:33:09.740,1,1
2020-03-11 12:33:10.000,1,1
2020-03-11 12:33:10.240,0,1
2020-03-11 12:33:10.500,1,0
2020-03-11 12:33:10.740,1,1
2020-03-11 12:33:11.000,1,1
2020-03-11 12:33:11.240,1,1
2020-03-11 12:33:11.500,1,1
2020-03-11 12:33:11.740,1,1
2020-03-11 12:33:12.000,1,0
2020-03-11 12:33:12.240,1,0
2020-03-11 12:33:12.500,0,1
2020-03-11 12:33:12.740,1,1
2020-03-11 12:33:13.000,1,0
2020-03-11 12:33:13.240,1,1
2020-03-11 12:33:13.500,1,1
2020-03-11 12:33:13.740,1,1
2020-03-11 12:33:14.000,1,1
2020-03-11 12:33:14.240,1,1
2020-03-11 12:33:14.500,0,1
2020-03-11 12:33:14.740,1,1
2020-03-11 12:33:15.000,0,1
2020-03-11 12:33:15.240,1,1
2020-03-11 12:33:15.500,1,1
2020-03-11 12:33:15.740,1,1
2020-03-11 12:33:16.000,1,1
2020-03-11 12:33:16.240,0,1
2020-03-11 12:33:16.500,1,0
2020-03-11 12:33:16.740,1,0
2020-03-11 12:33:17.000,1,1
2020-03-11 12:33:17.240,1,1
2020-03-11 12:33:17.500,1,1
2020-03-11 12:33:17.740,1,1
2020-03-11 12:33:18.000,1,1
2020-03-11 12:33:18.240,1,1
2020-03-11 12:33:18.500,1,1
2020-03-11 12:33:18.740,1,1
2020-03-11 12:33:19.000,1,1
2020-03-11 12:33:19.240,1,1
2020-03-11 12:33:19.500,1,1
2020-03-11 12:33:19.740,1,1
2020-03-11 12:33:20.000,1,1
2020-03-11 12:33:20.240,1,1
2020-03-11 12:33:20.500,1,1
2020-03-11 12:33:20.740,1,1
2020-03-11 12:33:21.000,0,1
2020-03-11 12:33:21.240,1,0
2020-03-11 12:33:21.500,1,1
2020-03-11 12:33:21.740,1,1
2020-03-11 12:33:22.000,1,1
2020-03-11 12:33:22.240,0,1
2020-03-11 12:33:22.500,1,1
2020-03-11 12:33:22.740,0,0
2020-03-11 12:33:23.000,1,1
2020-03-11 12:33:23.240,1,1
2020-03-11 12:33:23.500,1,1
2020-03-11 12:33:23.740,1,1
2020-03-11 12:33:24.000,1,1
2020-03-11 12:33:24.240,0,1
2020-03-11 12:33:24.500,0,0
2020-03-11 12:33:24.740,0,1
2020-03-11 12:33:25.000,1,1
2020-03-11 12:33:25.240,1,1
2020-03-11 12:33:25.500,1,1
2020-03-11 12:33:25.740,1,1
2020-03-11 12:33:26.000,1,0
2020-03-11 12:33:26.240,1,1
2020-03-11 12:33:26.500,1,1
2020-03-11 12:33:26.740,1,1
2020-03-11 12:33:27.000,1,1
2020-03-11 12:33:27.240,1,0
2020-03-11 12:33:27.500,1,1
2020-03-11 12:33:27.740,1,1
2020-03-11 12:33:28.000,1,1
2020-03-11 12:33:28.240,1,1
2020-03-11 12:33:28.500,1,1
2020-03-11 12:33:28.740,0,0
2020-03-11 12:33:29.000,1,1
2020-03-11 12:33:29.240,1,1
2020-03-11 12:33:29.500,1,1
2020-03-11 12:33:29.740,1,1
2020-03-11 12:33:30.000,0,1
2020-03-11 12:33:30.240,1,1
2020-03-11 12:33:30.500,1,0
2020-03-11 12:33:30.740,1,0
2020-03-11 12:33:31.000,1,1
2020-03-11 12:33:31.240,0,1
2020-03-11 12:33:31.500,1,1
2020-03-11 12:33:31.740,1,1
2020-03-11 12:33:32.000,1,1
2020-03-11 12:33:32.240,1,1
2020-03-11 12:33:32.500,1,0
2020-03-11 12:33:32.740,1,0
2020-03-11 12:33:33.000,1,1
2020-03-11 12:33:33.240,1,1
2020-03-11 12:33:33.500,1,1
2020-03-11 12:33:33.740,1,1
2020-03-11 12:33:34.000,0,1
2020-03-11 12:33:34.240,0,1
2020-03-11 12:33:34.500,1,1
2020-03-11 12:33:34.740,1,0
2020-03-11 12:33:35.000,1,1
2020-03-11 12:33:35.240,0,1
2020-03-11 12:33:35.500,0,1
2020-03-11 12:33:35.740,1,1
2020-03-11 12:33:36.000,1,1
2020-03-11 12:33:36.240,0,1
2020-03-11 12:33:36.500,1,1
2020-03-11 12:33:36.740,0,0
2020-03-11 12:33:37.000,1,0
2020-03-11 12:33:37.240,1,1
2020-03-11 12:33:37.500,1,1
2020-03-11 12:33:37.740,1,1
2020-03-11 12:33:38.000,1,1
2020-03-11 12:33:38.240,1,1
2020-03-11 12:33:38.500,1,1
2020-03-11 12:33:38.740,1,1
2020-03-11 12:33:39.000,1,1
2020-03-11 12:33:39.240,1,0
2020-03-11 12:33:39.500,1,1
2020-03-11 12:33:39.740,1,0
2020-03-11 12:33:40.000,1,0
2020-03-11 12:33:40.240,0,0
2020-03-11 12:33:40.500,0,1
2020-03-11 12:33:40.740,0,1
2020-03-11 12:33:41.000,1,0
2020-03-11 12:33:41.240,1,1
2020-03-11 12:33:41.500,1,1
2020-03-11 12:33:41.740,1,0
2020-03-11 12:33:42.000,1,1
2020-03-11 12:33:42.240,1,1
2020-03-11 12:33:42.500,1,1
2020-03-11 12:33:42.740,1,0
2020-03-11 12:33:43.000,1,1
2020-03-11 12:33:43.240,1,1
2020-03-11 12:33:43.500,1,1
2020-03-11 12:33:43.740,1,1
2020-03-11 12:33:44.000,1,0
2020-03-11 12:33:44.240,1,1
2020-03-11 12:33:44.500,1,1
2020-03-11 12:33:44.740,1,1
2020-03-11 12:33:45.000,1,1
2020-03-11 12:33:45.240,1,1
2020-03-11 12:33:45.500,1,1
2020-03-11 12:33:45.740,1,1
2020-03-11 12:33:46.000,1,1
2020-03-11 12:33:46.240,0,1
2020-03-11 12:33:46.500,1,1
2020-03-11 12:33:46.740,1,0
2020-03-11 12:33:47.000,0,1
2020-03-11 12:33:47.240,1,1
2020-03-11 12:33:47.500,0,0
2020-03-11 12:33:47.740,0,0
2020-03-11 12:33:48.000,1,1
2020-03-11 12:33:48.240,1,1
2020-03-11 12:33:48.500,0,1
2020-03-11 12:33:48.740,1,1
2020-03-11 12:33:49.000,1,0
2020-03-11 12:33:49.240,1,1
2020-03-11 12:33:49.500,1,1
2020-03-11 12:33:49.740,1,1
2020-03-11 12:33:50.000,1,1
2020-03-11 12:33:50.240,1,1
2020-03-11 12:33:50.500,1,1
2020-03-11 12:33:50.740,1,1
2020-03-11 12:33:51.000,1,1
2020-03-11 12:33:51.240,1,1
2020-03-11 12:33:51.500,1,0
2020-03-11 12:33:51.740,1,1
2020-03-11 12:33:52.000,1,1
2020-03-11 12:33:52.240,1,1
2020-03-11 12:33:52.500,1,1
2020-03-11 12:33:52.740,1,1
2020-03-11 12:33:53.000,1,0
2020-03-11 12:33:53.240,1,1
2020-03-11 12:33:53.500,0,1
2020-03-11 12:33:53.740,0,1
2020-03-11 12:33:54.000,1,0
2020-03-11 12:33:54.240,1,1
2020-03-11 12:33:54.500,1,0
2020-03-11 12:33:54.740,0,0
2020-03-11 12:33:55.000,1,1
2020-03-11 12:33:55.240,0,1
2020-03-11 12:33:55.500,1,0
2020-03-11 12:33:55.740,1,1
2020-03-11 12:33:56.000,1,1
2020-03-11 12:33:56.240,1,1
2020-03-11 12:33:56.500,1,1
2020-03-11 12:33:56.740,1,1
2020-03-11 12:33:57.000,0,1
2020-03-11 12:33:57.240,1,1
2020-03-11 12:33:57.500,1,0
2020-03-11 12:33:57.740,0,1
2020-03-11 12:33:58.000,1,1
2020-03-11 12:33:58.240,1,0
2020-03-11 12:33:58.500,1,0
2020-03-11 12:33:58.740,1,1
2020-03-11 12:33:59.000,1,1
2020-03-11 12:33:59.240,1,1
2020-03-11 12:33:59.500,1,1
2020-03-11 12:33:59.740,0,1
2020-03-11 12:34:00.000,1,0
2020-03-11 12:34:00.240,0,1
2020-03-11 12:34:00.500,0,1
2020-03-11 12:34:00.740,1,1
2020-03-11 12:34:01.000,0,0
2020-03-11 12:34:01.240,0,0
2020-03-11 12:34:01.500,1,1
2020-03-11 12:34:01.740,0,1
2020-03-11 12:34:02.000,1,0
2020-03-11 12:34:02.240,1,0
2020-03-11 12:34:02.500,0,0
2020-03-11 12:34:02.740,1,0
2020-03-11 12:34:03.000,0,0
2020-03-11 12:34:03.240,0,1
2020-03-11 12:34:03.500,1,1
2020-03-11 12:34:03.740,0,1
2020-03-11 12:34:04.000,1,0
2020-03-11 12:34:04.240,0,0
2020-03-11 12:34:04.500,0,1
2020-03-11 12:34:04.740,1,1
2020-03-11 12:34:05.000,0,1
2020-03-11 12:34:05.240,0,1
2020-03-11 12:34:05.500,0,1
2020-03-11 12:34:05.740,0,0
2020-03-11 12:34:06.000,1,1
2020-03-11 12:34:06.240,0,0
2020-03-11 12:34:06.500,1,0
2020-03-11 12:34:06.740,0,0
2020-03-11 12:34:07.000,0,1
2020-03-11 12:34:07.240,0,1
2020-03-11 12:34:07.500,0,0
2020-03-11 12:34:07.740,0,1
2020-03-11 12:34:08.000,0,1
2020-03-11 12:34:08.240,1,1
2020-03-11 12:34:08.500,0,0
2020-03-11 12:34:08.740,0,0
2020-03-11 12:34:09.000,0,1
2020-03-11 12:34:09.240,0,1
2020-03-11 12:34:09.500,0,1
2020-03-11 12:34:09.740,1,1
2020-03-11 12:34:10.000,0,1
2020-03-11 12:34:10.240,1,1
2020-03-11 12:34:10.500,0,1
2020-03-11 12:34:10.740,0,1
2020-03-11 12:34:11.000,0,1
2020-03-11 12:34:11.240,0,1
2020-03-11 12:34:11.500,1,1
2020-03-11 12:34:11.740,1,1
2020-03-11 12:34:12.000,0,1
2020-03-11 12:34:12.240,0,1
2020-03-11 12:34:12.500,0,1
2020-03-11 12:34:12.740,0,1
2020-03-11 12:34:13.000,1,1
2020-03-11 12:34:13.240,1,1
2020-03-11 12:34:13.500,0,1
2020-03-11 12:34:13.740,0,1
2020-03-11 12:34:14.000,0,1
2020-03-11 12:34:14.240,0,1
2020-03-11 12:34:14.500,0,1
2020-03-11 12:34:14.740,1,0
2020-03-11 12:34:15.000,0,1
2020-03-11 12:34:15.240,1,1
2020-03-11 12:34:15.500,1,1
2020-03-11 12:34:15.740,1,1
2020-03-11 12:34:16.000,1,1
2020-03-11 12:34:16.240,1,1
2020-03-11 12:34:16.500,1,1
2020-03-11 12:34:16.740,1,1
2020-03-11 12:34:17.000,1,1
2020-03-11 12:34:17.240,0,1
2020-03-11 12:34:17.500,1,1
2020-03-11 12:34:17.740,1,1
2020-03-11 12:34:18.000,1,1
2020-03-11 12:34:18.240,1,1
2020-03-11 12:34:18.500,1,1
2020-03-11 12:34:18.740,1,1
2020-03-11 12:34:19.000,1,0
2020-03-11 12:34:19.240,1,1
2020-03-11 12:34:19.500,1,1
2020-03-11 12:34:19.740,1,1
