,time,l,r
165,2020-03-11 12:19:58.840,1.0,1.0
166,2020-03-11 12:19:59.340,1.0,1.0
167,2020-03-11 12:19:59.840,1.0,1.0
168,2020-03-11 12:20:00.340,1.0,1.0
169,2020-03-11 12:20:00.840,0.0,0.0
170,2020-03-11 12:20:01.340,0.0,0.0
171,2020-03-11 12:20:01.840,0.0,0.0
172,2020-03-11 12:20:02.340,0.0,0.0
173,2020-03-11 12:20:02.840,1.0,0.0
174,2020-03-11 12:20:03.340,1.0,0.0
175,2020-03-11 12:20:03.840,1.0,0.0
176,2020-03-11 12:20:04.340,0.0,0.0
177,2020-03-11 12:20:04.840,0.0,0.0
178,2020-03-11 12:20:05.340,0.0,1.0
179,2020-03-11 12:20:05.840,0.0,1.0
180,2020-03-11 12:20:06.340,0.0,0.0
181,2020-03-11 12:20:06.840,0.0,0.0
182,2020-03-11 12:20:07.340,0.0,0.0
183,2020-03-11 12:20:07.840,0.0,0.0
184,2020-03-11 12:20:08.340,0.0,0.0
185,2020-03-11 12:20:08.840,0.0,0.0
186,2020-03-11 12:20:09.340,0.0,0.0
187,2020-03-11 12:20:09.840,0.0,0.0
188,2020-03-11 12:20:10.340,0.0,0.0
189,2020-03-11 12:20:10.840,0.0,0.0
190,2020-03-11 12:20:11.340,1.0,0.0
191,2020-03-11 12:20:11.840,1.0,1.0
192,2020-03-11 12:20:12.340,1.0,1.0
193,2020-03-11 12:20:12.840,1.0,1.0
194,2020-03-11 12:20:13.340,1.0,1.0
195,2020-03-11 12:20:13.840,0.0,1.0
196,2020-03-11 12:20:14.340,1.0,1.0
197,2020-03-11 12:20:14.840,1.0,1.0
198,2020-03-11 12:20:15.340,1.0,0.0
199,2020-03-11 12:20:15.840,1.0,0.0
200,2020-03-11 12:20:16.340,1.0,1.0
201,2020-03-11 12:20:16.840,1.0,1.0
202,2020-03-11 12:20:17.340,1.0,1.0
203,2020-03-11 12:20:17.840,0.0,1.0
204,2020-03-11 12:20:18.340,0.0,1.0
205,2020-03-11 12:20:18.840,0.0,1.0
206,2020-03-11 12:20:19.340,0.0,1.0
207,2020-03-11 12:20:19.840,0.0,1.0
208,2020-03-11 12:20:20.340,0.0,1.0
209,2020-03-11 12:20:20.840,0.0,1.0
210,2020-03-11 12:20:21.340,0.0,1.0
211,2020-03-11 12:20:21.840,0.0,1.0
212,2020-03-11 12:20:22.340,0.0,0.0
213,2020-03-11 12:20:22.840,0.0,0.0
214,2020-03-11 12:20:23.340,0.0,0.0
215,2020-03-11 12:20:23.840,0.0,1.0
216,2020-03-11 12:20:24.340,0.0,1.0
217,2020-03-11 12:20:24.840,0.0,0.0
218,2020-03-11 12:20:25.340,0.0,0.0
219,2020-03-11 12:20:25.840,0.0,0.0
220,2020-03-11 12:20:26.340,0.0,0.0
221,2020-03-11 12:20:26.840,0.0,0.0
222,2020-03-11 12:20:27.340,0.0,1.0
223,2020-03-11 12:20:27.840,0.0,1.0
224,2020-03-11 12:20:28.340,0.0,1.0
225,2020-03-11 12:20:28.840,0.0,1.0
226,2020-03-11 12:20:29.340,0.0,1.0
227,2020-03-11 12:20:29.840,1.0,1.0
228,2020-03-11 12:20:30.340,1.0,1.0
229,2020-03-11 12:20:30.840,1.0,1.0
230,2020-03-11 12:20:31.340,1.0,1.0
231,2020-03-11 12:20:31.840,1.0,1.0
232,2020-03-11 12:20:32.340,1.0,0.0
233,2020-03-11 12:20:32.840,1.0,0.0
234,2020-03-11 12:20:33.340,1.0,0.0
235,2020-03-11 12:20:33.840,1.0,0.0
236,2020-03-11 12:20:34.340,1.0,0.0
237,2020-03-11 12:20:34.840,1.0,0.0
238,2020-03-11 12:20:35.340,0.0,0.0
239,2020-03-11 12:20:35.840,0.0,0.0
240,2020-03-11 12:20:36.340,0.0,0.0
241,2020-03-11 12:20:36.840,0.0,0.0
242,2020-03-11 12:20:37.340,0.0,0.0
243,2020-03-11 12:20:37.840,0.0,0.0
244,2020-03-11 12:20:38.340,0.0,0.0
245,2020-03-11 12:20:38.840,1.0,0.0
