time,r,iteration
2020-03-11 16:22:09.740,1,1
2020-03-11 16:25:51.000,1,1
2020-03-11 16:24:31.240,1,1
2020-03-11 16:23:05.000,1,1
2020-03-11 17:05:49.240,1,1
2020-03-11 16:26:30.000,1,1
2020-03-11 16:22:30.500,1,1
2020-03-11 16:24:02.000,1,1
2020-03-11 16:24:02.500,1,1
2020-03-11 16:26:29.000,1,1
2020-03-11 17:05:44.000,1,1
2020-03-11 16:23:30.740,1,1
2020-03-11 16:23:04.740,1,1
2020-03-11 16:23:24.000,1,1
2020-03-11 16:22:55.000,1,1
2020-03-11 16:24:38.500,1,1
2020-03-11 17:05:21.000,1,1
2020-03-11 16:22:00.240,1,1
2020-03-11 17:05:16.240,1,1
2020-03-11 17:05:33.740,1,1
2020-03-11 16:25:05.500,1,1
2020-03-11 16:24:31.740,1,1
2020-03-11 16:26:22.000,1,1
2020-03-11 16:23:03.240,1,1
2020-03-11 16:25:56.240,1,1
2020-03-11 16:22:25.000,1,1
2020-03-11 16:24:22.500,1,1
2020-03-11 16:25:00.000,1,1
2020-03-11 16:26:20.240,0,1
2020-03-11 17:05:19.240,1,1
2020-03-11 16:25:56.740,1,1
2020-03-11 17:05:38.500,1,1
2020-03-11 16:22:00.740,1,1
2020-03-11 16:23:36.240,1,1
2020-03-11 16:23:33.240,1,1
2020-03-11 17:05:23.240,1,1
2020-03-11 16:24:28.240,1,1
2020-03-11 17:05:46.500,1,1
2020-03-11 16:22:08.740,1,1
2020-03-11 16:23:03.740,1,1
2020-03-11 16:22:51.500,1,1
2020-03-11 16:21:56.240,1,1
2020-03-11 16:21:49.500,1,1
2020-03-11 16:24:58.240,1,1
2020-03-11 16:22:44.240,1,1
2020-03-11 16:25:57.000,1,1
2020-03-11 16:25:06.740,1,1
2020-03-11 16:21:42.500,1,1
2020-03-11 16:26:26.240,1,1
2020-03-11 16:21:51.000,1,1
2020-03-11 17:05:44.960,1,1
2020-03-11 17:05:21.740,1,1
2020-03-11 16:23:11.000,1,1
2020-03-11 16:25:55.500,1,1
2020-03-11 16:25:57.240,1,1
2020-03-11 16:26:19.500,0,1
2020-03-11 16:25:42.740,1,1
2020-03-11 16:24:51.740,1,1
