,true positive,false positive,false negative,true negative,accuracy,gwets ac1 score,sensitivity,specificity,precision,f1 score,balanced accuracy,subject,method,iteration,youden
0,0.7068965517241379,0.15517241379310345,0.017241379310344827,0.1206896551724138,0.8275862068965517,0.743362831858407,0.9761904761904762,0.4375,0.8200000000000001,0.8913043478260871,0.7068452380952381,1,RF intra,2.0,0.4136904761904763
0,0.7592592592592593,0.1111111111111111,0.0,0.12962962962962962,0.888888888888889,0.8408644400785855,1.0,0.5384615384615384,0.8723404255319148,0.9318181818181818,0.7692307692307692,1,RF intra,3.0,0.5384615384615383
0,0.71875,0.109375,0.015625,0.15625,0.875,0.8100890207715133,0.9787234042553191,0.5882352941176471,0.8679245283018868,0.9199999999999999,0.7834793491864831,1,RF intra,4.0,0.5669586983729662
0,0.9024390243902439,0.024390243902439025,0.0,0.07317073170731707,0.975609756097561,0.9710962284102925,1.0,0.7499999999999999,0.9736842105263158,0.9866666666666666,0.875,1,RF intra,5.0,0.75
0,0.7746478873239436,0.14084507042253522,0.014084507042253521,0.07042253521126761,0.8450704225352113,0.7928656676833311,0.9821428571428572,0.33333333333333337,0.8461538461538461,0.9090909090909091,0.6577380952380953,1,RF intra,6.0,0.3154761904761907
0,0.6875,0.15625,0.015625,0.140625,0.828125,0.7353880849464386,0.9777777777777777,0.47368421052631576,0.8148148148148148,0.8888888888888888,0.7257309941520468,1,RF intra,7.0,0.45146198830409356
0,0.7678571428571429,0.08928571428571429,0.017857142857142856,0.125,0.8928571428571429,0.848375451263538,0.9772727272727272,0.5833333333333333,0.8958333333333334,0.9347826086956521,0.7803030303030303,1,RF intra,8.0,0.5606060606060606
0,0.6885245901639344,0.09836065573770492,0.03278688524590164,0.18032786885245902,0.8688524590163934,0.7915420760358821,0.9545454545454545,0.6470588235294118,0.875,0.9130434782608695,0.8008021390374331,1,RF intra,9.0,0.6016042780748663
0,0.7647058823529411,0.10588235294117647,0.023529411764705882,0.10588235294117647,0.8705882352941176,0.8195154907827427,0.9701492537313432,0.5,0.8783783783783784,0.9219858156028369,0.7350746268656716,2,RF intra,0.0,0.4701492537313432
0,0.7746478873239436,0.11267605633802817,0.0,0.11267605633802817,0.8873239436619718,0.8433103448275862,1.0,0.5,0.873015873015873,0.9322033898305084,0.75,2,RF intra,1.0,0.5
0,0.7435897435897436,0.0641025641025641,0.01282051282051282,0.1794871794871795,0.9230769230769231,0.8832917705735661,0.9830508474576272,0.736842105263158,0.9206349206349207,0.9508196721311476,0.8599464763603926,2,RF intra,2.0,0.7198929527207851
0,0.7088607594936709,0.13924050632911392,0.0,0.1518987341772152,0.8607594936708861,0.7874526109820228,1.0,0.5217391304347826,0.8358208955223881,0.9105691056910569,0.7608695652173914,2,RF intra,3.0,0.5217391304347827
0,0.7931034482758621,0.06896551724137931,0.0,0.13793103448275862,0.9310344827586208,0.9034941763727122,1.0,0.6666666666666666,0.9199999999999999,0.9583333333333333,0.8333333333333333,2,RF intra,4.0,0.6666666666666665
0,0.8148148148148148,0.04938271604938271,0.0,0.13580246913580246,0.9506172839506173,0.9324014187356562,1.0,0.7333333333333333,0.9428571428571428,0.9705882352941176,0.8666666666666667,2,RF intra,5.0,0.7333333333333334
0,0.7571428571428571,0.05714285714285714,0.04285714285714286,0.14285714285714285,0.8999999999999999,0.8547933027115127,0.9464285714285715,0.7142857142857143,0.9298245614035088,0.9380530973451329,0.8303571428571429,2,RF intra,6.0,0.6607142857142858
0,0.7936507936507936,0.015873015873015872,0.0,0.19047619047619047,0.9841269841269841,0.9767227046000369,1.0,0.9230769230769231,0.9803921568627451,0.99009900990099,0.9615384615384616,2,RF intra,7.0,0.9230769230769231
0,0.717948717948718,0.05128205128205128,0.01282051282051282,0.21794871794871795,0.9358974358974359,0.8974358974358975,0.9824561403508772,0.8095238095238095,0.9333333333333332,0.9572649572649572,0.8959899749373434,2,RF intra,8.0,0.7919799498746869
0,0.75,0.0375,0.025,0.1875,0.9375,0.9050445103857567,0.9677419354838709,0.8333333333333333,0.9523809523809524,0.96,0.900537634408602,2,RF intra,9.0,0.801075268817204
0,0.7910447761194029,0.04477611940298507,0.0,0.16417910447761194,0.9552238805970149,0.935710858787782,1.0,0.7857142857142857,0.9464285714285714,0.9724770642201834,0.8928571428571428,3,RF intra,0.0,0.7857142857142856
0,0.7692307692307693,0.038461538461538464,0.05128205128205128,0.14102564102564102,0.9102564102564104,0.871302298173247,0.9375,0.7857142857142857,0.9523809523809524,0.9448818897637795,0.8616071428571428,3,RF intra,1.0,0.7232142857142856
0,0.7241379310344828,0.011494252873563218,0.0,0.26436781609195403,0.9885057471264368,0.9810230123241359,1.0,0.9583333333333334,0.984375,0.9921259842519685,0.9791666666666667,3,RF intra,2.0,0.9583333333333335
0,0.6753246753246753,0.1038961038961039,0.0,0.22077922077922077,0.8961038961038961,0.8277886497064579,1.0,0.6799999999999999,0.8666666666666666,0.9285714285714285,0.84,3,RF intra,3.0,0.6799999999999999
0,0.8153846153846154,0.046153846153846156,0.0,0.13846153846153847,0.9538461538461538,0.936698587891576,1.0,0.75,0.9464285714285714,0.9724770642201834,0.875,3,RF intra,4.0,0.75
0,0.8,0.04,0.0,0.16,0.9600000000000001,0.9432463110102158,1.0,0.7999999999999999,0.9523809523809523,0.975609756097561,0.8999999999999999,3,RF intra,5.0,0.7999999999999998
0,0.7368421052631579,0.09210526315789473,0.0,0.17105263157894737,0.9078947368421052,0.8604590163934424,1.0,0.65,0.888888888888889,0.9411764705882354,0.825,3,RF intra,6.0,0.6499999999999999
0,0.7647058823529411,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.9117647058823529,0.8722604884157795,0.9629629629629629,0.7142857142857143,0.9285714285714286,0.9454545454545454,0.8386243386243386,3,RF intra,7.0,0.6772486772486772
0,0.8157894736842105,0.0,0.013157894736842105,0.17105263157894737,0.9868421052631579,0.9814112755289224,0.9841269841269841,1.0,1.0,0.9919999999999999,0.9920634920634921,3,RF intra,8.0,0.9841269841269842
0,0.7125,0.0375,0.0,0.25,0.9625,0.9382159866134638,1.0,0.8695652173913044,0.9500000000000001,0.9743589743589743,0.9347826086956522,3,RF intra,9.0,0.8695652173913044
0,0.7183098591549296,0.056338028169014086,0.0,0.22535211267605634,0.943661971830986,0.9093520587296522,1.0,0.7999999999999999,0.9272727272727272,0.9622641509433962,0.8999999999999999,4,RF intra,0.0,0.7999999999999998
0,0.746268656716418,0.07462686567164178,0.0,0.1791044776119403,0.9253731343283582,0.8870723074330019,1.0,0.7058823529411765,0.9090909090909091,0.9523809523809523,0.8529411764705883,4,RF intra,1.0,0.7058823529411766
0,0.7941176470588235,0.04411764705882353,0.0,0.16176470588235295,0.9558823529411764,0.9369689479375868,1.0,0.7857142857142857,0.9473684210526316,0.972972972972973,0.8928571428571428,4,RF intra,2.0,0.7857142857142856
0,0.7341772151898734,0.0379746835443038,0.0,0.22784810126582278,0.9620253164556962,0.9395485269736004,1.0,0.8571428571428572,0.9508196721311476,0.9747899159663865,0.9285714285714286,4,RF intra,3.0,0.8571428571428572
0,0.6794871794871795,0.08974358974358974,0.0641025641025641,0.16666666666666666,0.8461538461538461,0.756376887038001,0.9137931034482759,0.65,0.8833333333333333,0.8983050847457628,0.781896551724138,4,RF intra,4.0,0.5637931034482759
0,0.6986301369863014,0.0410958904109589,0.0,0.2602739726027397,0.9589041095890412,0.9310561939241304,1.0,0.8636363636363636,0.9444444444444444,0.9714285714285714,0.9318181818181819,4,RF intra,5.0,0.8636363636363638
0,0.7941176470588235,0.029411764705882353,0.014705882352941176,0.16176470588235295,0.9558823529411764,0.9369689479375868,0.9818181818181819,0.8461538461538461,0.9642857142857143,0.972972972972973,0.9139860139860141,4,RF intra,6.0,0.8279720279720282
0,0.7272727272727273,0.06060606060606061,0.0,0.21212121212121213,0.9393939393939394,0.9042089985486212,1.0,0.7777777777777779,0.9230769230769231,0.9600000000000001,0.888888888888889,4,RF intra,7.0,0.7777777777777779
0,0.7,0.014285714285714285,0.0,0.2857142857142857,0.9857142857142857,0.9756140045288274,1.0,0.9523809523809523,0.9800000000000001,0.9898989898989901,0.9761904761904762,4,RF intra,8.0,0.9523809523809523
0,0.803030303030303,0.015151515151515152,0.0,0.18181818181818182,0.9848484848484849,0.9781348351830379,1.0,0.9230769230769231,0.9814814814814815,0.9906542056074767,0.9615384615384616,4,RF intra,9.0,0.9230769230769231
0,0.7160493827160493,0.08641975308641975,0.012345679012345678,0.18518518518518517,0.9012345679012346,0.84589774078478,0.9830508474576272,0.6818181818181818,0.8923076923076922,0.935483870967742,0.8324345146379044,5,RF intra,0.0,0.6648690292758088
0,0.8805970149253731,0.029850746268656716,0.014925373134328358,0.07462686567164178,0.9552238805970149,0.9457123565158676,0.9833333333333333,0.7142857142857143,0.9672131147540984,0.9752066115702479,0.8488095238095238,5,RF intra,1.0,0.6976190476190476
0,0.8493150684931506,0.0273972602739726,0.0136986301369863,0.1095890410958904,0.958904109589041,0.9468768950879318,0.9841269841269842,0.8,0.96875,0.9763779527559056,0.8920634920634921,5,RF intra,2.0,0.7841269841269842
0,0.7457627118644068,0.0847457627118644,0.03389830508474576,0.13559322033898305,0.8813559322033898,0.8270881306259157,0.9565217391304348,0.6153846153846154,0.8979591836734694,0.9263157894736843,0.7859531772575251,5,RF intra,3.0,0.5719063545150502
0,0.796875,0.03125,0.015625,0.15625,0.953125,0.9335295135883677,0.9807692307692307,0.8333333333333334,0.9622641509433962,0.9714285714285713,0.907051282051282,5,RF intra,4.0,0.8141025641025641
0,0.7796610169491526,0.05084745762711865,0.0,0.1694915254237288,0.9491525423728814,0.9258949131253924,1.0,0.7692307692307692,0.9387755102040817,0.968421052631579,0.8846153846153846,5,RF intra,5.0,0.7692307692307692
0,0.7971014492753623,0.057971014492753624,0.014492753623188406,0.13043478260869565,0.927536231884058,0.8996655518394648,0.9821428571428572,0.6923076923076923,0.9322033898305084,0.9565217391304348,0.8372252747252747,5,RF intra,6.0,0.6744505494505495
0,0.85,0.03333333333333333,0.016666666666666666,0.1,0.95,0.9359999999999999,0.9807692307692307,0.75,0.9622641509433962,0.9714285714285713,0.8653846153846154,5,RF intra,7.0,0.7307692307692308
0,0.8378378378378378,0.04054054054054054,0.02702702702702703,0.0945945945945946,0.9324324324324325,0.9129514174802965,0.9687499999999999,0.7,0.9538461538461538,0.9612403100775193,0.8343749999999999,5,RF intra,8.0,0.6687499999999997
0,0.8269230769230769,0.057692307692307696,0.0,0.11538461538461539,0.9423076923076923,0.9233979867419592,1.0,0.6666666666666667,0.9347826086956521,0.9662921348314606,0.8333333333333334,5,RF intra,9.0,0.6666666666666667
0,0.6363636363636364,0.06818181818181818,0.022727272727272728,0.2727272727272727,0.9090909090909091,0.8394160583941607,0.9655172413793104,0.8,0.9032258064516129,0.9333333333333333,0.8827586206896552,6,RF intra,0.0,0.7655172413793103
0,0.6235294117647059,0.11764705882352941,0.023529411764705882,0.23529411764705882,0.8588235294117648,0.754630743324513,0.9636363636363636,0.6666666666666667,0.8412698412698413,0.8983050847457628,0.8151515151515152,6,RF intra,1.0,0.6303030303030304
0,0.6666666666666666,0.08045977011494253,0.0,0.25287356321839083,0.9195402298850575,0.8626057529610829,1.0,0.7586206896551724,0.8923076923076922,0.9430894308943089,0.8793103448275862,6,RF intra,2.0,0.7586206896551724
0,0.6703296703296703,0.06593406593406594,0.0,0.26373626373626374,0.9340659340659341,0.886839378238342,1.0,0.8,0.9104477611940298,0.953125,0.9,6,RF intra,3.0,0.8
0,0.6951219512195121,0.036585365853658534,0.012195121951219513,0.25609756097560976,0.9512195121951219,0.9182044887780548,0.9827586206896551,0.8750000000000001,0.95,0.9661016949152542,0.9288793103448276,6,RF intra,4.0,0.8577586206896552
0,0.6941176470588235,0.058823529411764705,0.058823529411764705,0.18823529411764706,0.8823529411764706,0.8126515318492396,0.921875,0.7619047619047619,0.921875,0.921875,0.8418898809523809,6,RF intra,5.0,0.6837797619047619
0,0.6808510638297872,0.06382978723404255,0.031914893617021274,0.22340425531914893,0.9042553191489362,0.8416471689284043,0.9552238805970149,0.7777777777777778,0.9142857142857143,0.9343065693430657,0.8665008291873963,6,RF intra,6.0,0.7330016583747927
0,0.6790123456790124,0.08641975308641975,0.012345679012345678,0.2222222222222222,0.9012345679012346,0.8365699873896596,0.9821428571428572,0.72,0.8870967741935484,0.9322033898305084,0.8510714285714286,6,RF intra,7.0,0.7021428571428572
0,0.6263736263736264,0.06593406593406594,0.02197802197802198,0.2857142857142857,0.9120879120879121,0.8424583423501407,0.9661016949152542,0.8125,0.9047619047619048,0.9344262295081968,0.8893008474576272,6,RF intra,8.0,0.7786016949152543
0,0.7397260273972602,0.0273972602739726,0.0273972602739726,0.2054794520547945,0.9452054794520548,0.9147445255474452,0.9642857142857143,0.8823529411764706,0.9642857142857143,0.9642857142857143,0.9233193277310925,6,RF intra,9.0,0.846638655462185
0,0.7717391304347826,0.043478260869565216,0.010869565217391304,0.17391304347826086,0.9456521739130435,0.9199234049960832,0.986111111111111,0.8,0.9466666666666667,0.9659863945578231,0.8930555555555555,7,RF intra,0.0,0.786111111111111
0,0.7528089887640449,0.06741573033707865,0.011235955056179775,0.16853932584269662,0.9213483146067415,0.8827294117647057,0.9852941176470588,0.7142857142857143,0.9178082191780821,0.9503546099290779,0.8497899159663865,7,RF intra,1.0,0.6995798319327731
0,0.8170731707317073,0.036585365853658534,0.024390243902439025,0.12195121951219512,0.9390243902439024,0.9177780006016243,0.9710144927536232,0.7692307692307692,0.9571428571428571,0.9640287769784172,0.8701226309921961,7,RF intra,2.0,0.7402452619843922
0,0.7682926829268293,0.04878048780487805,0.012195121951219513,0.17073170731707318,0.9390243902439025,0.91013698630137,0.984375,0.7777777777777778,0.9402985074626865,0.9618320610687023,0.8810763888888888,7,RF intra,3.0,0.7621527777777777
0,0.8,0.06666666666666667,0.0,0.13333333333333333,0.9333333333333333,0.9076923076923077,1.0,0.6666666666666666,0.9230769230769231,0.9600000000000001,0.8333333333333333,7,RF intra,4.0,0.6666666666666665
0,0.7802197802197802,0.07692307692307693,0.01098901098901099,0.13186813186813187,0.9120879120879121,0.8762115286515898,0.9861111111111112,0.631578947368421,0.9102564102564102,0.9466666666666667,0.8088450292397661,7,RF intra,5.0,0.6176900584795322
0,0.7333333333333333,0.09333333333333334,0.013333333333333334,0.16,0.8933333333333333,0.8394434037998394,0.9821428571428572,0.631578947368421,0.8870967741935484,0.9322033898305084,0.8068609022556391,7,RF intra,6.0,0.6137218045112782
0,0.7901234567901234,0.07407407407407407,0.0,0.13580246913580246,0.9259259259259258,0.8962646744930628,1.0,0.6470588235294118,0.9142857142857143,0.955223880597015,0.8235294117647058,7,RF intra,7.0,0.6470588235294117
0,0.7380952380952381,0.05952380952380952,0.0,0.20238095238095238,0.9404761904761905,0.9074991740997688,1.0,0.7727272727272727,0.9253731343283582,0.9612403100775194,0.8863636363636364,7,RF intra,8.0,0.7727272727272727
0,0.75,0.04411764705882353,0.029411764705882353,0.17647058823529413,0.9264705882352942,0.8893409275834012,0.9622641509433962,0.7999999999999999,0.9444444444444445,0.9532710280373832,0.881132075471698,7,RF intra,9.0,0.7622641509433961
0,0.7407407407407407,0.037037037037037035,0.0,0.2222222222222222,0.9629629629629629,0.9416216216216213,1.0,0.8571428571428571,0.9523809523809524,0.975609756097561,0.9285714285714286,8,RF intra,0.0,0.8571428571428572
0,0.7948717948717948,0.05128205128205128,0.01282051282051282,0.14102564102564102,0.9358974358974359,0.9101899827288429,0.9841269841269842,0.7333333333333334,0.9393939393939393,0.9612403100775193,0.8587301587301588,8,RF intra,1.0,0.7174603174603176
0,0.7339449541284404,0.07339449541284404,0.009174311926605505,0.1834862385321101,0.9174311926605505,0.8732640010335251,0.9876543209876544,0.7142857142857143,0.9090909090909091,0.9467455621301776,0.8509700176366843,8,RF intra,2.0,0.7019400352733687
0,0.7777777777777778,0.05555555555555555,0.022222222222222223,0.14444444444444443,0.9222222222222223,0.8889770023790643,0.9722222222222222,0.7222222222222222,0.9333333333333333,0.9523809523809524,0.8472222222222222,8,RF intra,3.0,0.6944444444444444
0,0.7956989247311828,0.03225806451612903,0.021505376344086023,0.15053763440860216,0.9462365591397849,0.9240754347293656,0.9736842105263158,0.8235294117647058,0.961038961038961,0.9673202614379085,0.8986068111455108,8,RF intra,4.0,0.7972136222910216
0,0.7926829268292683,0.07317073170731707,0.0,0.13414634146341464,0.926829268292683,0.8979253112033194,1.0,0.6470588235294118,0.9154929577464789,0.9558823529411764,0.8235294117647058,8,RF intra,5.0,0.6470588235294117
0,0.7647058823529411,0.07058823529411765,0.03529411764705882,0.12941176470588237,0.8941176470588235,0.8491273049995068,0.9558823529411765,0.6470588235294118,0.9154929577464789,0.9352517985611511,0.8014705882352942,8,RF intra,6.0,0.6029411764705883
0,0.8333333333333334,0.044444444444444446,0.011111111111111112,0.1111111111111111,0.9444444444444444,0.9269776876267748,0.986842105263158,0.7142857142857142,0.949367088607595,0.967741935483871,0.8505639097744361,8,RF intra,7.0,0.7011278195488722
0,0.7666666666666667,0.05555555555555555,0.011111111111111112,0.16666666666666666,0.9333333333333333,0.9019607843137255,0.9857142857142858,0.75,0.9324324324324325,0.9583333333333333,0.8678571428571429,8,RF intra,8.0,0.7357142857142858
0,0.8382352941176471,0.029411764705882353,0.014705882352941176,0.11764705882352941,0.9558823529411765,0.9419217081850535,0.9827586206896552,0.7999999999999999,0.9661016949152542,0.9743589743589743,0.8913793103448275,8,RF intra,9.0,0.7827586206896551
0,0.5303030303030303,0.045454545454545456,0.0,0.42424242424242425,0.9545454545454546,0.9101021566401817,1.0,0.9032258064516129,0.9210526315789475,0.9589041095890412,0.9516129032258065,9,RF intra,0.0,0.903225806451613
