,true positive,false positive,false negative,true negative,accuracy,gwets ac1 score,sensitivity,specificity,precision,f1 score,balanced accuracy,subject,method,iteration,youden
0,0.6966292134831461,0.10112359550561797,0.06741573033707865,0.1348314606741573,0.8314606741573034,0.7437865847807312,0.9117647058823529,0.5714285714285714,0.8732394366197183,0.8920863309352517,0.7415966386554622,8,SVM intra,1.0,0.48319327731092443
0,0.6351351351351351,0.02702702702702703,0.08108108108108109,0.25675675675675674,0.8918918918918919,0.8108626198083067,0.8867924528301886,0.9047619047619048,0.9591836734693878,0.9215686274509803,0.8957771787960467,8,SVM intra,2.0,0.7915543575920934
0,0.6989247311827957,0.11827956989247312,0.03225806451612903,0.15053763440860216,0.8494623655913979,0.7685333333333334,0.9558823529411765,0.56,0.8552631578947368,0.9027777777777778,0.7579411764705883,8,SVM intra,3.0,0.5158823529411767
0,0.7045454545454546,0.125,0.03409090909090909,0.13636363636363635,0.8409090909090909,0.7594689574385006,0.9538461538461539,0.5217391304347826,0.8493150684931506,0.8985507246376813,0.7377926421404682,8,SVM intra,4.0,0.4755852842809365
0,0.6753246753246753,0.07792207792207792,0.03896103896103896,0.2077922077922078,0.8831168831168832,0.8081660899653982,0.9454545454545454,0.7272727272727274,0.896551724137931,0.920353982300885,0.8363636363636364,8,SVM intra,5.0,0.6727272727272728
0,0.6888888888888889,0.08888888888888889,0.08888888888888889,0.13333333333333333,0.8222222222222222,0.7283018867924528,0.8857142857142857,0.6,0.8857142857142857,0.8857142857142857,0.7428571428571429,8,SVM intra,6.0,0.48571428571428577
0,0.6923076923076923,0.08791208791208792,0.07692307692307693,0.14285714285714285,0.8351648351648351,0.7467767368518688,0.9,0.619047619047619,0.8873239436619718,0.8936170212765956,0.7595238095238095,8,SVM intra,7.0,0.519047619047619
0,0.6744186046511628,0.11627906976744186,0.046511627906976744,0.16279069767441862,0.8372093023255813,0.7419631375910843,0.935483870967742,0.5833333333333334,0.8529411764705882,0.8923076923076924,0.7594086021505377,8,SVM intra,8.0,0.5188172043010755
0,0.7386363636363636,0.056818181818181816,0.045454545454545456,0.1590909090909091,0.8977272727272727,0.8468825519574673,0.9420289855072465,0.7368421052631579,0.9285714285714286,0.9352517985611511,0.8394355453852022,8,SVM intra,9.0,0.6788710907704043
0,0.628099173553719,0.024793388429752067,0.0,0.34710743801652894,0.975206611570248,0.9540419066911441,1.0,0.9333333333333333,0.9620253164556961,0.9806451612903226,0.9666666666666667,9,SVM intra,0.0,0.9333333333333333
0,0.5045045045045045,0.06306306306306306,0.009009009009009009,0.42342342342342343,0.9279279279279279,0.8567972907595548,0.9824561403508771,0.8703703703703703,0.8888888888888888,0.9333333333333333,0.9264132553606237,9,SVM intra,1.0,0.8528265107212474
0,0.5714285714285714,0.01680672268907563,0.0,0.4117647058823529,0.9831932773109243,0.9672221457099572,1.0,0.9607843137254902,0.9714285714285713,0.9855072463768115,0.9803921568627452,9,SVM intra,2.0,0.9607843137254903
0,0.5461538461538461,0.03076923076923077,0.015384615384615385,0.4076923076923077,0.9538461538461538,0.9094287041337669,0.9726027397260273,0.9298245614035088,0.9466666666666667,0.9594594594594593,0.951213650564768,9,SVM intra,3.0,0.9024273011295361
0,0.509090909090909,0.07272727272727272,0.00909090909090909,0.4090909090909091,0.9181818181818182,0.837983798379838,0.9824561403508772,0.8490566037735849,0.875,0.9256198347107438,0.915756372062231,9,SVM intra,4.0,0.8315127441244621
0,0.5625,0.0234375,0.015625,0.3984375,0.9609375,0.923922734026746,0.972972972972973,0.9444444444444444,0.96,0.9664429530201343,0.9587087087087087,9,SVM intra,5.0,0.9174174174174174
0,0.5488721804511278,0.015037593984962405,0.007518796992481203,0.42857142857142855,0.9774436090225564,0.9555307885204792,0.9864864864864864,0.9661016949152542,0.9733333333333334,0.9798657718120806,0.9762940907008704,9,SVM intra,6.0,0.9525881814017407
0,0.6,0.01818181818181818,0.02727272727272727,0.35454545454545455,0.9545454545454546,0.9142567620235406,0.9565217391304348,0.9512195121951219,0.9705882352941176,0.9635036496350365,0.9538706256627784,9,SVM intra,7.0,0.9077412513255567
0,0.484375,0.0390625,0.015625,0.4609375,0.9453125,0.8906850484963094,0.96875,0.921875,0.9253731343283582,0.9465648854961832,0.9453125,9,SVM intra,8.0,0.890625
0,0.5471698113207547,0.03773584905660377,0.018867924528301886,0.39622641509433965,0.9433962264150944,0.8893143056038983,0.9666666666666667,0.9130434782608696,0.935483870967742,0.9508196721311476,0.9398550724637682,9,SVM intra,9.0,0.8797101449275364
0,0.5915492957746479,0.028169014084507043,0.11267605633802817,0.2676056338028169,0.8591549295774648,0.7450628366247755,0.8400000000000001,0.9047619047619047,0.9545454545454546,0.8936170212765957,0.8723809523809524,10,SVM intra,0.0,0.7447619047619047
0,0.691358024691358,0.13580246913580246,0.024691358024691357,0.14814814814814814,0.8395061728395061,0.7521478168765446,0.9655172413793104,0.5217391304347826,0.8358208955223881,0.896,0.7436281859070465,10,SVM intra,1.0,0.487256371814093
0,0.6111111111111112,0.06944444444444445,0.08333333333333333,0.2361111111111111,0.8472222222222223,0.7321156773211569,0.88,0.7727272727272726,0.8979591836734694,0.888888888888889,0.8263636363636363,10,SVM intra,2.0,0.6527272727272726
0,0.5735294117647058,0.058823529411764705,0.11764705882352941,0.25,0.8235294117647058,0.6805011746280344,0.8297872340425532,0.8095238095238095,0.9069767441860465,0.8666666666666666,0.8196555217831814,10,SVM intra,3.0,0.6393110435663627
0,0.6621621621621622,0.02702702702702703,0.13513513513513514,0.17567567567567569,0.8378378378378378,0.7377436503248671,0.8305084745762711,0.8666666666666667,0.9607843137254901,0.8909090909090909,0.848587570621469,10,SVM intra,4.0,0.6971751412429379
0,0.6575342465753424,0.0547945205479452,0.0821917808219178,0.2054794520547945,0.8630136986301369,0.77251480211904,0.8888888888888888,0.7894736842105263,0.9230769230769231,0.9056603773584906,0.8391812865497076,10,SVM intra,5.0,0.6783625730994152
0,0.5362318840579711,0.057971014492753624,0.18840579710144928,0.21739130434782608,0.7536231884057971,0.5527168732125834,0.74,0.7894736842105263,0.9024390243902438,0.8131868131868132,0.7647368421052632,10,SVM intra,6.0,0.5294736842105263
0,0.7164179104477612,0.04477611940298507,0.04477611940298507,0.19402985074626866,0.9104477611940298,0.8592929646482323,0.9411764705882353,0.8125,0.9411764705882353,0.9411764705882353,0.8768382352941176,10,SVM intra,7.0,0.7536764705882353
0,0.5384615384615384,0.06153846153846154,0.2,0.2,0.7384615384615385,0.5306859205776174,0.7291666666666666,0.7647058823529411,0.8974358974358975,0.8045977011494253,0.7469362745098038,10,SVM intra,8.0,0.49387254901960764
0,0.6415094339622641,0.20754716981132076,0.0,0.1509433962264151,0.7924528301886792,0.6654232424677187,1.0,0.4210526315789473,0.7555555555555555,0.8607594936708861,0.7105263157894737,10,SVM intra,9.0,0.42105263157894735
0,0.6807421625079975,0.07677543186180422,0.06973768394113884,0.1727447216890595,0.853486884197057,0.767081136394325,0.907075873827792,0.6923076923076923,0.8986486486486486,0.9028425965210013,0.7996917830677421,1,SVM inter,,0.5993835661354843
0,0.738659793814433,0.17989690721649484,0.01958762886597938,0.061855670103092786,0.8005154639175258,0.7263706388019906,0.974167233174711,0.255863539445629,0.8041526374859708,0.8810328927144173,0.6150153863101699,2,SVM inter,,0.23003077262033989
0,0.7279453614114969,0.03471826977803073,0.06715993170176437,0.17017643710870803,0.8981217985202049,0.8445919886822539,0.9155332856120257,0.8305555555555555,0.9544776119402986,0.9345999269272927,0.8730444205837906,3,SVM inter,,0.7460888411675812
0,0.7426428159261397,0.054241200230813615,0.024235429890363532,0.1788805539526832,0.9215233698788229,0.8809000312798617,0.9683972911963883,0.7673267326732673,0.9319333816075308,0.9498154981549816,0.8678620119348278,4,SVM inter,,0.7357240238696556
0,0.7462962962962963,0.04691358024691358,0.05493827160493827,0.15185185185185185,0.8981481481481481,0.8494834545827727,0.9314329738058552,0.7639751552795031,0.9408560311284047,0.9361207897793262,0.8477040645426792,5,SVM inter,,0.6954081290853584
0,0.6558227251296558,0.12116925978312117,0.020273455917020275,0.20273455917020272,0.8585572842998586,0.7652965735807967,0.9700139470013948,0.6259097525473072,0.8440533980582524,0.9026606099935107,0.797961849774351,6,SVM inter,,0.5959236995487021
0,0.7238403451995685,0.10355987055016182,0.06256742179072276,0.11003236245954692,0.8338727076591155,0.7586692474790592,0.9204389574759946,0.5151515151515151,0.8748370273794003,0.8970588235294118,0.7177952363137549,7,SVM inter,,0.4355904726275097
0,0.7325102880658436,0.12940100594421583,0.02606310013717421,0.11202560585276634,0.84453589391861,0.7755032970443593,0.9656419529837252,0.4640151515151515,0.849867374005305,0.9040632054176073,0.7148285522494384,8,SVM inter,,0.42965710449887684
0,0.5455764075067024,0.05328418230563003,0.0160857908847185,0.38505361930294907,0.9306300268096515,0.864745239523492,0.9713603818615751,0.8784403669724771,0.9110240626748741,0.9402252382327462,0.9249003744170261,9,SVM inter,,0.8498007488340522
0,0.6640181611804767,0.13166855845629966,0.03348467650397276,0.17082860385925086,0.8348467650397275,0.734317148146085,0.9519934906427989,0.5647279549718575,0.8345221112696148,0.8893956670467503,0.7583607228073281,10,SVM inter,,0.5167214456146563
0,0.7058823529411765,0.1323529411764706,0.029411764705882353,0.1323529411764706,0.8382352941176471,0.7565500406834824,0.96,0.5,0.8421052631578948,0.897196261682243,0.73,1,MLP intra,0.0,0.45999999999999996
0,0.6515151515151515,0.15151515151515152,0.015151515151515152,0.18181818181818182,0.8333333333333333,0.726913673123942,0.9772727272727273,0.5454545454545454,0.8113207547169812,0.88659793814433,0.7613636363636364,1,MLP intra,1.0,0.5227272727272727
0,0.6875,0.125,0.0,0.1875,0.875,0.8,1.0,0.6,0.8461538461538461,0.9166666666666666,0.8,1,MLP intra,2.0,0.6000000000000001
0,0.704225352112676,0.15492957746478872,0.014084507042253521,0.1267605633802817,0.8309859154929577,0.7465040166617077,0.9803921568627452,0.45000000000000007,0.819672131147541,0.8928571428571429,0.7151960784313727,1,MLP intra,3.0,0.43039215686274535
0,0.7377049180327869,0.11475409836065574,0.04918032786885246,0.09836065573770492,0.8360655737704918,0.7672644028996567,0.9375000000000001,0.4615384615384615,0.8653846153846154,0.9000000000000001,0.6995192307692308,1,MLP intra,4.0,0.3990384615384617
0,0.6440677966101694,0.1016949152542373,0.01694915254237288,0.23728813559322035,0.8813559322033898,0.7964012817352722,0.9743589743589745,0.7000000000000001,0.8636363636363635,0.9156626506024096,0.8371794871794873,1,MLP intra,5.0,0.6743589743589746
0,0.7142857142857143,0.14285714285714285,0.02040816326530612,0.12244897959183673,0.8367346938775511,0.7581739666872301,0.9722222222222222,0.4615384615384616,0.8333333333333333,0.8974358974358975,0.7168803418803419,1,MLP intra,6.0,0.4337606837606838
0,0.75,0.057692307692307696,0.057692307692307696,0.1346153846153846,0.8846153846153846,0.8326180257510729,0.9285714285714286,0.7000000000000001,0.9285714285714286,0.9285714285714286,0.8142857142857143,1,MLP intra,7.0,0.6285714285714286
0,0.7719298245614035,0.10526315789473684,0.0,0.12280701754385964,0.894736842105263,0.8518839324382848,1.0,0.5384615384615384,0.88,0.9361702127659575,0.7692307692307692,1,MLP intra,8.0,0.5384615384615383
0,0.7301587301587301,0.1111111111111111,0.015873015873015872,0.14285714285714285,0.873015873015873,0.8111652304233795,0.9787234042553191,0.5625,0.8679245283018868,0.9199999999999999,0.7706117021276595,1,MLP intra,9.0,0.541223404255319
0,0.7052631578947368,0.11578947368421053,0.05263157894736842,0.12631578947368421,0.831578947368421,0.7477178423236512,0.9305555555555556,0.5217391304347826,0.8589743589743589,0.8933333333333334,0.726147342995169,2,MLP intra,0.0,0.45229468599033806
0,0.8072289156626506,0.060240963855421686,0.024096385542168676,0.10843373493975904,0.9156626506024097,0.8866673168828636,0.9710144927536233,0.6428571428571429,0.9305555555555556,0.950354609929078,0.8069358178053831,2,MLP intra,1.0,0.6138716356107663
0,0.7325581395348837,0.12790697674418605,0.03488372093023256,0.10465116279069768,0.8372093023255813,0.7664856477889835,0.9545454545454546,0.44999999999999996,0.8513513513513513,0.9,0.7022727272727273,2,MLP intra,2.0,0.40454545454545454
0,0.7241379310344828,0.08045977011494253,0.04597701149425287,0.14942528735632185,0.8735632183908046,0.809911609891747,0.9402985074626865,0.65,0.9,0.9197080291970802,0.7951492537313433,2,MLP intra,3.0,0.5902985074626865
0,0.6867469879518072,0.08433734939759036,0.024096385542168676,0.20481927710843373,0.891566265060241,0.8240075391683355,0.9661016949152543,0.7083333333333334,0.8906249999999999,0.9268292682926829,0.8372175141242939,2,MLP intra,4.0,0.6744350282485878
0,0.7222222222222222,0.09722222222222222,0.027777777777777776,0.1527777777777778,0.875,0.8112163146394756,0.9629629629629629,0.6111111111111112,0.8813559322033898,0.9203539823008849,0.787037037037037,2,MLP intra,5.0,0.574074074074074
0,0.6847826086956522,0.09782608695652174,0.010869565217391304,0.20652173913043478,0.891304347826087,0.823076923076923,0.9843749999999999,0.6785714285714285,0.875,0.926470588235294,0.8314732142857142,2,MLP intra,6.0,0.6629464285714284
0,0.7362637362637363,0.14285714285714285,0.04395604395604396,0.07692307692307693,0.8131868131868132,0.7395842100833263,0.943661971830986,0.35000000000000003,0.8375,0.8874172185430464,0.646830985915493,2,MLP intra,7.0,0.2936619718309861
0,0.8271604938271605,0.12345679012345678,0.0,0.04938271604938271,0.8765432098765432,0.8461538461538461,1.0,0.2857142857142857,0.8701298701298701,0.9305555555555556,0.6428571428571428,2,MLP intra,8.0,0.2857142857142856
0,0.8076923076923077,0.08974358974358974,0.038461538461538464,0.0641025641025641,0.8717948717948718,0.8348856900931414,0.9545454545454546,0.41666666666666663,0.9,0.9264705882352942,0.6856060606060606,2,MLP intra,9.0,0.3712121212121211
0,0.7794117647058824,0.058823529411764705,0.029411764705882353,0.1323529411764706,0.9117647058823529,0.8756097560975608,0.9636363636363636,0.6923076923076924,0.9298245614035088,0.9464285714285715,0.827972027972028,3,MLP intra,0.0,0.6559440559440559
0,0.8831168831168831,0.05194805194805195,0.0,0.06493506493506493,0.948051948051948,0.9377652050919377,1.0,0.5555555555555555,0.9444444444444444,0.9714285714285714,0.7777777777777777,3,MLP intra,1.0,0.5555555555555554
0,0.7638888888888888,0.041666666666666664,0.0,0.19444444444444445,0.9583333333333333,0.9370721048798251,1.0,0.823529411764706,0.9482758620689655,0.9734513274336283,0.911764705882353,3,MLP intra,2.0,0.8235294117647061
0,0.7714285714285715,0.014285714285714285,0.0,0.21428571428571427,0.9857142857142858,0.9781965425946115,1.0,0.9375,0.9818181818181819,0.9908256880733946,0.96875,3,MLP intra,3.0,0.9375
0,0.8260869565217391,0.07246376811594203,0.014492753623188406,0.08695652173913043,0.9130434782608696,0.8875305623471883,0.9827586206896552,0.5454545454545455,0.9193548387096774,0.95,0.7641065830721003,3,MLP intra,4.0,0.5282131661442007
0,0.8055555555555556,0.027777777777777776,0.0,0.16666666666666666,0.9722222222222222,0.9605479452054795,1.0,0.8571428571428572,0.9666666666666667,0.983050847457627,0.9285714285714286,3,MLP intra,5.0,0.8571428571428572
0,0.8045977011494253,0.05747126436781609,0.011494252873563218,0.12643678160919541,0.9310344827586208,0.9055203619909503,0.9859154929577465,0.6875000000000001,0.9333333333333332,0.9589041095890412,0.8367077464788732,3,MLP intra,6.0,0.6734154929577465
0,0.7761194029850746,0.08955223880597014,0.04477611940298507,0.08955223880597014,0.8656716417910448,0.8174110522331568,0.9454545454545454,0.5,0.896551724137931,0.920353982300885,0.7227272727272727,3,MLP intra,7.0,0.4454545454545453
0,0.7702702702702703,0.04054054054054054,0.02702702702702703,0.16216216216216217,0.9324324324324325,0.9013464871350487,0.9661016949152542,0.8,0.95,0.957983193277311,0.8830508474576271,3,MLP intra,8.0,0.7661016949152541
0,0.759493670886076,0.10126582278481013,0.012658227848101266,0.12658227848101267,0.8860759493670887,0.837318384624185,0.9836065573770493,0.5555555555555556,0.8823529411764706,0.9302325581395349,0.7695810564663024,3,MLP intra,9.0,0.5391621129326047
0,0.6825396825396826,0.09523809523809523,0.031746031746031744,0.19047619047619047,0.873015873015873,0.7955375253549697,0.9555555555555556,0.6666666666666666,0.8775510204081632,0.9148936170212767,0.8111111111111111,4,MLP intra,0.0,0.6222222222222222
0,0.6666666666666666,0.08333333333333333,0.0,0.25,0.9166666666666666,0.8579881656804733,1.0,0.75,0.8888888888888888,0.9411764705882353,0.875,4,MLP intra,1.0,0.75
0,0.7142857142857143,0.04285714285714286,0.0,0.24285714285714285,0.9571428571428572,0.9298714309567542,1.0,0.8500000000000001,0.9433962264150944,0.970873786407767,0.925,4,MLP intra,2.0,0.8500000000000001
0,0.7391304347826086,0.043478260869565216,0.014492753623188406,0.2028985507246377,0.9420289855072463,0.9099510603588906,0.9807692307692308,0.8235294117647058,0.9444444444444445,0.9622641509433962,0.9021493212669683,4,MLP intra,3.0,0.8042986425339367
0,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.9523809523809523,0.9282051282051281,1.0,0.8,0.9411764705882353,0.9696969696969697,0.9,4,MLP intra,4.0,0.8
0,0.8026315789473685,0.05263157894736842,0.0,0.14473684210526316,0.9473684210526316,0.9265345577573708,1.0,0.7333333333333334,0.9384615384615385,0.9682539682539683,0.8666666666666667,4,MLP intra,5.0,0.7333333333333334
0,0.6379310344827587,0.08620689655172414,0.034482758620689655,0.2413793103448276,0.8793103448275863,0.7914204983303368,0.9487179487179488,0.736842105263158,0.8809523809523809,0.9135802469135802,0.8427800269905534,4,MLP intra,6.0,0.6855600539811069
0,0.8356164383561644,0.0684931506849315,0.0,0.0958904109589041,0.9315068493150684,0.9114614918132201,1.0,0.5833333333333334,0.9242424242424242,0.9606299212598425,0.7916666666666667,4,MLP intra,7.0,0.5833333333333335
0,0.6825396825396826,0.06349206349206349,0.047619047619047616,0.20634920634920634,0.8888888888888888,0.8188539741219962,0.9347826086956521,0.7647058823529411,0.9148936170212766,0.9247311827956989,0.8497442455242966,4,MLP intra,8.0,0.6994884910485932
0,0.7794117647058824,0.029411764705882353,0.029411764705882353,0.16176470588235295,0.9411764705882353,0.9148403256105198,0.9636363636363636,0.8461538461538461,0.9636363636363636,0.9636363636363636,0.9048951048951048,4,MLP intra,9.0,0.8097902097902097
0,0.8082191780821918,0.0821917808219178,0.0136986301369863,0.0958904109589041,0.904109589041096,0.8727748039337733,0.9833333333333334,0.5384615384615384,0.9076923076923077,0.9440000000000001,0.7608974358974359,5,MLP intra,0.0,0.5217948717948717
0,0.7692307692307693,0.1076923076923077,0.015384615384615385,0.1076923076923077,0.8769230769230769,0.8287783997365822,0.9803921568627451,0.5,0.8771929824561404,0.9259259259259259,0.7401960784313726,5,MLP intra,1.0,0.48039215686274517
0,0.7903225806451613,0.04838709677419355,0.04838709677419355,0.11290322580645161,0.9032258064516129,0.8673323823109843,0.9423076923076924,0.7,0.9423076923076924,0.9423076923076924,0.8211538461538461,5,MLP intra,2.0,0.6423076923076922
0,0.8181818181818182,0.06060606060606061,0.015151515151515152,0.10606060606060606,0.9242424242424243,0.8994668697638996,0.9818181818181818,0.6363636363636364,0.9310344827586207,0.9557522123893805,0.8090909090909091,5,MLP intra,3.0,0.6181818181818182
0,0.7230769230769231,0.015384615384615385,0.09230769230769231,0.16923076923076924,0.8923076923076922,0.835174787176236,0.8867924528301887,0.9166666666666666,0.9791666666666666,0.9306930693069307,0.9017295597484276,5,MLP intra,4.0,0.8034591194968552
0,0.7866666666666666,0.04,0.04,0.13333333333333333,0.9199999999999999,0.8878644405681534,0.9516129032258064,0.7692307692307692,0.9516129032258064,0.9516129032258064,0.8604218362282878,5,MLP intra,5.0,0.7208436724565757
0,0.746268656716418,0.07462686567164178,0.0,0.1791044776119403,0.9253731343283582,0.8870723074330019,1.0,0.7058823529411765,0.9090909090909091,0.9523809523809523,0.8529411764705883,5,MLP intra,6.0,0.7058823529411766
0,0.7936507936507936,0.047619047619047616,0.031746031746031744,0.12698412698412698,0.9206349206349206,0.8901098901098901,0.9615384615384616,0.7272727272727273,0.9433962264150944,0.9523809523809524,0.8444055944055944,5,MLP intra,7.0,0.6888111888111887
0,0.875,0.0625,0.0,0.0625,0.9375,0.9247058823529412,1.0,0.5,0.9333333333333333,0.9655172413793104,0.75,5,MLP intra,8.0,0.5
0,0.8309859154929577,0.08450704225352113,0.028169014084507043,0.056338028169014086,0.8873239436619719,0.8591619142077858,0.9672131147540984,0.39999999999999997,0.9076923076923077,0.9365079365079365,0.6836065573770492,5,MLP intra,9.0,0.36721311475409846
0,0.5760869565217391,0.05434782608695652,0.06521739130434782,0.30434782608695654,0.8804347826086957,0.7773132357795136,0.8983050847457628,0.8484848484848484,0.9137931034482758,0.905982905982906,0.8733949666153056,6,MLP intra,0.0,0.7467899332306112
0,0.6741573033707865,0.07865168539325842,0.02247191011235955,0.2247191011235955,0.898876404494382,0.831740363407205,0.967741935483871,0.7407407407407408,0.8955223880597015,0.930232558139535,0.854241338112306,6,MLP intra,1.0,0.7084826762246119
0,0.6551724137931034,0.05747126436781609,0.04597701149425287,0.2413793103448276,0.896551724137931,0.8233502538071066,0.9344262295081968,0.8076923076923077,0.9193548387096774,0.9268292682926829,0.8710592686002523,6,MLP intra,2.0,0.7421185372005046
0,0.676056338028169,0.07042253521126761,0.0,0.2535211267605634,0.9295774647887324,0.8804914997475174,1.0,0.7826086956521738,0.9056603773584906,0.9504950495049505,0.8913043478260869,6,MLP intra,3.0,0.7826086956521738
0,0.6363636363636364,0.09090909090909091,0.022727272727272728,0.25,0.8863636363636364,0.8022471910112359,0.9655172413793104,0.7333333333333333,0.875,0.9180327868852458,0.8494252873563218,6,MLP intra,4.0,0.6988505747126437
0,0.6875,0.125,0.025,0.1625,0.85,0.7648211660950515,0.9649122807017544,0.5652173913043479,0.8461538461538461,0.9016393442622951,0.7650648360030512,6,MLP intra,5.0,0.5301296720061024
0,0.6477272727272727,0.06818181818181818,0.045454545454545456,0.23863636363636365,0.8863636363636364,0.8053097345132743,0.9344262295081968,0.7777777777777778,0.9047619047619049,0.9193548387096775,0.8561020036429873,6,MLP intra,6.0,0.7122040072859745
0,0.6219512195121951,0.04878048780487805,0.036585365853658534,0.2926829268292683,0.9146341463414633,0.8459680665503824,0.9444444444444444,0.8571428571428572,0.9272727272727272,0.9357798165137615,0.9007936507936508,6,MLP intra,7.0,0.8015873015873016
0,0.5975609756097561,0.07317073170731707,0.0,0.32926829268292684,0.9268292682926829,0.8634850166481686,1.0,0.8181818181818181,0.890909090909091,0.9423076923076923,0.9090909090909091,6,MLP intra,8.0,0.8181818181818181
0,0.5287356321839081,0.16091954022988506,0.04597701149425287,0.26436781609195403,0.7931034482758621,0.6132378365028403,0.92,0.6216216216216216,0.7666666666666666,0.8363636363636363,0.7708108108108108,6,MLP intra,9.0,0.5416216216216216
0,0.7333333333333333,0.02666666666666667,0.04,0.2,0.9333333333333333,0.8961937716262975,0.9482758620689655,0.8823529411764706,0.9649122807017545,0.9565217391304348,0.915314401622718,7,MLP intra,0.0,0.8306288032454361
0,0.8,0.10666666666666667,0.013333333333333334,0.08,0.88,0.8419388830347736,0.9836065573770492,0.42857142857142855,0.8823529411764706,0.9302325581395349,0.7060889929742389,7,MLP intra,1.0,0.41217798594847777
0,0.717948717948718,0.14102564102564102,0.01282051282051282,0.1282051282051282,0.8461538461538461,0.7717073170731708,0.9824561403508772,0.47619047619047616,0.835820895522388,0.9032258064516128,0.7293233082706767,7,MLP intra,2.0,0.4586466165413534
0,0.7105263157894737,0.15789473684210525,0.0,0.13157894736842105,0.8421052631578947,0.7634854771784232,1.0,0.4545454545454545,0.8181818181818181,0.8999999999999999,0.7272727272727273,7,MLP intra,3.0,0.4545454545454546
0,0.7536231884057971,0.10144927536231885,0.0,0.14492753623188406,0.8985507246376812,0.8519540229885058,1.0,0.5882352941176471,0.8813559322033898,0.936936936936937,0.7941176470588236,7,MLP intra,4.0,0.5882352941176472
0,0.7307692307692307,0.11538461538461539,0.0641025641025641,0.08974358974358974,0.8205128205128205,0.7455731593662628,0.9193548387096774,0.4375,0.8636363636363636,0.890625,0.6784274193548387,7,MLP intra,5.0,0.3568548387096775
0,0.8484848484848485,0.06060606060606061,0.0,0.09090909090909091,0.9393939393939394,0.9229871645274214,1.0,0.6,0.9333333333333332,0.9655172413793104,0.8,7,MLP intra,6.0,0.6000000000000001
0,0.7101449275362319,0.07246376811594203,0.07246376811594203,0.14492753623188406,0.855072463768116,0.7803247373447947,0.9074074074074074,0.6666666666666666,0.9074074074074074,0.9074074074074074,0.787037037037037,7,MLP intra,7.0,0.574074074074074
0,0.7631578947368421,0.039473684210526314,0.013157894736842105,0.18421052631578946,0.9473684210526316,0.9211618257261411,0.983050847457627,0.823529411764706,0.9508196721311475,0.9666666666666667,0.9032901296111665,7,MLP intra,8.0,0.806580259222333
0,0.7391304347826086,0.08695652173913043,0.057971014492753624,0.11594202898550725,0.8550724637681159,0.7912254160363086,0.9272727272727272,0.5714285714285714,0.8947368421052632,0.9107142857142856,0.7493506493506493,7,MLP intra,9.0,0.49870129870129865
0,0.7777777777777778,0.08888888888888889,0.022222222222222223,0.1111111111111111,0.8888888888888888,0.8461538461538461,0.9722222222222222,0.5555555555555555,0.8974358974358975,0.9333333333333333,0.7638888888888888,8,MLP intra,0.0,0.5277777777777777
0,0.7471264367816092,0.08045977011494253,0.034482758620689655,0.13793103448275862,0.8850574712643677,0.8323376373096935,0.9558823529411765,0.631578947368421,0.9027777777777778,0.9285714285714286,0.7937306501547987,8,MLP intra,1.0,0.5874613003095974
0,0.7654320987654321,0.06172839506172839,0.037037037037037035,0.13580246913580246,0.9012345679012346,0.8585461689587426,0.9538461538461538,0.6875,0.9253731343283582,0.9393939393939394,0.8206730769230769,8,MLP intra,2.0,0.6413461538461538
0,0.6923076923076923,0.12087912087912088,0.02197802197802198,0.16483516483516483,0.8571428571428571,0.7764761454888993,0.9692307692307692,0.576923076923077,0.8513513513513513,0.9064748201438849,0.7730769230769231,8,MLP intra,3.0,0.5461538461538462
0,0.7888888888888889,0.1,0.022222222222222223,0.08888888888888889,0.8777777777777778,0.8359433258762118,0.9726027397260274,0.4705882352941177,0.8875000000000001,0.9281045751633987,0.7215954875100725,8,MLP intra,4.0,0.44319097502014504
0,0.7209302325581395,0.08139534883720931,0.03488372093023256,0.16279069767441862,0.8837209302325582,0.8226804123711341,0.9538461538461539,0.6666666666666666,0.8985507246376812,0.9253731343283582,0.8102564102564103,8,MLP intra,5.0,0.6205128205128205
0,0.7468354430379747,0.10126582278481013,0.0,0.1518987341772152,0.8987341772151899,0.8504142011834321,1.0,0.6,0.8805970149253731,0.9365079365079364,0.8,8,MLP intra,6.0,0.6000000000000001
0,0.6936936936936937,0.13513513513513514,0.009009009009009009,0.16216216216216217,0.8558558558558559,0.7752183267940768,0.9871794871794871,0.5454545454545454,0.8369565217391305,0.9058823529411765,0.7663170163170163,8,MLP intra,7.0,0.5326340326340326
0,0.7272727272727273,0.13636363636363635,0.022727272727272728,0.11363636363636363,0.8409090909090909,0.7688555347091932,0.9696969696969697,0.45454545454545453,0.8421052631578948,0.9014084507042255,0.7121212121212122,8,MLP intra,8.0,0.4242424242424243
0,0.75,0.08333333333333333,0.020833333333333332,0.14583333333333334,0.8958333333333334,0.8473767885532592,0.9729729729729729,0.6363636363636364,0.8999999999999999,0.935064935064935,0.8046683046683046,8,MLP intra,9.0,0.6093366093366093
0,0.5344827586206896,0.034482758620689655,0.0,0.43103448275862066,0.9655172413793103,0.9317647058823529,1.0,0.9259259259259259,0.9393939393939394,0.96875,0.962962962962963,9,MLP intra,0.0,0.925925925925926
