,true positive,false positive,false negative,true negative,accuracy,gwets ac1 score,sensitivity,specificity,precision,f1 score,balanced accuracy,subject,method,iteration,youden,type
0,0.8153846153846154,0.046153846153846156,0.0,0.13846153846153847,0.9538461538461538,0.936698587891576,1.0,0.75,0.9464285714285714,0.9724770642201834,0.875,3,full,4.0,0.75,control intra
0,0.8,0.04,0.0,0.16,0.9600000000000001,0.9432463110102158,1.0,0.7999999999999999,0.9523809523809523,0.975609756097561,0.8999999999999999,3,full,5.0,0.7999999999999998,control intra
0,0.7368421052631579,0.09210526315789473,0.0,0.17105263157894737,0.9078947368421052,0.8604590163934424,1.0,0.65,0.888888888888889,0.9411764705882354,0.825,3,full,6.0,0.6499999999999999,control intra
0,0.7647058823529411,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.9117647058823529,0.8722604884157795,0.9629629629629629,0.7142857142857143,0.9285714285714286,0.9454545454545454,0.8386243386243386,3,full,7.0,0.6772486772486772,control intra
0,0.8157894736842105,0.0,0.013157894736842105,0.17105263157894737,0.9868421052631579,0.9814112755289224,0.9841269841269841,1.0,1.0,0.9919999999999999,0.9920634920634921,3,full,8.0,0.9841269841269842,control intra
0,0.7125,0.0375,0.0,0.25,0.9625,0.9382159866134638,1.0,0.8695652173913044,0.9500000000000001,0.9743589743589743,0.9347826086956522,3,full,9.0,0.8695652173913044,control intra
0,0.7183098591549296,0.056338028169014086,0.0,0.22535211267605634,0.943661971830986,0.9093520587296522,1.0,0.7999999999999999,0.9272727272727272,0.9622641509433962,0.8999999999999999,4,full,0.0,0.7999999999999998,control intra
0,0.746268656716418,0.07462686567164178,0.0,0.1791044776119403,0.9253731343283582,0.8870723074330019,1.0,0.7058823529411765,0.9090909090909091,0.9523809523809523,0.8529411764705883,4,full,1.0,0.7058823529411766,control intra
0,0.7941176470588235,0.04411764705882353,0.0,0.16176470588235295,0.9558823529411764,0.9369689479375868,1.0,0.7857142857142857,0.9473684210526316,0.972972972972973,0.8928571428571428,4,full,2.0,0.7857142857142856,control intra
0,0.7341772151898734,0.0379746835443038,0.0,0.22784810126582278,0.9620253164556962,0.9395485269736004,1.0,0.8571428571428572,0.9508196721311476,0.9747899159663865,0.9285714285714286,4,full,3.0,0.8571428571428572,control intra
0,0.6794871794871795,0.08974358974358974,0.0641025641025641,0.16666666666666666,0.8461538461538461,0.756376887038001,0.9137931034482759,0.65,0.8833333333333333,0.8983050847457628,0.781896551724138,4,full,4.0,0.5637931034482759,control intra
0,0.6986301369863014,0.0410958904109589,0.0,0.2602739726027397,0.9589041095890412,0.9310561939241304,1.0,0.8636363636363636,0.9444444444444444,0.9714285714285714,0.9318181818181819,4,full,5.0,0.8636363636363638,control intra
0,0.7941176470588235,0.029411764705882353,0.014705882352941176,0.16176470588235295,0.9558823529411764,0.9369689479375868,0.9818181818181819,0.8461538461538461,0.9642857142857143,0.972972972972973,0.9139860139860141,4,full,6.0,0.8279720279720282,control intra
0,0.7272727272727273,0.06060606060606061,0.0,0.21212121212121213,0.9393939393939394,0.9042089985486212,1.0,0.7777777777777779,0.9230769230769231,0.9600000000000001,0.888888888888889,4,full,7.0,0.7777777777777779,control intra
0,0.7,0.014285714285714285,0.0,0.2857142857142857,0.9857142857142857,0.9756140045288274,1.0,0.9523809523809523,0.9800000000000001,0.9898989898989901,0.9761904761904762,4,full,8.0,0.9523809523809523,control intra
0,0.803030303030303,0.015151515151515152,0.0,0.18181818181818182,0.9848484848484849,0.9781348351830379,1.0,0.9230769230769231,0.9814814814814815,0.9906542056074767,0.9615384615384616,4,full,9.0,0.9230769230769231,control intra
0,0.7160493827160493,0.08641975308641975,0.012345679012345678,0.18518518518518517,0.9012345679012346,0.84589774078478,0.9830508474576272,0.6818181818181818,0.8923076923076922,0.935483870967742,0.8324345146379044,5,full,0.0,0.6648690292758088,control intra
0,0.8805970149253731,0.029850746268656716,0.014925373134328358,0.07462686567164178,0.9552238805970149,0.9457123565158676,0.9833333333333333,0.7142857142857143,0.9672131147540984,0.9752066115702479,0.8488095238095238,5,full,1.0,0.6976190476190476,control intra
0,0.8493150684931506,0.0273972602739726,0.0136986301369863,0.1095890410958904,0.958904109589041,0.9468768950879318,0.9841269841269842,0.8,0.96875,0.9763779527559056,0.8920634920634921,5,full,2.0,0.7841269841269842,control intra
0,0.7457627118644068,0.0847457627118644,0.03389830508474576,0.13559322033898305,0.8813559322033898,0.8270881306259157,0.9565217391304348,0.6153846153846154,0.8979591836734694,0.9263157894736843,0.7859531772575251,5,full,3.0,0.5719063545150502,control intra
0,0.796875,0.03125,0.015625,0.15625,0.953125,0.9335295135883677,0.9807692307692307,0.8333333333333334,0.9622641509433962,0.9714285714285713,0.907051282051282,5,full,4.0,0.8141025641025641,control intra
0,0.7796610169491526,0.05084745762711865,0.0,0.1694915254237288,0.9491525423728814,0.9258949131253924,1.0,0.7692307692307692,0.9387755102040817,0.968421052631579,0.8846153846153846,5,full,5.0,0.7692307692307692,control intra
0,0.7971014492753623,0.057971014492753624,0.014492753623188406,0.13043478260869565,0.927536231884058,0.8996655518394648,0.9821428571428572,0.6923076923076923,0.9322033898305084,0.9565217391304348,0.8372252747252747,5,full,6.0,0.6744505494505495,control intra
0,0.85,0.03333333333333333,0.016666666666666666,0.1,0.95,0.9359999999999999,0.9807692307692307,0.75,0.9622641509433962,0.9714285714285713,0.8653846153846154,5,full,7.0,0.7307692307692308,control intra
0,0.8378378378378378,0.04054054054054054,0.02702702702702703,0.0945945945945946,0.9324324324324325,0.9129514174802965,0.9687499999999999,0.7,0.9538461538461538,0.9612403100775193,0.8343749999999999,5,full,8.0,0.6687499999999997,control intra
0,0.8269230769230769,0.057692307692307696,0.0,0.11538461538461539,0.9423076923076923,0.9233979867419592,1.0,0.6666666666666667,0.9347826086956521,0.9662921348314606,0.8333333333333334,5,full,9.0,0.6666666666666667,control intra
0,0.6363636363636364,0.06818181818181818,0.022727272727272728,0.2727272727272727,0.9090909090909091,0.8394160583941607,0.9655172413793104,0.8,0.9032258064516129,0.9333333333333333,0.8827586206896552,6,full,0.0,0.7655172413793103,control intra
0,0.6235294117647059,0.11764705882352941,0.023529411764705882,0.23529411764705882,0.8588235294117648,0.754630743324513,0.9636363636363636,0.6666666666666667,0.8412698412698413,0.8983050847457628,0.8151515151515152,6,full,1.0,0.6303030303030304,control intra
0,0.6666666666666666,0.08045977011494253,0.0,0.25287356321839083,0.9195402298850575,0.8626057529610829,1.0,0.7586206896551724,0.8923076923076922,0.9430894308943089,0.8793103448275862,6,full,2.0,0.7586206896551724,control intra
0,0.6703296703296703,0.06593406593406594,0.0,0.26373626373626374,0.9340659340659341,0.886839378238342,1.0,0.8,0.9104477611940298,0.953125,0.9,6,full,3.0,0.8,control intra
0,0.6951219512195121,0.036585365853658534,0.012195121951219513,0.25609756097560976,0.9512195121951219,0.9182044887780548,0.9827586206896551,0.8750000000000001,0.95,0.9661016949152542,0.9288793103448276,6,full,4.0,0.8577586206896552,control intra
0,0.6941176470588235,0.058823529411764705,0.058823529411764705,0.18823529411764706,0.8823529411764706,0.8126515318492396,0.921875,0.7619047619047619,0.921875,0.921875,0.8418898809523809,6,full,5.0,0.6837797619047619,control intra
0,0.6808510638297872,0.06382978723404255,0.031914893617021274,0.22340425531914893,0.9042553191489362,0.8416471689284043,0.9552238805970149,0.7777777777777778,0.9142857142857143,0.9343065693430657,0.8665008291873963,6,full,6.0,0.7330016583747927,control intra
0,0.6790123456790124,0.08641975308641975,0.012345679012345678,0.2222222222222222,0.9012345679012346,0.8365699873896596,0.9821428571428572,0.72,0.8870967741935484,0.9322033898305084,0.8510714285714286,6,full,7.0,0.7021428571428572,control intra
0,0.6263736263736264,0.06593406593406594,0.02197802197802198,0.2857142857142857,0.9120879120879121,0.8424583423501407,0.9661016949152542,0.8125,0.9047619047619048,0.9344262295081968,0.8893008474576272,6,full,8.0,0.7786016949152543,control intra
0,0.7397260273972602,0.0273972602739726,0.0273972602739726,0.2054794520547945,0.9452054794520548,0.9147445255474452,0.9642857142857143,0.8823529411764706,0.9642857142857143,0.9642857142857143,0.9233193277310925,6,full,9.0,0.846638655462185,control intra
0,0.7717391304347826,0.043478260869565216,0.010869565217391304,0.17391304347826086,0.9456521739130435,0.9199234049960832,0.986111111111111,0.8,0.9466666666666667,0.9659863945578231,0.8930555555555555,7,full,0.0,0.786111111111111,control intra
0,0.7528089887640449,0.06741573033707865,0.011235955056179775,0.16853932584269662,0.9213483146067415,0.8827294117647057,0.9852941176470588,0.7142857142857143,0.9178082191780821,0.9503546099290779,0.8497899159663865,7,full,1.0,0.6995798319327731,control intra
0,0.8170731707317073,0.036585365853658534,0.024390243902439025,0.12195121951219512,0.9390243902439024,0.9177780006016243,0.9710144927536232,0.7692307692307692,0.9571428571428571,0.9640287769784172,0.8701226309921961,7,full,2.0,0.7402452619843922,control intra
0,0.7682926829268293,0.04878048780487805,0.012195121951219513,0.17073170731707318,0.9390243902439025,0.91013698630137,0.984375,0.7777777777777778,0.9402985074626865,0.9618320610687023,0.8810763888888888,7,full,3.0,0.7621527777777777,control intra
0,0.8,0.06666666666666667,0.0,0.13333333333333333,0.9333333333333333,0.9076923076923077,1.0,0.6666666666666666,0.9230769230769231,0.9600000000000001,0.8333333333333333,7,full,4.0,0.6666666666666665,control intra
0,0.7802197802197802,0.07692307692307693,0.01098901098901099,0.13186813186813187,0.9120879120879121,0.8762115286515898,0.9861111111111112,0.631578947368421,0.9102564102564102,0.9466666666666667,0.8088450292397661,7,full,5.0,0.6176900584795322,control intra
0,0.7333333333333333,0.09333333333333334,0.013333333333333334,0.16,0.8933333333333333,0.8394434037998394,0.9821428571428572,0.631578947368421,0.8870967741935484,0.9322033898305084,0.8068609022556391,7,full,6.0,0.6137218045112782,control intra
0,0.7901234567901234,0.07407407407407407,0.0,0.13580246913580246,0.9259259259259258,0.8962646744930628,1.0,0.6470588235294118,0.9142857142857143,0.955223880597015,0.8235294117647058,7,full,7.0,0.6470588235294117,control intra
0,0.7380952380952381,0.05952380952380952,0.0,0.20238095238095238,0.9404761904761905,0.9074991740997688,1.0,0.7727272727272727,0.9253731343283582,0.9612403100775194,0.8863636363636364,7,full,8.0,0.7727272727272727,control intra
0,0.75,0.04411764705882353,0.029411764705882353,0.17647058823529413,0.9264705882352942,0.8893409275834012,0.9622641509433962,0.7999999999999999,0.9444444444444445,0.9532710280373832,0.881132075471698,7,full,9.0,0.7622641509433961,control intra
0,0.7407407407407407,0.037037037037037035,0.0,0.2222222222222222,0.9629629629629629,0.9416216216216213,1.0,0.8571428571428571,0.9523809523809524,0.975609756097561,0.9285714285714286,8,full,0.0,0.8571428571428572,control intra
0,0.7948717948717948,0.05128205128205128,0.01282051282051282,0.14102564102564102,0.9358974358974359,0.9101899827288429,0.9841269841269842,0.7333333333333334,0.9393939393939393,0.9612403100775193,0.8587301587301588,8,full,1.0,0.7174603174603176,control intra
0,0.7339449541284404,0.07339449541284404,0.009174311926605505,0.1834862385321101,0.9174311926605505,0.8732640010335251,0.9876543209876544,0.7142857142857143,0.9090909090909091,0.9467455621301776,0.8509700176366843,8,full,2.0,0.7019400352733687,control intra
0,0.7777777777777778,0.05555555555555555,0.022222222222222223,0.14444444444444443,0.9222222222222223,0.8889770023790643,0.9722222222222222,0.7222222222222222,0.9333333333333333,0.9523809523809524,0.8472222222222222,8,full,3.0,0.6944444444444444,control intra
0,0.7956989247311828,0.03225806451612903,0.021505376344086023,0.15053763440860216,0.9462365591397849,0.9240754347293656,0.9736842105263158,0.8235294117647058,0.961038961038961,0.9673202614379085,0.8986068111455108,8,full,4.0,0.7972136222910216,control intra
0,0.7926829268292683,0.07317073170731707,0.0,0.13414634146341464,0.926829268292683,0.8979253112033194,1.0,0.6470588235294118,0.9154929577464789,0.9558823529411764,0.8235294117647058,8,full,5.0,0.6470588235294117,control intra
0,0.7647058823529411,0.07058823529411765,0.03529411764705882,0.12941176470588237,0.8941176470588235,0.8491273049995068,0.9558823529411765,0.6470588235294118,0.9154929577464789,0.9352517985611511,0.8014705882352942,8,full,6.0,0.6029411764705883,control intra
0,0.8333333333333334,0.044444444444444446,0.011111111111111112,0.1111111111111111,0.9444444444444444,0.9269776876267748,0.986842105263158,0.7142857142857142,0.949367088607595,0.967741935483871,0.8505639097744361,8,full,7.0,0.7011278195488722,control intra
0,0.7666666666666667,0.05555555555555555,0.011111111111111112,0.16666666666666666,0.9333333333333333,0.9019607843137255,0.9857142857142858,0.75,0.9324324324324325,0.9583333333333333,0.8678571428571429,8,full,8.0,0.7357142857142858,control intra
0,0.8382352941176471,0.029411764705882353,0.014705882352941176,0.11764705882352941,0.9558823529411765,0.9419217081850535,0.9827586206896552,0.7999999999999999,0.9661016949152542,0.9743589743589743,0.8913793103448275,8,full,9.0,0.7827586206896551,control intra
0,0.5303030303030303,0.045454545454545456,0.0,0.42424242424242425,0.9545454545454546,0.9101021566401817,1.0,0.9032258064516129,0.9210526315789475,0.9589041095890412,0.9516129032258065,9,full,0.0,0.903225806451613,control intra
0,0.6571428571428571,0.01904761904761905,0.0,0.3238095238095238,0.980952380952381,0.9657142857142859,1.0,0.9444444444444445,0.9718309859154929,0.9857142857142857,0.9722222222222223,9,full,1.0,0.9444444444444446,control intra
0,0.5772357723577236,0.024390243902439025,0.0,0.3983739837398374,0.975609756097561,0.9527316979440211,1.0,0.9423076923076923,0.9594594594594594,0.9793103448275862,0.9711538461538461,9,full,2.0,0.9423076923076923,control intra
0,0.5348837209302325,0.023255813953488372,0.015503875968992248,0.4263565891472868,0.9612403100775193,0.9233830254795984,0.9718309859154929,0.9482758620689655,0.9583333333333333,0.965034965034965,0.9600534239922291,9,full,3.0,0.9201068479844583,control intra
0,0.5384615384615384,0.009615384615384616,0.009615384615384616,0.4423076923076923,0.9807692307692307,0.9618908024917552,0.9824561403508772,0.9787234042553191,0.9824561403508772,0.9824561403508772,0.9805897723030982,9,full,4.0,0.9611795446061964,control intra
0,0.5634920634920635,0.023809523809523808,0.007936507936507936,0.40476190476190477,0.9682539682539683,0.9380683214549028,0.9861111111111112,0.9444444444444444,0.9594594594594594,0.9726027397260274,0.9652777777777778,9,full,5.0,0.9305555555555556,control intra
0,0.5447761194029851,0.03731343283582089,0.014925373134328358,0.40298507462686567,0.9477611940298507,0.8975814816836818,0.9733333333333333,0.9152542372881356,0.9358974358974359,0.9542483660130718,0.9442937853107345,9,full,6.0,0.888587570621469,control intra
0,0.5,0.05263157894736842,0.008771929824561403,0.43859649122807015,0.9385964912280702,0.877654273668072,0.9827586206896551,0.8928571428571429,0.9047619047619049,0.9421487603305786,0.937807881773399,9,full,7.0,0.875615763546798,control intra
0,0.5948275862068966,0.05172413793103448,0.0,0.35344827586206895,0.9482758620689655,0.902247191011236,1.0,0.8723404255319149,0.92,0.9583333333333334,0.9361702127659575,9,full,8.0,0.8723404255319149,control intra
0,0.6052631578947368,0.008771929824561403,0.0,0.38596491228070173,0.9912280701754386,0.9832611408853975,1.0,0.9777777777777777,0.9857142857142857,0.9928057553956834,0.9888888888888889,9,full,9.0,0.9777777777777779,control intra
0,0.6721311475409836,0.09836065573770492,0.0,0.22950819672131148,0.9016393442622951,0.8355056179775282,1.0,0.7,0.8723404255319149,0.9318181818181819,0.85,10,full,0.0,0.7,control intra
0,0.7066666666666667,0.08,0.013333333333333334,0.2,0.9066666666666667,0.8514641391993211,0.9814814814814815,0.7142857142857143,0.8983050847457628,0.9380530973451328,0.8478835978835979,10,full,1.0,0.6957671957671958,control intra
0,0.6875,0.05,0.025,0.2375,0.925,0.8752598752598754,0.9649122807017544,0.8260869565217391,0.9322033898305084,0.9482758620689654,0.8954996186117468,10,full,2.0,0.7909992372234935,control intra
0,0.6363636363636364,0.06493506493506493,0.025974025974025976,0.2727272727272727,0.9090909090909091,0.8394160583941607,0.9607843137254902,0.8076923076923076,0.9074074074074073,0.9333333333333333,0.8842383107088989,10,full,3.0,0.7684766214177978,control intra
0,0.5538461538461539,0.12307692307692308,0.015384615384615385,0.3076923076923077,0.8615384615384616,0.738897567507253,0.972972972972973,0.7142857142857143,0.8181818181818182,0.8888888888888891,0.8436293436293436,10,full,4.0,0.6872586872586872,control intra
0,0.647887323943662,0.028169014084507043,0.028169014084507043,0.29577464788732394,0.943661971830986,0.8997529121073069,0.9583333333333334,0.9130434782608695,0.9583333333333334,0.9583333333333334,0.9356884057971014,10,full,5.0,0.8713768115942029,control intra
0,0.6923076923076923,0.046153846153846156,0.0,0.26153846153846155,0.9538461538461538,0.9221401477340786,1.0,0.85,0.9374999999999999,0.9677419354838709,0.925,10,full,6.0,0.8500000000000001,control intra
0,0.6716417910447762,0.08955223880597014,0.029850746268656716,0.208955223880597,0.8805970149253732,0.8033027522935783,0.9574468085106383,0.7000000000000001,0.8823529411764706,0.9183673469387754,0.8287234042553192,10,full,7.0,0.6574468085106384,control intra
0,0.5882352941176471,0.1323529411764706,0.014705882352941176,0.2647058823529412,0.8529411764705883,0.7337509788566955,0.9756097560975611,0.6666666666666666,0.8163265306122449,0.8888888888888891,0.8211382113821138,10,full,8.0,0.6422764227642277,control intra
0,0.6417910447761194,0.1044776119402985,0.0,0.2537313432835821,0.8955223880597014,0.8183930300096804,1.0,0.7083333333333333,0.86,0.924731182795699,0.8541666666666666,10,full,9.0,0.7083333333333333,control intra
0,0.6551724137931034,0.13793103448275862,0.1206896551724138,0.08620689655172414,0.7413793103448276,0.6092521895351449,0.8444444444444444,0.38461538461538464,0.826086956521739,0.8351648351648352,0.6145299145299146,1,mean of ax,0.0,0.22905982905982913,control intra
0,0.6615384615384615,0.06153846153846154,0.12307692307692308,0.15384615384615385,0.8153846153846154,0.706435829883327,0.8431372549019608,0.7142857142857143,0.9148936170212766,0.8775510204081632,0.7787114845938375,1,mean of ax,1.0,0.5574229691876751,control intra
0,0.6349206349206349,0.14285714285714285,0.09523809523809523,0.12698412698412698,0.7619047619047619,0.6214700580813138,0.8695652173913043,0.47058823529411764,0.8163265306122449,0.8421052631578948,0.670076726342711,1,mean of ax,2.0,0.34015345268542196,control intra
0,0.6417910447761194,0.07462686567164178,0.1044776119402985,0.1791044776119403,0.8208955223880596,0.7049541284403669,0.86,0.7058823529411765,0.8958333333333334,0.8775510204081632,0.7829411764705883,1,mean of ax,3.0,0.5658823529411765,control intra
0,0.6833333333333333,0.08333333333333333,0.13333333333333333,0.1,0.7833333333333333,0.6766839378238342,0.8367346938775511,0.5454545454545454,0.8913043478260869,0.8631578947368421,0.6910946196660482,1,mean of ax,4.0,0.3821892393320965,control intra
0,0.6417910447761194,0.08955223880597014,0.13432835820895522,0.13432835820895522,0.7761194029850746,0.6439326837909655,0.8269230769230769,0.6000000000000001,0.8775510204081632,0.8514851485148514,0.7134615384615385,1,mean of ax,5.0,0.42692307692307696,control intra
0,0.7288135593220338,0.1016949152542373,0.0847457627118644,0.0847457627118644,0.8135593220338982,0.7364467005076142,0.8958333333333334,0.45454545454545453,0.8775510204081632,0.8865979381443299,0.6751893939393939,1,mean of ax,6.0,0.35037878787878785,control intra
0,0.6875,0.0625,0.09375,0.15625,0.84375,0.7562833206397562,0.88,0.7142857142857143,0.9166666666666666,0.8979591836734694,0.7971428571428572,1,mean of ax,7.0,0.5942857142857143,control intra
0,0.7323943661971831,0.056338028169014086,0.08450704225352113,0.1267605633802817,0.8591549295774648,0.7939042089985486,0.896551724137931,0.6923076923076923,0.9285714285714285,0.912280701754386,0.7944297082228117,1,mean of ax,8.0,0.5888594164456233,control intra
0,0.7142857142857143,0.07142857142857142,0.08928571428571429,0.125,0.8392857142857143,0.7614201183431955,0.8888888888888888,0.6363636363636364,0.9090909090909092,0.898876404494382,0.7626262626262625,1,mean of ax,9.0,0.5252525252525251,control intra
0,0.5866666666666667,0.13333333333333333,0.13333333333333333,0.14666666666666667,0.7333333333333334,0.5531724754244862,0.8148148148148149,0.5238095238095237,0.8148148148148149,0.814814814814815,0.6693121693121693,2,mean of ax,0.0,0.3386243386243386,control intra
0,0.5875,0.175,0.125,0.1125,0.7000000000000001,0.5104538500764918,0.8245614035087719,0.391304347826087,0.7704918032786886,0.7966101694915254,0.6079328756674295,2,mean of ax,1.0,0.21586575133485897,control intra
0,0.7272727272727273,0.09090909090909091,0.11688311688311688,0.06493506493506493,0.7922077922077922,0.7111371629542791,0.8615384615384615,0.41666666666666663,0.8888888888888888,0.8749999999999999,0.639102564102564,2,mean of ax,2.0,0.2782051282051281,control intra
0,0.569620253164557,0.11392405063291139,0.189873417721519,0.12658227848101267,0.6962025316455697,0.4920975087061346,0.75,0.5263157894736842,0.8333333333333333,0.7894736842105263,0.638157894736842,2,mean of ax,3.0,0.27631578947368407,control intra
0,0.6144578313253012,0.13253012048192772,0.08433734939759036,0.1686746987951807,0.7831325301204819,0.638169048195689,0.8793103448275862,0.56,0.8225806451612904,0.8500000000000001,0.7196551724137932,2,mean of ax,4.0,0.43931034482758635,control intra
0,0.5844155844155844,0.16883116883116883,0.16883116883116883,0.07792207792207792,0.6623376623376623,0.4625503355704698,0.7758620689655171,0.3157894736842105,0.7758620689655171,0.7758620689655171,0.5458257713248638,2,mean of ax,5.0,0.09165154264972752,control intra
0,0.675,0.075,0.125,0.125,0.8,0.6928982725527831,0.84375,0.625,0.9,0.870967741935484,0.734375,2,mean of ax,6.0,0.46875,control intra
0,0.6071428571428571,0.10714285714285714,0.15476190476190477,0.13095238095238096,0.738095238095238,0.5730129390018482,0.796875,0.55,0.8500000000000001,0.8225806451612903,0.6734375,2,mean of ax,7.0,0.34687500000000004,control intra
0,0.6233766233766234,0.12987012987012986,0.11688311688311688,0.12987012987012986,0.7532467532467533,0.6031466160314662,0.8421052631578947,0.5,0.8275862068965517,0.8347826086956522,0.6710526315789473,2,mean of ax,8.0,0.3421052631578947,control intra
0,0.6511627906976745,0.09302325581395349,0.12790697674418605,0.12790697674418605,0.7790697674418605,0.6531153805328522,0.835820895522388,0.5789473684210527,0.8750000000000001,0.8549618320610687,0.7073841319717203,2,mean of ax,9.0,0.4147682639434407,control intra
0,0.7922077922077922,0.05194805194805195,0.012987012987012988,0.14285714285714285,0.9350649350649352,0.9086487127773165,0.9838709677419355,0.7333333333333333,0.9384615384615385,0.9606299212598426,0.8586021505376344,3,mean of ax,0.0,0.7172043010752689,control intra
