time,counts_left,counts_right,r,l
2019-11-25 16:50:25,10.0,118.0,1.0,1.0
2019-11-25 16:50:26,9.0,115.0,1.0,1.0
2019-11-25 16:50:27,19.0,113.0,1.0,1.0
2019-11-25 16:50:28,39.0,101.0,1.0,1.0
2019-11-25 16:50:29,73.0,80.0,1.0,1.0
2019-11-25 16:50:30,112.0,60.0,1.0,1.0
2019-11-25 16:50:31,120.0,47.0,1.0,1.0
2019-11-25 16:50:32,121.0,42.0,1.0,1.0
2019-11-25 16:50:33,121.0,38.0,1.0,1.0
2019-11-25 16:50:34,137.0,45.0,1.0,1.0
2019-11-25 16:50:35,146.0,64.0,1.0,1.0
2019-11-25 16:50:36,152.0,92.0,1.0,1.0
2019-11-25 16:50:37,146.0,107.0,1.0,1.0
2019-11-25 16:50:38,129.0,106.0,1.0,1.0
2019-11-25 16:50:39,80.0,96.0,1.0,1.0
2019-11-25 16:50:40,34.0,67.0,1.0,1.0
2019-11-25 16:50:41,19.0,34.0,1.0,1.0
2019-11-25 16:50:42,13.0,16.0,1.0,1.0
2019-11-25 16:50:43,9.0,8.0,1.0,1.0
2019-11-25 16:50:44,4.0,1.0,1.0,1.0
2019-11-25 16:50:45,4.0,4.0,1.0,1.0
2019-11-25 16:50:46,16.0,11.0,1.0,1.0
2019-11-25 16:50:47,22.0,11.0,1.0,1.0
2019-11-25 16:50:48,24.0,11.0,1.0,1.0
2019-11-25 16:50:49,38.0,20.0,1.0,1.0
2019-11-25 16:50:50,61.0,27.0,1.0,1.0
2019-11-25 16:50:51,57.0,42.0,1.0,1.0
2019-11-25 16:50:52,58.0,58.0,1.0,1.0
2019-11-25 16:50:53,55.0,60.0,1.0,1.0
2019-11-25 16:50:54,44.0,59.0,1.0,1.0
2019-11-25 16:50:55,32.0,51.0,1.0,1.0
2019-11-25 16:50:56,38.0,30.0,1.0,1.0
2019-11-25 16:50:57,45.0,14.0,1.0,1.0
2019-11-25 16:50:58,75.0,15.0,1.0,1.0
2019-11-25 16:50:59,84.0,9.0,1.0,1.0
2019-11-25 16:51:00,91.0,11.0,1.0,1.0
2019-11-25 16:51:01,98.0,9.0,1.0,1.0
2019-11-25 16:51:02,98.0,9.0,1.0,1.0
2019-11-25 16:51:03,76.0,7.0,1.0,1.0
2019-11-25 16:51:04,65.0,12.0,1.0,1.0
2019-11-25 16:51:05,45.0,18.0,1.0,1.0
2019-11-25 16:51:06,24.0,18.0,1.0,1.0
2019-11-25 16:51:07,8.0,18.0,1.0,1.0
2019-11-25 16:51:08,2.0,16.0,1.0,1.0
2019-11-25 16:51:09,3.0,11.0,1.0,1.0
2019-11-25 16:51:10,12.0,12.0,1.0,1.0
2019-11-25 16:51:11,21.0,18.0,1.0,1.0
2019-11-25 16:51:12,23.0,20.0,1.0,1.0
2019-11-25 16:51:13,25.0,28.0,1.0,1.0
2019-11-25 16:51:14,28.0,36.0,1.0,1.0
2019-11-25 16:51:15,24.0,36.0,1.0,1.0
2019-11-25 16:51:16,21.0,32.0,1.0,1.0
2019-11-25 16:51:17,22.0,36.0,1.0,1.0
2019-11-25 16:51:18,20.0,28.0,1.0,1.0
2019-11-25 16:51:19,30.0,21.0,1.0,1.0
2019-11-25 16:51:20,44.0,17.0,1.0,1.0
2019-11-25 16:51:21,40.0,26.0,1.0,1.0
2019-11-25 16:51:22,46.0,31.0,1.0,1.0
2019-11-25 16:51:23,58.0,35.0,1.0,1.0
2019-11-25 16:51:24,61.0,36.0,1.0,1.0
2019-11-25 16:51:25,57.0,46.0,1.0,1.0
2019-11-25 16:51:26,56.0,47.0,1.0,1.0
2019-11-25 16:51:27,48.0,40.0,1.0,1.0
2019-11-25 16:51:28,39.0,36.0,1.0,1.0
2019-11-25 16:51:29,30.0,32.0,1.0,1.0
2019-11-25 16:51:30,25.0,20.0,1.0,1.0
2019-11-25 16:51:31,30.0,12.0,1.0,1.0
2019-11-25 16:51:32,41.0,13.0,1.0,1.0
2019-11-25 16:51:33,38.0,16.0,1.0,1.0
2019-11-25 16:51:34,33.0,15.0,1.0,1.0
2019-11-25 16:51:35,27.0,11.0,1.0,1.0
2019-11-25 16:51:36,24.0,7.0,1.0,1.0
2019-11-25 16:51:37,12.0,3.0,1.0,1.0
2019-11-25 16:51:38,11.0,0.0,0.0,1.0
2019-11-25 16:51:39,7.0,0.0,0.0,1.0
2019-11-25 16:51:40,4.0,0.0,0.0,1.0
2019-11-25 16:51:41,0.0,0.0,0.0,0.0
2019-11-25 16:51:42,0.0,0.0,0.0,0.0
2019-11-25 16:51:43,0.0,0.0,0.0,0.0
2019-11-25 16:51:44,0.0,0.0,0.0,0.0
2019-11-25 16:51:45,8.0,0.0,0.0,1.0
2019-11-25 16:51:46,32.0,0.0,0.0,1.0
2019-11-25 16:51:47,50.0,3.0,1.0,1.0
2019-11-25 16:51:48,61.0,7.0,1.0,1.0
2019-11-25 16:51:49,78.0,7.0,1.0,1.0
2019-11-25 16:51:50,72.0,13.0,1.0,1.0
2019-11-25 16:51:51,58.0,19.0,1.0,1.0
2019-11-25 16:51:52,55.0,21.0,1.0,1.0
2019-11-25 16:51:53,47.0,28.0,1.0,1.0
2019-11-25 16:51:54,33.0,30.0,1.0,1.0
2019-11-25 16:51:55,39.0,25.0,1.0,1.0
2019-11-25 16:51:56,31.0,20.0,1.0,1.0
2019-11-25 16:51:57,18.0,20.0,1.0,1.0
2019-11-25 16:51:58,21.0,16.0,1.0,1.0
2019-11-25 16:51:59,29.0,16.0,1.0,1.0
2019-11-25 16:52:00,25.0,18.0,1.0,1.0
2019-11-25 16:52:01,27.0,19.0,1.0,1.0
2019-11-25 16:52:02,29.0,16.0,1.0,1.0
2019-11-25 16:52:03,22.0,11.0,1.0,1.0
2019-11-25 16:52:04,12.0,15.0,1.0,1.0
2019-11-25 16:52:05,8.0,24.0,1.0,1.0
2019-11-25 16:52:06,4.0,48.0,1.0,1.0
2019-11-25 16:52:07,1.0,62.0,1.0,1.0
2019-11-25 16:52:08,2.0,70.0,1.0,1.0
2019-11-25 16:52:09,2.0,85.0,1.0,1.0
2019-11-25 16:52:10,11.0,97.0,1.0,1.0
2019-11-25 16:52:11,17.0,79.0,1.0,1.0
2019-11-25 16:52:12,16.0,75.0,1.0,1.0
2019-11-25 16:52:13,15.0,65.0,1.0,1.0
2019-11-25 16:52:14,15.0,43.0,1.0,1.0
2019-11-25 16:52:15,6.0,24.0,1.0,1.0
2019-11-25 16:52:16,16.0,26.0,1.0,1.0
2019-11-25 16:52:17,39.0,22.0,1.0,1.0
2019-11-25 16:52:18,46.0,30.0,1.0,1.0
2019-11-25 16:52:19,52.0,59.0,1.0,1.0
2019-11-25 16:52:20,58.0,81.0,1.0,1.0
2019-11-25 16:52:21,49.0,84.0,1.0,1.0
2019-11-25 16:52:22,31.0,79.0,1.0,1.0
2019-11-25 16:52:23,42.0,83.0,1.0,1.0
2019-11-25 16:52:24,66.0,58.0,1.0,1.0
2019-11-25 16:52:25,77.0,37.0,1.0,1.0
2019-11-25 16:52:26,71.0,25.0,1.0,1.0
2019-11-25 16:52:27,71.0,23.0,1.0,1.0
2019-11-25 16:52:28,69.0,14.0,1.0,1.0
2019-11-25 16:52:29,68.0,12.0,1.0,1.0
2019-11-25 16:52:30,62.0,12.0,1.0,1.0
2019-11-25 16:52:31,62.0,20.0,1.0,1.0
2019-11-25 16:52:32,56.0,33.0,1.0,1.0
2019-11-25 16:52:33,41.0,64.0,1.0,1.0
2019-11-25 16:52:34,12.0,90.0,1.0,1.0
2019-11-25 16:52:35,6.0,102.0,1.0,1.0
2019-11-25 16:52:36,15.0,107.0,1.0,1.0
2019-11-25 16:52:37,22.0,95.0,1.0,1.0
2019-11-25 16:52:38,25.0,64.0,1.0,1.0
2019-11-25 16:52:39,26.0,35.0,1.0,1.0
2019-11-25 16:52:40,25.0,22.0,1.0,1.0
2019-11-25 16:52:41,18.0,15.0,1.0,1.0
2019-11-25 16:52:42,11.0,16.0,1.0,1.0
2019-11-25 16:52:43,9.0,18.0,1.0,1.0
2019-11-25 16:52:44,11.0,21.0,1.0,1.0
2019-11-25 16:52:45,10.0,19.0,1.0,1.0
2019-11-25 16:52:46,9.0,13.0,1.0,1.0
2019-11-25 16:52:47,16.0,9.0,1.0,1.0
2019-11-25 16:52:48,22.0,5.0,1.0,1.0
2019-11-25 16:52:49,19.0,3.0,1.0,1.0
2019-11-25 16:52:50,17.0,0.0,0.0,1.0
2019-11-25 16:52:51,20.0,0.0,0.0,1.0
2019-11-25 16:52:52,16.0,0.0,0.0,1.0
2019-11-25 16:52:53,13.0,0.0,0.0,1.0
2019-11-25 16:52:54,16.0,0.0,0.0,1.0
2019-11-25 16:52:55,24.0,0.0,0.0,1.0
2019-11-25 16:52:56,49.0,0.0,0.0,1.0
2019-11-25 16:52:57,92.0,0.0,0.0,1.0
2019-11-25 16:52:58,114.0,0.0,0.0,1.0
2019-11-25 16:52:59,117.0,0.0,0.0,1.0
2019-11-25 16:53:00,120.0,0.0,0.0,1.0
2019-11-25 16:53:01,108.0,0.0,0.0,1.0
2019-11-25 16:53:02,80.0,0.0,0.0,1.0
2019-11-25 16:53:03,57.0,0.0,0.0,1.0
2019-11-25 16:53:04,55.0,0.0,0.0,1.0
2019-11-25 16:53:05,46.0,0.0,0.0,1.0
2019-11-25 16:53:06,35.0,11.0,1.0,1.0
2019-11-25 16:53:07,17.0,37.0,1.0,1.0
2019-11-25 16:53:08,13.0,57.0,1.0,1.0
2019-11-25 16:53:09,9.0,62.0,1.0,1.0
2019-11-25 16:53:10,6.0,76.0,1.0,1.0
2019-11-25 16:53:11,7.0,74.0,1.0,1.0
2019-11-25 16:53:12,17.0,49.0,1.0,1.0
2019-11-25 16:53:13,25.0,29.0,1.0,1.0
2019-11-25 16:53:14,29.0,23.0,1.0,1.0
2019-11-25 16:53:15,31.0,10.0,1.0,1.0
2019-11-25 16:53:16,24.0,6.0,1.0,1.0
2019-11-25 16:53:17,19.0,21.0,1.0,1.0
2019-11-25 16:53:18,19.0,46.0,1.0,1.0
2019-11-25 16:53:19,27.0,77.0,1.0,1.0
2019-11-25 16:53:20,31.0,105.0,1.0,1.0
2019-11-25 16:53:21,40.0,112.0,1.0,1.0
2019-11-25 16:53:22,40.0,102.0,1.0,1.0
2019-11-25 16:53:23,54.0,81.0,1.0,1.0
2019-11-25 16:53:24,59.0,53.0,1.0,1.0
2019-11-25 16:53:25,64.0,26.0,1.0,1.0
2019-11-25 16:53:26,56.0,14.0,1.0,1.0
2019-11-25 16:53:27,58.0,17.0,1.0,1.0
2019-11-25 16:53:28,35.0,39.0,1.0,1.0
2019-11-25 16:53:29,19.0,81.0,1.0,1.0
2019-11-25 16:53:30,11.0,139.0,1.0,1.0
2019-11-25 16:53:31,26.0,199.0,1.0,1.0
2019-11-25 16:53:32,63.0,230.0,1.0,1.0
2019-11-25 16:53:33,122.0,213.0,1.0,1.0
2019-11-25 16:53:34,153.0,196.0,1.0,1.0
2019-11-25 16:53:35,162.0,179.0,1.0,1.0
2019-11-25 16:53:36,160.0,175.0,1.0,1.0
2019-11-25 16:53:37,119.0,203.0,1.0,1.0
2019-11-25 16:53:38,62.0,249.0,1.0,1.0
2019-11-25 16:53:39,34.0,265.0,1.0,1.0
2019-11-25 16:53:40,32.0,304.0,1.0,1.0
2019-11-25 16:53:41,32.0,320.0,1.0,1.0
2019-11-25 16:53:42,40.0,285.0,1.0,1.0
2019-11-25 16:53:43,44.0,235.0,1.0,1.0
2019-11-25 16:53:44,44.0,202.0,1.0,1.0
2019-11-25 16:53:45,35.0,130.0,1.0,1.0
2019-11-25 16:53:46,21.0,60.0,1.0,1.0
2019-11-25 16:53:47,10.0,39.0,1.0,1.0
2019-11-25 16:53:48,6.0,48.0,1.0,1.0
2019-11-25 16:53:49,0.0,42.0,1.0,0.0
2019-11-25 16:53:50,0.0,34.0,1.0,0.0
2019-11-25 16:53:51,0.0,31.0,1.0,0.0
2019-11-25 16:53:52,0.0,21.0,1.0,0.0
2019-11-25 16:53:53,0.0,7.0,1.0,0.0
2019-11-25 16:53:54,0.0,0.0,0.0,0.0
2019-11-25 16:53:55,0.0,0.0,0.0,0.0
2019-11-25 16:53:56,0.0,9.0,1.0,0.0
2019-11-25 16:53:57,0.0,30.0,1.0,0.0
2019-11-25 16:53:58,0.0,46.0,1.0,0.0
2019-11-25 16:53:59,0.0,60.0,1.0,0.0
2019-11-25 16:54:00,0.0,67.0,1.0,0.0
2019-11-25 16:54:01,0.0,59.0,1.0,0.0
2019-11-25 16:54:02,0.0,38.0,1.0,0.0
2019-11-25 16:54:03,0.0,22.0,1.0,0.0
2019-11-25 16:54:04,0.0,8.0,1.0,0.0
2019-11-25 16:54:05,0.0,1.0,1.0,0.0
2019-11-25 16:54:06,0.0,0.0,0.0,0.0
2019-11-25 16:54:07,0.0,0.0,0.0,0.0
2019-11-25 16:54:08,0.0,0.0,0.0,0.0
2019-11-25 16:54:09,0.0,0.0,0.0,0.0
2019-11-25 16:54:10,0.0,0.0,0.0,0.0
2019-11-25 16:54:11,0.0,0.0,0.0,0.0
2019-11-25 16:54:12,1.0,7.0,1.0,1.0
2019-11-25 16:54:13,1.0,34.0,1.0,1.0
2019-11-25 16:54:14,5.0,76.0,1.0,1.0
2019-11-25 16:54:15,7.0,114.0,1.0,1.0
2019-11-25 16:54:16,20.0,157.0,1.0,1.0
2019-11-25 16:54:17,34.0,187.0,1.0,1.0
2019-11-25 16:54:18,41.0,182.0,1.0,1.0
2019-11-25 16:54:19,69.0,157.0,1.0,1.0
2019-11-25 16:54:20,133.0,133.0,1.0,1.0
2019-11-25 16:54:21,180.0,98.0,1.0,1.0
2019-11-25 16:54:22,187.0,67.0,1.0,1.0
2019-11-25 16:54:23,207.0,52.0,1.0,1.0
2019-11-25 16:54:24,213.0,54.0,1.0,1.0
2019-11-25 16:54:25,172.0,60.0,1.0,1.0
2019-11-25 16:54:26,136.0,78.0,1.0,1.0
2019-11-25 16:54:27,144.0,108.0,1.0,1.0
2019-11-25 16:54:28,127.0,139.0,1.0,1.0
2019-11-25 16:54:29,109.0,134.0,1.0,1.0
2019-11-25 16:54:30,97.0,121.0,1.0,1.0
2019-11-25 16:54:31,88.0,105.0,1.0,1.0
2019-11-25 16:54:32,72.0,85.0,1.0,1.0
2019-11-25 16:54:33,68.0,79.0,1.0,1.0
2019-11-25 16:54:34,53.0,97.0,1.0,1.0
2019-11-25 16:54:35,55.0,107.0,1.0,1.0
2019-11-25 16:54:36,59.0,111.0,1.0,1.0
2019-11-25 16:54:37,62.0,111.0,1.0,1.0
2019-11-25 16:54:38,60.0,93.0,1.0,1.0
2019-11-25 16:54:39,62.0,107.0,1.0,1.0
2019-11-25 16:54:40,56.0,143.0,1.0,1.0
2019-11-25 16:54:41,52.0,156.0,1.0,1.0
2019-11-25 16:54:42,56.0,146.0,1.0,1.0
2019-11-25 16:54:43,62.0,144.0,1.0,1.0
2019-11-25 16:54:44,58.0,104.0,1.0,1.0
2019-11-25 16:54:45,51.0,76.0,1.0,1.0
2019-11-25 16:54:46,38.0,97.0,1.0,1.0
2019-11-25 16:54:47,19.0,132.0,1.0,1.0
2019-11-25 16:54:48,21.0,139.0,1.0,1.0
2019-11-25 16:54:49,25.0,173.0,1.0,1.0
2019-11-25 16:54:50,37.0,186.0,1.0,1.0
2019-11-25 16:54:51,46.0,168.0,1.0,1.0
2019-11-25 16:54:52,63.0,155.0,1.0,1.0
2019-11-25 16:54:53,79.0,153.0,1.0,1.0
2019-11-25 16:54:54,101.0,133.0,1.0,1.0
2019-11-25 16:54:55,109.0,120.0,1.0,1.0
2019-11-25 16:54:56,101.0,108.0,1.0,1.0
2019-11-25 16:54:57,99.0,121.0,1.0,1.0
2019-11-25 16:54:58,84.0,136.0,1.0,1.0
2019-11-25 16:54:59,79.0,134.0,1.0,1.0
2019-11-25 16:55:00,85.0,118.0,1.0,1.0
2019-11-25 16:55:01,98.0,116.0,1.0,1.0
2019-11-25 16:55:02,97.0,92.0,1.0,1.0
2019-11-25 16:55:03,87.0,88.0,1.0,1.0
2019-11-25 16:55:04,76.0,111.0,1.0,1.0
2019-11-25 16:55:05,63.0,147.0,1.0,1.0
2019-11-25 16:55:06,56.0,172.0,1.0,1.0
2019-11-25 16:55:07,58.0,179.0,1.0,1.0
2019-11-25 16:55:08,72.0,171.0,1.0,1.0
2019-11-25 16:55:09,66.0,137.0,1.0,1.0
2019-11-25 16:55:10,55.0,111.0,1.0,1.0
2019-11-25 16:55:11,51.0,93.0,1.0,1.0
2019-11-25 16:55:12,38.0,82.0,1.0,1.0
2019-11-25 16:55:13,30.0,83.0,1.0,1.0
2019-11-25 16:55:14,41.0,125.0,1.0,1.0
2019-11-25 16:55:15,57.0,151.0,1.0,1.0
2019-11-25 16:55:16,70.0,148.0,1.0,1.0
2019-11-25 16:55:17,93.0,184.0,1.0,1.0
2019-11-25 16:55:18,99.0,193.0,1.0,1.0
2019-11-25 16:55:19,116.0,183.0,1.0,1.0
2019-11-25 16:55:20,125.0,169.0,1.0,1.0
2019-11-25 16:55:21,118.0,173.0,1.0,1.0
2019-11-25 16:55:22,104.0,137.0,1.0,1.0
2019-11-25 16:55:23,127.0,139.0,1.0,1.0
2019-11-25 16:55:24,149.0,141.0,1.0,1.0
2019-11-25 16:55:25,167.0,139.0,1.0,1.0
2019-11-25 16:55:26,189.0,118.0,1.0,1.0
2019-11-25 16:55:27,196.0,123.0,1.0,1.0
2019-11-25 16:55:28,172.0,101.0,1.0,1.0
2019-11-25 16:55:29,134.0,97.0,1.0,1.0
2019-11-25 16:55:30,100.0,108.0,1.0,1.0
2019-11-25 16:55:31,69.0,121.0,1.0,1.0
2019-11-25 16:55:32,57.0,118.0,1.0,1.0
2019-11-25 16:55:33,51.0,159.0,1.0,1.0
2019-11-25 16:55:34,47.0,187.0,1.0,1.0
2019-11-25 16:55:35,54.0,174.0,1.0,1.0
2019-11-25 16:55:36,77.0,201.0,1.0,1.0
2019-11-25 16:55:37,107.0,221.0,1.0,1.0
2019-11-25 16:55:38,128.0,177.0,1.0,1.0
2019-11-25 16:55:39,124.0,123.0,1.0,1.0
2019-11-25 16:55:40,114.0,107.0,1.0,1.0
2019-11-25 16:55:41,90.0,98.0,1.0,1.0
2019-11-25 16:55:42,54.0,108.0,1.0,1.0
2019-11-25 16:55:43,33.0,130.0,1.0,1.0
2019-11-25 16:55:44,35.0,158.0,1.0,1.0
2019-11-25 16:55:45,60.0,197.0,1.0,1.0
2019-11-25 16:55:46,76.0,190.0,1.0,1.0
2019-11-25 16:55:47,93.0,180.0,1.0,1.0
2019-11-25 16:55:48,95.0,198.0,1.0,1.0
2019-11-25 16:55:49,94.0,192.0,1.0,1.0
2019-11-25 16:55:50,72.0,162.0,1.0,1.0
2019-11-25 16:55:51,58.0,150.0,1.0,1.0
2019-11-25 16:55:52,46.0,129.0,1.0,1.0
2019-11-25 16:55:53,39.0,94.0,1.0,1.0
2019-11-25 16:55:54,39.0,77.0,1.0,1.0
2019-11-25 16:55:55,44.0,85.0,1.0,1.0
2019-11-25 16:55:56,47.0,84.0,1.0,1.0
2019-11-25 16:55:57,68.0,109.0,1.0,1.0
2019-11-25 16:55:58,90.0,154.0,1.0,1.0
2019-11-25 16:55:59,106.0,197.0,1.0,1.0
2019-11-25 16:56:00,110.0,233.0,1.0,1.0
2019-11-25 16:56:01,105.0,250.0,1.0,1.0
2019-11-25 16:56:02,89.0,221.0,1.0,1.0
2019-11-25 16:56:03,87.0,175.0,1.0,1.0
2019-11-25 16:56:04,111.0,143.0,1.0,1.0
2019-11-25 16:56:05,120.0,111.0,1.0,1.0
2019-11-25 16:56:06,132.0,92.0,1.0,1.0
2019-11-25 16:56:07,136.0,91.0,1.0,1.0
2019-11-25 16:56:08,116.0,106.0,1.0,1.0
2019-11-25 16:56:09,71.0,126.0,1.0,1.0
2019-11-25 16:56:10,45.0,118.0,1.0,1.0
2019-11-25 16:56:11,34.0,136.0,1.0,1.0
2019-11-25 16:56:12,22.0,176.0,1.0,1.0
2019-11-25 16:56:13,21.0,191.0,1.0,1.0
2019-11-25 16:56:14,22.0,161.0,1.0,1.0
2019-11-25 16:56:15,24.0,171.0,1.0,1.0
2019-11-25 16:56:16,22.0,160.0,1.0,1.0
2019-11-25 16:56:17,21.0,151.0,1.0,1.0
2019-11-25 16:56:18,23.0,152.0,1.0,1.0
2019-11-25 16:56:19,25.0,177.0,1.0,1.0
2019-11-25 16:56:20,31.0,177.0,1.0,1.0
2019-11-25 16:56:21,30.0,184.0,1.0,1.0
2019-11-25 16:56:22,54.0,172.0,1.0,1.0
2019-11-25 16:56:23,79.0,183.0,1.0,1.0
2019-11-25 16:56:24,78.0,198.0,1.0,1.0
2019-11-25 16:56:25,68.0,184.0,1.0,1.0
2019-11-25 16:56:26,68.0,185.0,1.0,1.0
2019-11-25 16:56:27,55.0,182.0,1.0,1.0
2019-11-25 16:56:28,55.0,149.0,1.0,1.0
2019-11-25 16:56:29,63.0,103.0,1.0,1.0
2019-11-25 16:56:30,91.0,93.0,1.0,1.0
2019-11-25 16:56:31,119.0,77.0,1.0,1.0
2019-11-25 16:56:32,123.0,68.0,1.0,1.0
2019-11-25 16:56:33,108.0,59.0,1.0,1.0
2019-11-25 16:56:34,103.0,63.0,1.0,1.0
2019-11-25 16:56:35,108.0,89.0,1.0,1.0
2019-11-25 16:56:36,120.0,133.0,1.0,1.0
2019-11-25 16:56:37,119.0,165.0,1.0,1.0
2019-11-25 16:56:38,114.0,176.0,1.0,1.0
2019-11-25 16:56:39,114.0,167.0,1.0,1.0
2019-11-25 16:56:40,103.0,149.0,1.0,1.0
2019-11-25 16:56:41,103.0,121.0,1.0,1.0
2019-11-25 16:56:42,137.0,90.0,1.0,1.0
2019-11-25 16:56:43,156.0,104.0,1.0,1.0
2019-11-25 16:56:44,155.0,145.0,1.0,1.0
2019-11-25 16:56:45,141.0,158.0,1.0,1.0
2019-11-25 16:56:46,121.0,197.0,1.0,1.0
2019-11-25 16:56:47,133.0,226.0,1.0,1.0
2019-11-25 16:56:48,159.0,195.0,1.0,1.0
2019-11-25 16:56:49,175.0,167.0,1.0,1.0
2019-11-25 16:56:50,173.0,150.0,1.0,1.0
2019-11-25 16:56:51,164.0,92.0,1.0,1.0
2019-11-25 16:56:52,109.0,55.0,1.0,1.0
2019-11-25 16:56:53,82.0,71.0,1.0,1.0
2019-11-25 16:56:54,99.0,66.0,1.0,1.0
2019-11-25 16:56:55,119.0,65.0,1.0,1.0
2019-11-25 16:56:56,114.0,66.0,1.0,1.0
2019-11-25 16:56:57,125.0,80.0,1.0,1.0
2019-11-25 16:56:58,115.0,87.0,1.0,1.0
2019-11-25 16:56:59,83.0,92.0,1.0,1.0
2019-11-25 16:57:00,56.0,135.0,1.0,1.0
2019-11-25 16:57:01,53.0,176.0,1.0,1.0
2019-11-25 16:57:02,47.0,159.0,1.0,1.0
2019-11-25 16:57:03,41.0,156.0,1.0,1.0
2019-11-25 16:57:04,33.0,164.0,1.0,1.0
2019-11-25 16:57:05,38.0,145.0,1.0,1.0
2019-11-25 16:57:06,44.0,119.0,1.0,1.0
2019-11-25 16:57:07,48.0,124.0,1.0,1.0
2019-11-25 16:57:08,59.0,113.0,1.0,1.0
2019-11-25 16:57:09,105.0,101.0,1.0,1.0
2019-11-25 16:57:10,125.0,83.0,1.0,1.0
2019-11-25 16:57:11,122.0,75.0,1.0,1.0
2019-11-25 16:57:12,115.0,88.0,1.0,1.0
2019-11-25 16:57:13,112.0,126.0,1.0,1.0
2019-11-25 16:57:14,91.0,168.0,1.0,1.0
2019-11-25 16:57:15,85.0,197.0,1.0,1.0
2019-11-25 16:57:16,82.0,230.0,1.0,1.0
2019-11-25 16:57:17,76.0,232.0,1.0,1.0
2019-11-25 16:57:18,61.0,222.0,1.0,1.0
2019-11-25 16:57:19,36.0,193.0,1.0,1.0
2019-11-25 16:57:20,21.0,198.0,1.0,1.0
2019-11-25 16:57:21,19.0,184.0,1.0,1.0
2019-11-25 16:57:22,23.0,184.0,1.0,1.0
2019-11-25 16:57:23,25.0,153.0,1.0,1.0
2019-11-25 16:57:24,25.0,148.0,1.0,1.0
2019-11-25 16:57:25,29.0,110.0,1.0,1.0
2019-11-25 16:57:26,36.0,97.0,1.0,1.0
2019-11-25 16:57:27,44.0,77.0,1.0,1.0
2019-11-25 16:57:28,53.0,119.0,1.0,1.0
2019-11-25 16:57:29,60.0,141.0,1.0,1.0
2019-11-25 16:57:30,69.0,130.0,1.0,1.0
2019-11-25 16:57:31,71.0,128.0,1.0,1.0
2019-11-25 16:57:32,69.0,138.0,1.0,1.0
2019-11-25 16:57:33,61.0,98.0,1.0,1.0
2019-11-25 16:57:34,55.0,74.0,1.0,1.0
2019-11-25 16:57:35,43.0,111.0,1.0,1.0
2019-11-25 16:57:36,31.0,148.0,1.0,1.0
2019-11-25 16:57:37,26.0,168.0,1.0,1.0
2019-11-25 16:57:38,32.0,211.0,1.0,1.0
2019-11-25 16:57:39,44.0,230.0,1.0,1.0
2019-11-25 16:57:40,55.0,216.0,1.0,1.0
2019-11-25 16:57:41,66.0,182.0,1.0,1.0
2019-11-25 16:57:42,77.0,163.0,1.0,1.0
2019-11-25 16:57:43,73.0,132.0,1.0,1.0
2019-11-25 16:57:44,81.0,117.0,1.0,1.0
2019-11-25 16:57:45,100.0,114.0,1.0,1.0
2019-11-25 16:57:46,98.0,123.0,1.0,1.0
2019-11-25 16:57:47,92.0,122.0,1.0,1.0
2019-11-25 16:57:48,85.0,104.0,1.0,1.0
2019-11-25 16:57:49,61.0,93.0,1.0,1.0
2019-11-25 16:57:50,27.0,122.0,1.0,1.0
2019-11-25 16:57:51,17.0,146.0,1.0,1.0
2019-11-25 16:57:52,15.0,152.0,1.0,1.0
2019-11-25 16:57:53,24.0,169.0,1.0,1.0
2019-11-25 16:57:54,51.0,177.0,1.0,1.0
2019-11-25 16:57:55,84.0,129.0,1.0,1.0
2019-11-25 16:57:56,115.0,87.0,1.0,1.0
2019-11-25 16:57:57,162.0,85.0,1.0,1.0
2019-11-25 16:57:58,184.0,72.0,1.0,1.0
2019-11-25 16:57:59,167.0,60.0,1.0,1.0
2019-11-25 16:58:00,151.0,71.0,1.0,1.0
2019-11-25 16:58:01,127.0,79.0,1.0,1.0
2019-11-25 16:58:02,93.0,90.0,1.0,1.0
2019-11-25 16:58:03,71.0,125.0,1.0,1.0
2019-11-25 16:58:04,81.0,148.0,1.0,1.0
2019-11-25 16:58:05,93.0,173.0,1.0,1.0
2019-11-25 16:58:06,89.0,196.0,1.0,1.0
2019-11-25 16:58:07,82.0,171.0,1.0,1.0
2019-11-25 16:58:08,90.0,151.0,1.0,1.0
2019-11-25 16:58:09,95.0,148.0,1.0,1.0
2019-11-25 16:58:10,74.0,124.0,1.0,1.0
2019-11-25 16:58:11,76.0,97.0,1.0,1.0
2019-11-25 16:58:12,65.0,140.0,1.0,1.0
2019-11-25 16:58:13,54.0,172.0,1.0,1.0
2019-11-25 16:58:14,32.0,159.0,1.0,1.0
2019-11-25 16:58:15,31.0,176.0,1.0,1.0
2019-11-25 16:58:16,29.0,177.0,1.0,1.0
2019-11-25 16:58:17,34.0,144.0,1.0,1.0
2019-11-25 16:58:18,33.0,111.0,1.0,1.0
2019-11-25 16:58:19,30.0,111.0,1.0,1.0
2019-11-25 16:58:20,31.0,100.0,1.0,1.0
2019-11-25 16:58:21,31.0,91.0,1.0,1.0
2019-11-25 16:58:22,38.0,85.0,1.0,1.0
2019-11-25 16:58:23,43.0,73.0,1.0,1.0
2019-11-25 16:58:24,54.0,63.0,1.0,1.0
2019-11-25 16:58:25,70.0,52.0,1.0,1.0
2019-11-25 16:58:26,79.0,80.0,1.0,1.0
