time,l,r,iteration
2020-01-03 16:17:07.000,1,0,0
2020-01-03 16:15:53.000,1,1,0
2020-01-03 16:16:32.000,1,1,0
2020-01-03 16:17:19.240,1,1,0
2020-01-03 16:20:25.740,0,0,0
2020-01-03 16:16:24.500,1,1,0
2020-01-03 16:16:43.740,1,1,0
2020-01-03 16:15:52.240,0,1,0
2020-01-03 16:15:21.500,1,0,0
2020-01-03 16:21:21.000,0,0,0
2020-01-03 16:15:24.000,0,0,0
2020-01-03 16:15:58.740,1,0,0
2020-01-03 16:15:21.240,1,0,0
2020-01-03 16:16:42.000,1,1,0
2020-01-03 16:15:32.500,0,1,0
2020-01-03 16:17:25.000,0,0,0
2020-01-03 16:17:16.240,1,1,0
2020-01-03 16:17:21.000,1,1,0
2020-01-03 16:21:17.000,0,0,0
2020-01-03 16:15:33.000,0,0,0
2020-01-03 16:20:25.240,0,0,0
2020-01-03 16:20:14.240,0,0,0
2020-01-03 16:20:35.740,1,0,0
2020-01-03 16:16:48.240,1,1,0
2020-01-03 16:16:27.000,1,1,0
2020-01-03 16:15:19.740,1,0,0
2020-01-03 16:15:46.500,1,0,0
2020-01-03 16:20:48.240,1,0,0
2020-01-16 12:24:20.240,0,1,0
2020-01-16 12:24:58.240,0,0,0
2020-01-16 12:26:23.240,0,1,0
2020-01-16 12:24:42.500,0,1,0
2020-01-16 12:25:39.740,0,1,0
2020-01-16 12:26:14.240,0,1,0
2020-01-16 12:30:10.500,0,1,0
2020-01-16 12:30:00.240,0,0,0
2020-01-16 12:30:35.500,0,1,0
2020-01-16 12:23:37.240,0,0,0
2020-01-16 12:30:19.000,0,1,0
2020-01-16 12:23:37.000,0,0,0
2020-01-16 12:24:57.240,0,0,0
2020-01-16 12:25:34.500,0,1,0
2020-01-16 12:29:53.240,0,0,0
2020-01-16 12:30:39.240,0,0,0
2020-01-16 12:23:39.240,0,0,0
2020-01-16 12:23:58.240,0,1,0
2020-01-16 12:30:31.500,0,1,0
2020-01-16 12:26:18.740,0,1,0
2020-01-16 12:24:53.000,0,0,0
2020-01-16 12:23:53.240,0,1,0
2020-01-16 12:30:14.500,0,1,0
2020-01-16 12:30:31.240,0,1,0
2020-01-16 12:23:51.740,0,0,0
2020-01-16 12:30:04.740,0,0,0
2020-01-16 12:26:36.000,0,1,0
2020-01-16 12:25:30.240,0,1,0
2020-01-16 12:26:08.240,0,1,0
2020-01-16 12:26:11.240,0,1,0
2019-11-15 16:34:24.740,1,0,1
2019-11-15 16:34:38.000,0,0,1
2019-11-15 16:35:05.000,0,1,1
2019-11-15 16:33:32.000,0,1,1
2019-11-15 16:32:02.740,0,1,1
2019-11-15 16:35:37.740,1,0,1
2019-11-15 16:32:40.500,0,1,1
2019-11-15 16:34:25.500,1,0,1
2019-11-15 16:32:03.740,0,1,1
2019-11-15 16:34:53.000,0,1,1
2019-11-15 16:33:31.740,0,1,1
2019-11-15 16:31:31.240,0,1,1
2019-11-15 16:32:58.740,1,0,1
2019-11-15 16:31:50.500,0,1,1
2019-11-15 16:34:00.740,1,1,1
2019-11-15 16:33:01.000,1,0,1
2019-11-15 16:33:59.000,1,1,1
2019-11-15 16:35:36.000,1,0,1
2019-11-15 16:31:16.500,0,1,1
2019-11-15 16:33:02.000,0,0,1
2019-11-15 16:33:50.740,1,1,1
2019-11-15 16:32:21.740,0,1,1
2019-11-15 16:34:21.240,1,0,1
2019-11-15 16:31:53.500,0,1,1
2019-11-15 16:31:26.500,0,1,1
2019-11-15 16:32:53.740,1,0,1
2019-11-15 16:32:32.240,0,1,1
2019-11-15 16:33:15.740,0,1,1
2019-11-15 16:34:22.740,1,0,1
2019-11-15 16:33:27.500,0,1,1
2019-11-15 16:32:29.500,0,1,1
2019-11-15 16:34:56.500,0,1,1
2019-11-15 16:32:12.500,0,1,1
2019-11-15 16:33:56.740,0,0,1
2019-11-15 16:33:36.000,0,1,1
2019-11-25 16:57:50.500,0,1,1
2019-11-25 16:49:43.240,1,0,1
2019-11-25 16:52:34.000,0,1,1
2019-11-25 16:50:57.000,1,1,1
2019-11-25 16:55:07.240,0,1,1
2019-11-25 16:47:14.740,1,1,1
2019-11-25 16:57:49.740,0,1,1
2019-11-25 16:55:22.000,0,1,1
2019-11-25 16:54:54.240,1,1,1
2019-11-25 16:54:45.000,0,1,1
2019-11-25 17:00:09.740,0,1,1
2019-11-25 16:51:18.740,0,1,1
2019-11-25 16:53:40.240,0,1,1
2019-11-25 16:56:29.000,1,1,1
2019-11-25 16:49:53.740,1,1,1
2019-11-25 16:47:15.500,1,1,1
2019-11-25 16:48:56.240,1,0,1
2019-11-25 16:49:19.240,1,1,1
2019-11-25 16:58:00.500,0,1,1
2019-11-25 16:56:35.000,0,1,1
2019-11-25 16:56:58.740,1,1,1
2019-11-25 16:53:45.000,0,1,1
2019-11-25 16:53:22.240,1,1,1
2019-11-25 16:59:30.240,0,1,1
2019-11-25 16:51:23.500,1,1,1
2019-11-25 17:00:13.000,0,1,1
2019-11-25 16:50:09.000,1,1,1
2019-11-25 16:52:09.240,0,1,1
2019-11-25 16:47:46.740,0,0,1
2019-11-25 16:48:29.240,0,1,1
2019-11-25 16:57:06.740,1,1,1
2019-11-25 16:55:14.500,0,1,1
2019-11-25 16:59:46.000,0,1,1
2019-11-25 16:50:03.240,0,1,1
2019-11-25 16:49:24.240,1,0,1
2019-11-25 16:47:17.500,1,1,1
2019-11-25 16:56:34.240,1,1,1
2019-11-25 16:48:36.740,0,1,1
2019-11-25 16:57:16.740,0,1,1
2019-11-25 16:48:20.000,1,1,1
2019-11-25 16:53:09.240,0,1,1
2019-11-25 16:50:15.740,1,1,1
2019-11-25 16:57:44.740,0,1,1
2019-11-25 16:56:26.240,0,1,1
2019-11-25 16:55:09.500,0,1,1
2019-11-25 16:50:38.240,0,1,1
2019-11-25 16:51:46.740,0,1,1
2019-11-25 16:57:21.500,0,1,1
2019-11-25 17:00:25.740,0,1,1
2019-11-25 17:00:48.740,0,1,1
2019-11-25 16:52:18.500,0,1,1
2019-11-25 16:59:38.740,0,1,1
2019-11-25 16:57:26.240,0,1,1
2019-11-25 16:50:47.000,1,1,1
2019-11-25 16:58:24.000,0,1,1
2019-11-25 16:57:29.500,1,1,1
2019-11-25 16:48:04.740,0,0,1
2019-11-25 16:57:12.240,1,1,1
2019-11-25 16:55:08.000,0,1,1
2019-11-25 16:57:49.000,0,1,1
2019-11-25 16:51:53.000,0,1,1
2019-11-25 17:00:06.000,1,1,1
2019-11-25 16:59:38.240,1,1,1
2019-11-25 16:48:01.740,1,0,1
2019-11-25 16:55:48.000,0,1,1
2019-11-25 16:48:52.240,1,1,1
2019-11-25 16:47:03.740,1,0,1
2019-11-25 16:58:46.740,0,1,1
2019-11-25 16:54:36.740,0,1,1
2019-11-25 16:49:54.000,1,1,1
2019-11-25 16:59:11.240,0,1,1
2019-11-25 16:57:59.740,0,1,1
2019-11-25 16:52:11.000,0,0,1
2019-11-25 17:00:16.240,0,1,1
2019-11-25 17:00:35.500,0,1,1
2019-11-25 16:50:42.500,1,1,1
2019-11-25 16:57:58.240,1,1,1
2019-11-25 17:00:11.000,0,1,1
2019-11-25 16:49:57.500,0,1,1
2019-11-25 16:58:41.240,0,1,1
2019-11-25 16:58:31.000,0,1,1
2019-11-25 16:54:17.500,0,1,1
2019-11-25 16:47:44.240,0,1,1
2019-11-25 16:57:01.740,0,1,1
2019-11-25 16:54:17.000,0,1,1
2019-11-25 16:48:15.500,1,0,1
2019-11-25 16:47:46.240,0,0,1
2019-11-25 16:57:59.500,0,1,1
2019-11-25 16:57:28.740,0,1,1
2019-11-25 16:56:25.000,0,1,1
2019-11-25 16:52:20.240,1,1,1
2019-11-25 16:56:46.500,0,1,1
2019-11-25 16:47:40.740,0,1,1
