time,l,r
2019-11-25 16:50:27.740,1,0
2019-11-25 16:50:28.000,0,1
2019-11-25 16:50:28.240,0,1
2019-11-25 16:50:28.500,0,1
2019-11-25 16:50:28.740,1,1
2019-11-25 16:50:29.000,1,0
2019-11-25 16:50:29.240,0,1
2019-11-25 16:50:29.500,1,0
2019-11-25 16:50:29.740,1,0
2019-11-25 16:50:30.000,0,1
2019-11-25 16:50:30.240,1,1
2019-11-25 16:50:30.500,1,0
2019-11-25 16:50:30.740,1,0
2019-11-25 16:50:31.000,1,0
2019-11-25 16:50:31.240,1,0
2019-11-25 16:50:31.500,1,0
2019-11-25 16:50:31.740,1,0
2019-11-25 16:50:32.000,1,0
2019-11-25 16:50:32.240,1,0
2019-11-25 16:50:32.500,1,0
2019-11-25 16:50:32.740,1,0
2019-11-25 16:50:33.000,1,0
2019-11-25 16:50:33.240,0,0
2019-11-25 16:50:33.500,1,0
2019-11-25 16:50:33.740,0,0
2019-11-25 16:50:34.000,1,0
2019-11-25 16:50:34.240,0,0
2019-11-25 16:50:34.500,1,0
2019-11-25 16:50:34.740,1,0
2019-11-25 16:50:35.000,1,0
2019-11-25 16:50:35.240,1,0
2019-11-25 16:50:35.500,0,0
2019-11-25 16:50:35.740,1,0
2019-11-25 16:50:36.000,1,0
2019-11-25 16:50:36.240,0,0
2019-11-25 16:50:36.500,1,1
2019-11-25 16:50:36.740,1,1
2019-11-25 16:50:37.000,1,0
2019-11-25 16:50:37.240,1,0
2019-11-25 16:50:37.500,1,1
2019-11-25 16:50:37.740,1,1
2019-11-25 16:50:38.000,1,1
2019-11-25 16:50:38.240,1,1
2019-11-25 16:50:38.500,1,1
2019-11-25 16:50:38.740,1,1
2019-11-25 16:50:39.000,1,1
2019-11-25 16:50:39.240,1,1
2019-11-25 16:50:39.500,1,1
2019-11-25 16:50:39.740,1,1
2019-11-25 16:50:40.000,1,1
2019-11-25 16:50:40.240,1,1
2019-11-25 16:50:40.500,1,1
2019-11-25 16:50:40.740,1,1
2019-11-25 16:50:41.000,1,1
2019-11-25 16:50:41.240,1,1
2019-11-25 16:50:41.500,1,1
2019-11-25 16:50:41.740,1,1
2019-11-25 16:50:42.000,1,1
2019-11-25 16:50:42.240,1,1
2019-11-25 16:50:42.500,1,1
2019-11-25 16:50:42.740,1,1
2019-11-25 16:50:43.000,1,1
2019-11-25 16:50:43.240,1,1
2019-11-25 16:50:43.500,1,1
2019-11-25 16:50:43.740,1,1
2019-11-25 16:50:44.000,1,1
2019-11-25 16:50:44.240,1,1
2019-11-25 16:50:44.500,1,0
2019-11-25 16:50:44.740,1,0
2019-11-25 16:50:45.000,1,1
2019-11-25 16:50:45.240,1,1
2019-11-25 16:50:45.500,1,1
2019-11-25 16:50:45.740,1,1
2019-11-25 16:50:46.000,1,0
2019-11-25 16:50:46.240,1,1
2019-11-25 16:50:46.500,1,1
2019-11-25 16:50:46.740,1,1
2019-11-25 16:50:47.000,1,1
2019-11-25 16:50:47.240,1,1
2019-11-25 16:50:47.500,1,1
2019-11-25 16:50:47.740,1,1
2019-11-25 16:50:48.000,1,1
2019-11-25 16:50:48.240,1,1
2019-11-25 16:50:48.500,1,1
2019-11-25 16:50:48.740,0,1
2019-11-25 16:50:49.000,0,1
2019-11-25 16:50:49.240,1,1
2019-11-25 16:50:49.500,0,0
2019-11-25 16:50:49.740,0,0
2019-11-25 16:50:50.000,0,0
2019-11-25 16:50:50.240,0,1
2019-11-25 16:50:50.500,0,0
2019-11-25 16:50:50.740,1,0
2019-11-25 16:50:51.000,0,0
2019-11-25 16:50:51.240,0,0
2019-11-25 16:50:51.500,1,1
2019-11-25 16:50:51.740,1,1
2019-11-25 16:50:52.000,1,0
2019-11-25 16:50:52.240,1,1
2019-11-25 16:50:52.500,1,1
2019-11-25 16:50:52.740,1,1
2019-11-25 16:50:53.000,1,1
2019-11-25 16:50:53.240,1,1
2019-11-25 16:50:53.500,1,1
2019-11-25 16:50:53.740,1,1
2019-11-25 16:50:54.000,1,1
2019-11-25 16:50:54.240,1,1
2019-11-25 16:50:54.500,1,1
2019-11-25 16:50:54.740,1,1
2019-11-25 16:50:55.000,1,1
2019-11-25 16:50:55.240,1,1
2019-11-25 16:50:55.500,1,1
2019-11-25 16:50:55.740,1,1
2019-11-25 16:50:56.000,0,1
2019-11-25 16:50:56.240,1,1
2019-11-25 16:50:56.500,0,1
2019-11-25 16:50:56.740,1,1
2019-11-25 16:50:57.000,0,1
2019-11-25 16:50:57.240,1,1
2019-11-25 16:50:57.500,1,1
2019-11-25 16:50:57.740,1,1
2019-11-25 16:50:58.000,1,1
2019-11-25 16:50:58.240,1,1
2019-11-25 16:50:58.500,1,1
2019-11-25 16:50:58.740,1,1
2019-11-25 16:50:59.000,1,1
2019-11-25 16:50:59.240,1,1
2019-11-25 16:50:59.500,1,1
2019-11-25 16:50:59.740,1,1
2019-11-25 16:51:00.000,1,1
2019-11-25 16:51:00.240,1,1
2019-11-25 16:51:00.500,1,0
2019-11-25 16:51:00.740,1,0
2019-11-25 16:51:01.000,1,1
2019-11-25 16:51:01.240,1,1
2019-11-25 16:51:01.500,1,1
2019-11-25 16:51:01.740,1,1
2019-11-25 16:51:02.000,1,1
2019-11-25 16:51:02.240,1,1
2019-11-25 16:51:02.500,1,1
2019-11-25 16:51:02.740,1,1
2019-11-25 16:51:03.000,1,1
2019-11-25 16:51:03.240,1,1
2019-11-25 16:51:03.500,0,1
2019-11-25 16:51:03.740,1,1
2019-11-25 16:51:04.000,1,1
2019-11-25 16:51:04.240,1,1
2019-11-25 16:51:04.500,0,1
2019-11-25 16:51:04.740,0,1
2019-11-25 16:51:05.000,0,1
2019-11-25 16:51:05.240,0,1
2019-11-25 16:51:05.500,0,1
2019-11-25 16:51:05.740,0,1
2019-11-25 16:51:06.000,0,1
2019-11-25 16:51:06.240,1,1
2019-11-25 16:51:06.500,0,1
2019-11-25 16:51:06.740,1,1
2019-11-25 16:51:07.000,0,1
2019-11-25 16:51:07.240,0,1
2019-11-25 16:51:07.500,1,1
2019-11-25 16:51:07.740,1,1
2019-11-25 16:51:08.000,0,1
2019-11-25 16:51:08.240,1,1
2019-11-25 16:51:08.500,1,1
2019-11-25 16:51:08.740,1,1
2019-11-25 16:51:09.000,1,1
2019-11-25 16:51:09.240,1,1
2019-11-25 16:51:09.500,1,0
2019-11-25 16:51:09.740,1,0
2019-11-25 16:51:10.000,1,1
2019-11-25 16:51:10.240,1,1
2019-11-25 16:51:10.500,1,0
2019-11-25 16:51:10.740,0,0
2019-11-25 16:51:11.000,1,0
2019-11-25 16:51:11.240,1,0
2019-11-25 16:51:11.500,1,0
2019-11-25 16:51:11.740,0,0
2019-11-25 16:51:12.000,0,0
2019-11-25 16:51:12.240,0,0
2019-11-25 16:51:12.500,0,1
2019-11-25 16:51:12.740,0,1
2019-11-25 16:51:13.000,0,1
2019-11-25 16:51:13.240,0,1
2019-11-25 16:51:13.500,0,0
2019-11-25 16:51:13.740,0,0
2019-11-25 16:51:14.000,0,1
2019-11-25 16:51:14.240,0,0
2019-11-25 16:51:14.500,0,1
2019-11-25 16:51:14.740,0,1
2019-11-25 16:51:15.000,0,0
2019-11-25 16:51:15.240,0,0
2019-11-25 16:51:15.500,0,1
2019-11-25 16:51:15.740,0,1
2019-11-25 16:51:16.000,0,1
2019-11-25 16:51:16.240,0,1
2019-11-25 16:51:16.500,0,1
2019-11-25 16:51:16.740,0,1
2019-11-25 16:51:17.000,0,1
2019-11-25 16:51:17.240,0,1
2019-11-25 16:51:17.500,0,1
2019-11-25 16:51:17.740,0,1
2019-11-25 16:51:18.000,0,1
2019-11-25 16:51:18.240,0,1
2019-11-25 16:51:18.500,0,1
2019-11-25 16:51:18.740,0,1
2019-11-25 16:51:19.000,0,1
2019-11-25 16:51:19.240,0,1
2019-11-25 16:51:19.500,0,0
2019-11-25 16:51:19.740,1,0
2019-11-25 16:51:20.000,1,0
2019-11-25 16:51:20.240,1,0
2019-11-25 16:51:20.500,1,1
2019-11-25 16:51:20.740,1,1
2019-11-25 16:51:21.000,1,0
2019-11-25 16:51:21.240,1,0
2019-11-25 16:51:21.500,1,1
2019-11-25 16:51:21.740,1,1
2019-11-25 16:51:22.000,1,1
2019-11-25 16:51:22.240,1,1
2019-11-25 16:51:22.500,1,1
2019-11-25 16:51:22.740,1,1
2019-11-25 16:51:23.000,1,1
2019-11-25 16:51:23.240,1,1
2019-11-25 16:51:23.500,1,1
2019-11-25 16:51:23.740,1,1
2019-11-25 16:51:24.000,1,1
2019-11-25 16:51:24.240,1,1
2019-11-25 16:51:24.500,0,1
2019-11-25 16:51:24.740,0,1
2019-11-25 16:51:25.000,0,1
2019-11-25 16:51:25.240,1,1
2019-11-25 16:51:25.500,0,1
2019-11-25 16:51:25.740,0,1
2019-11-25 16:51:26.000,0,1
2019-11-25 16:51:26.240,0,1
2019-11-25 16:51:26.500,0,1
2019-11-25 16:51:26.740,0,1
2019-11-25 16:51:27.000,0,1
2019-11-25 16:51:27.240,0,1
2019-11-25 16:51:27.500,1,1
2019-11-25 16:51:27.740,1,1
2019-11-25 16:51:28.000,1,1
2019-11-25 16:51:28.240,1,1
2019-11-25 16:51:28.500,1,1
2019-11-25 16:51:28.740,1,1
2019-11-25 16:51:29.000,1,1
2019-11-25 16:51:29.240,1,1
2019-11-25 16:51:29.500,1,1
2019-11-25 16:51:29.740,0,1
2019-11-25 16:51:30.000,0,1
2019-11-25 16:51:30.240,0,1
2019-11-25 16:51:30.500,0,1
2019-11-25 16:51:30.740,0,1
2019-11-25 16:51:31.000,0,1
2019-11-25 16:51:31.240,0,1
2019-11-25 16:51:31.500,0,1
2019-11-25 16:51:31.740,0,1
2019-11-25 16:51:32.000,0,1
2019-11-25 16:51:32.240,0,1
2019-11-25 16:51:32.500,0,1
2019-11-25 16:51:32.740,1,1
2019-11-25 16:51:33.000,1,1
2019-11-25 16:51:33.240,1,1
2019-11-25 16:51:33.500,1,1
2019-11-25 16:51:33.740,1,1
2019-11-25 16:51:34.000,1,1
2019-11-25 16:51:34.240,1,1
2019-11-25 16:51:34.500,1,1
2019-11-25 16:51:34.740,1,1
2019-11-25 16:51:35.000,0,1
2019-11-25 16:51:35.240,0,1
2019-11-25 16:51:35.500,0,1
2019-11-25 16:51:35.740,0,1
2019-11-25 16:51:36.000,0,1
2019-11-25 16:51:45.240,1,1
2019-11-25 16:51:45.500,1,1
2019-11-25 16:51:45.740,1,1
2019-11-25 16:51:46.000,1,1
2019-11-25 16:51:46.240,1,1
2019-11-25 16:51:46.500,1,1
2019-11-25 16:51:46.740,1,1
2019-11-25 16:51:47.000,1,1
2019-11-25 16:51:47.240,1,1
2019-11-25 16:51:47.500,1,1
2019-11-25 16:51:47.740,1,1
2019-11-25 16:51:48.000,1,1
2019-11-25 16:51:48.240,1,1
2019-11-25 16:51:48.500,1,1
2019-11-25 16:51:48.740,1,1
2019-11-25 16:51:49.000,1,1
2019-11-25 16:51:49.240,1,1
2019-11-25 16:51:49.500,1,1
2019-11-25 16:51:49.740,1,1
2019-11-25 16:51:50.000,1,1
2019-11-25 16:51:50.240,0,1
2019-11-25 16:51:50.500,0,1
2019-11-25 16:51:50.740,1,1
2019-11-25 16:51:51.000,1,1
2019-11-25 16:51:51.240,1,1
2019-11-25 16:51:51.500,1,1
2019-11-25 16:51:51.740,0,1
2019-11-25 16:51:52.000,0,1
2019-11-25 16:51:52.240,1,1
2019-11-25 16:51:52.500,1,1
2019-11-25 16:51:52.740,1,1
2019-11-25 16:51:53.000,1,1
2019-11-25 16:51:53.240,1,1
2019-11-25 16:51:53.500,1,1
2019-11-25 16:51:53.740,1,1
2019-11-25 16:51:54.000,1,1
2019-11-25 16:51:54.240,0,1
2019-11-25 16:51:54.500,0,1
2019-11-25 16:51:54.740,0,1
2019-11-25 16:51:55.000,0,1
2019-11-25 16:51:55.240,1,1
2019-11-25 16:51:55.500,0,1
2019-11-25 16:51:55.740,0,1
2019-11-25 16:51:56.000,1,1
2019-11-25 16:51:56.240,1,1
2019-11-25 16:51:56.500,1,1
2019-11-25 16:51:56.740,1,1
2019-11-25 16:51:57.000,1,1
2019-11-25 16:51:57.240,1,1
2019-11-25 16:51:57.500,1,0
2019-11-25 16:51:57.740,1,1
2019-11-25 16:51:58.000,1,1
2019-11-25 16:51:58.240,1,1
2019-11-25 16:51:58.500,1,1
2019-11-25 16:51:58.740,1,1
2019-11-25 16:51:59.000,1,1
2019-11-25 16:51:59.240,1,1
2019-11-25 16:51:59.500,1,1
2019-11-25 16:51:59.740,1,1
2019-11-25 16:52:00.000,1,1
2019-11-25 16:52:00.240,1,1
2019-11-25 16:52:00.500,1,1
2019-11-25 16:52:00.740,1,1
2019-11-25 16:52:01.000,1,1
2019-11-25 16:52:01.240,1,1
2019-11-25 16:52:01.500,1,1
2019-11-25 16:52:01.740,1,1
2019-11-25 16:52:02.000,1,1
2019-11-25 16:52:02.240,1,1
2019-11-25 16:52:02.500,1,1
2019-11-25 16:52:02.740,1,1
2019-11-25 16:52:03.000,1,1
2019-11-25 16:52:03.240,1,1
2019-11-25 16:52:03.500,1,1
2019-11-25 16:52:03.740,1,1
2019-11-25 16:52:04.000,1,1
2019-11-25 16:52:04.240,1,1
2019-11-25 16:52:04.500,1,0
2019-11-25 16:52:04.740,1,0
2019-11-25 16:52:05.000,1,1
2019-11-25 16:52:05.240,1,0
2019-11-25 16:52:05.500,1,0
2019-11-25 16:52:05.740,1,0
2019-11-25 16:52:06.000,1,0
2019-11-25 16:52:06.240,1,0
2019-11-25 16:52:06.500,1,0
2019-11-25 16:52:06.740,1,0
2019-11-25 16:52:07.000,1,0
2019-11-25 16:52:07.240,1,0
2019-11-25 16:52:07.500,1,0
2019-11-25 16:52:07.740,1,0
2019-11-25 16:52:08.000,1,0
2019-11-25 16:52:08.240,1,0
2019-11-25 16:52:08.500,1,0
2019-11-25 16:52:08.740,1,0
2019-11-25 16:52:09.000,1,0
2019-11-25 16:52:09.240,1,0
2019-11-25 16:52:09.500,1,1
2019-11-25 16:52:09.740,1,1
2019-11-25 16:52:10.000,1,0
2019-11-25 16:52:10.240,1,0
2019-11-25 16:52:10.500,1,0
2019-11-25 16:52:10.740,1,0
2019-11-25 16:52:11.000,1,0
2019-11-25 16:52:11.240,0,0
2019-11-25 16:52:11.500,0,0
2019-11-25 16:52:11.740,0,0
2019-11-25 16:52:12.000,0,0
2019-11-25 16:52:12.240,0,0
2019-11-25 16:52:12.500,0,0
2019-11-25 16:52:12.740,0,0
2019-11-25 16:52:13.000,0,0
2019-11-25 16:52:13.240,0,0
2019-11-25 16:52:13.500,0,0
2019-11-25 16:52:13.740,0,0
2019-11-25 16:52:14.000,0,0
2019-11-25 16:52:14.240,0,0
2019-11-25 16:52:14.500,0,0
2019-11-25 16:52:14.740,0,0
2019-11-25 16:52:15.000,0,0
2019-11-25 16:52:15.240,0,0
2019-11-25 16:52:15.500,0,1
2019-11-25 16:52:15.740,0,1
2019-11-25 16:52:16.000,0,1
2019-11-25 16:52:16.240,0,1
2019-11-25 16:52:16.500,0,1
2019-11-25 16:52:16.740,1,1
2019-11-25 16:52:17.000,1,1
2019-11-25 16:52:17.240,0,1
2019-11-25 16:52:17.500,0,0
2019-11-25 16:52:17.740,0,1
2019-11-25 16:52:18.000,0,1
2019-11-25 16:52:18.240,0,1
2019-11-25 16:52:18.500,0,0
2019-11-25 16:52:18.740,0,1
2019-11-25 16:52:19.000,0,1
2019-11-25 16:52:19.240,1,0
2019-11-25 16:52:19.500,1,0
2019-11-25 16:52:19.740,0,0
2019-11-25 16:52:20.000,1,0
2019-11-25 16:52:20.240,0,0
2019-11-25 16:52:20.500,1,1
2019-11-25 16:52:20.740,1,0
2019-11-25 16:52:21.000,1,1
2019-11-25 16:52:21.240,1,0
2019-11-25 16:52:21.500,1,0
2019-11-25 16:52:21.740,1,0
2019-11-25 16:52:22.000,1,0
2019-11-25 16:52:22.240,1,0
2019-11-25 16:52:22.500,1,1
2019-11-25 16:52:22.740,1,1
2019-11-25 16:52:23.000,1,1
2019-11-25 16:52:23.240,0,1
2019-11-25 16:52:23.500,0,1
2019-11-25 16:52:23.740,1,1
2019-11-25 16:52:24.000,1,1
2019-11-25 16:52:24.240,0,1
2019-11-25 16:52:24.500,0,1
2019-11-25 16:52:24.740,0,1
2019-11-25 16:52:25.000,0,1
2019-11-25 16:52:25.240,0,1
2019-11-25 16:52:25.500,0,1
2019-11-25 16:52:25.740,0,1
2019-11-25 16:52:26.000,0,1
2019-11-25 16:52:26.240,0,1
2019-11-25 16:52:26.500,0,1
2019-11-25 16:52:26.740,0,1
2019-11-25 16:52:27.000,0,1
2019-11-25 16:52:27.240,0,1
2019-11-25 16:52:27.500,0,1
2019-11-25 16:52:27.740,0,1
2019-11-25 16:52:28.000,0,1
2019-11-25 16:52:28.240,1,1
2019-11-25 16:52:28.500,1,1
2019-11-25 16:52:28.740,1,1
2019-11-25 16:52:29.000,1,1
2019-11-25 16:52:29.240,1,1
2019-11-25 16:52:29.500,1,1
2019-11-25 16:52:29.740,1,1
2019-11-25 16:52:30.000,1,1
2019-11-25 16:52:30.240,1,1
2019-11-25 16:52:30.500,1,1
2019-11-25 16:52:30.740,1,1
2019-11-25 16:52:31.000,1,1
2019-11-25 16:52:31.240,0,1
2019-11-25 16:52:31.500,0,1
2019-11-25 16:52:31.740,1,1
2019-11-25 16:52:32.000,1,1
2019-11-25 16:52:32.240,1,1
2019-11-25 16:52:32.500,1,1
2019-11-25 16:52:32.740,1,1
2019-11-25 16:52:33.000,1,1
2019-11-25 16:52:33.240,1,1
2019-11-25 16:52:33.500,1,1
2019-11-25 16:52:33.740,1,1
2019-11-25 16:52:34.000,1,1
2019-11-25 16:52:34.240,1,1
2019-11-25 16:52:34.500,1,0
2019-11-25 16:52:34.740,1,1
2019-11-25 16:52:35.000,1,1
2019-11-25 16:52:35.240,1,1
2019-11-25 16:52:35.500,1,1
2019-11-25 16:52:35.740,1,1
2019-11-25 16:52:36.000,1,0
2019-11-25 16:52:36.240,1,1
2019-11-25 16:52:36.500,1,1
2019-11-25 16:52:36.740,1,1
2019-11-25 16:52:37.000,1,1
2019-11-25 16:52:37.240,1,1
2019-11-25 16:52:37.500,1,1
2019-11-25 16:52:37.740,1,1
2019-11-25 16:52:38.000,1,1
2019-11-25 16:52:38.240,1,1
2019-11-25 16:52:38.500,1,1
2019-11-25 16:52:39.240,1,1
2019-11-25 16:52:39.500,1,1
2019-11-25 16:52:39.740,1,1
2019-11-25 16:52:40.000,1,1
2019-11-25 16:52:40.240,1,1
2019-11-25 16:52:40.500,1,1
2019-11-25 16:52:41.240,1,1
2019-11-25 16:52:41.500,1,0
2019-11-25 16:52:41.740,1,1
2019-11-25 16:52:42.000,1,1
2019-11-25 16:52:42.240,1,1
2019-11-25 16:52:43.240,1,1
2019-11-25 16:52:43.500,1,1
2019-11-25 16:52:43.740,1,1
2019-11-25 16:52:44.000,1,1
2019-11-25 16:53:05.240,1,1
2019-11-25 16:53:05.500,1,1
2019-11-25 16:53:05.740,1,1
2019-11-25 16:53:06.000,1,1
2019-11-25 16:53:06.240,1,1
2019-11-25 16:53:06.500,1,1
2019-11-25 16:53:06.740,1,1
2019-11-25 16:53:07.000,1,1
2019-11-25 16:53:07.240,1,0
2019-11-25 16:53:07.500,1,0
2019-11-25 16:53:07.740,1,0
2019-11-25 16:53:08.000,1,0
2019-11-25 16:53:08.240,1,0
2019-11-25 16:53:08.500,1,1
2019-11-25 16:53:08.740,1,0
2019-11-25 16:53:09.000,1,0
2019-11-25 16:53:09.240,1,1
2019-11-25 16:53:09.500,1,1
2019-11-25 16:53:09.740,1,1
2019-11-25 16:53:10.000,1,1
2019-11-25 16:53:10.240,1,1
2019-11-25 16:53:10.500,1,1
2019-11-25 16:53:10.740,1,1
2019-11-25 16:53:11.000,1,1
2019-11-25 16:53:11.240,1,1
2019-11-25 16:53:11.500,1,1
2019-11-25 16:53:11.740,1,1
2019-11-25 16:53:12.000,1,1
2019-11-25 16:53:12.240,1,1
2019-11-25 16:53:12.500,1,1
2019-11-25 16:53:12.740,1,1
2019-11-25 16:53:13.000,1,1
2019-11-25 16:53:13.240,1,1
2019-11-25 16:53:13.500,1,1
2019-11-25 16:53:13.740,1,1
2019-11-25 16:53:14.000,1,1
2019-11-25 16:53:14.240,1,1
2019-11-25 16:53:14.500,1,1
2019-11-25 16:53:14.740,1,1
2019-11-25 16:53:15.000,1,1
2019-11-25 16:53:15.240,1,1
2019-11-25 16:53:15.500,1,1
2019-11-25 16:53:15.740,1,1
2019-11-25 16:53:16.000,1,1
2019-11-25 16:53:16.240,1,1
2019-11-25 16:53:16.500,1,1
2019-11-25 16:53:16.740,1,1
2019-11-25 16:53:17.000,1,1
2019-11-25 16:53:17.240,1,1
2019-11-25 16:53:17.500,1,1
2019-11-25 16:53:17.740,1,1
2019-11-25 16:53:18.000,1,1
2019-11-25 16:53:18.240,1,1
2019-11-25 16:53:18.500,1,1
2019-11-25 16:53:18.740,0,1
2019-11-25 16:53:19.000,1,1
2019-11-25 16:53:19.240,0,1
2019-11-25 16:53:19.500,0,1
2019-11-25 16:53:19.740,0,1
2019-11-25 16:53:20.000,0,1
2019-11-25 16:53:20.240,0,1
2019-11-25 16:53:20.500,0,1
2019-11-25 16:53:20.740,1,1
2019-11-25 16:53:21.000,0,1
2019-11-25 16:53:21.240,0,1
2019-11-25 16:53:21.500,1,1
2019-11-25 16:53:21.740,0,1
2019-11-25 16:53:22.000,0,1
2019-11-25 16:53:22.240,1,1
2019-11-25 16:53:22.500,1,1
2019-11-25 16:53:22.740,1,1
2019-11-25 16:53:23.000,0,1
2019-11-25 16:53:23.240,1,1
2019-11-25 16:53:23.500,1,1
2019-11-25 16:53:23.740,1,1
2019-11-25 16:53:24.000,1,1
2019-11-25 16:53:24.240,1,1
2019-11-25 16:53:24.500,1,1
2019-11-25 16:53:24.740,1,1
2019-11-25 16:53:25.000,1,1
2019-11-25 16:53:25.240,0,1
2019-11-25 16:53:25.500,1,1
2019-11-25 16:53:25.740,0,1
2019-11-25 16:53:26.000,1,1
2019-11-25 16:53:26.240,1,1
2019-11-25 16:53:26.500,1,1
2019-11-25 16:53:26.740,1,1
2019-11-25 16:53:27.000,1,1
2019-11-25 16:53:27.240,1,1
2019-11-25 16:53:27.500,1,1
2019-11-25 16:53:27.740,1,1
2019-11-25 16:53:28.000,1,1
2019-11-25 16:53:28.240,1,1
2019-11-25 16:53:28.500,1,1
2019-11-25 16:53:28.740,1,1
2019-11-25 16:53:29.000,1,1
2019-11-25 16:53:29.240,1,1
2019-11-25 16:53:29.500,1,0
2019-11-25 16:53:29.740,1,0
2019-11-25 16:53:30.000,1,0
2019-11-25 16:53:30.240,1,0
2019-11-25 16:53:30.500,1,0
2019-11-25 16:53:30.740,1,0
2019-11-25 16:53:31.000,1,1
2019-11-25 16:53:31.240,1,1
2019-11-25 16:53:31.500,0,1
2019-11-25 16:53:31.740,1,1
2019-11-25 16:53:32.000,1,0
2019-11-25 16:53:32.240,1,0
2019-11-25 16:53:32.500,1,1
2019-11-25 16:53:32.740,0,1
2019-11-25 16:53:33.000,1,0
2019-11-25 16:53:33.240,1,1
2019-11-25 16:53:33.500,1,1
2019-11-25 16:53:33.740,1,1
2019-11-25 16:53:34.000,1,1
2019-11-25 16:53:34.240,1,1
2019-11-25 16:53:34.500,1,0
2019-11-25 16:53:34.740,1,1
2019-11-25 16:53:35.000,1,1
2019-11-25 16:53:35.240,1,0
2019-11-25 16:53:35.500,1,0
2019-11-25 16:53:35.740,1,0
2019-11-25 16:53:36.000,1,1
2019-11-25 16:53:36.240,1,1
2019-11-25 16:53:36.500,1,1
2019-11-25 16:53:36.740,1,0
2019-11-25 16:53:37.000,1,0
2019-11-25 16:53:37.240,1,0
2019-11-25 16:53:37.500,1,1
2019-11-25 16:53:37.740,1,1
2019-11-25 16:53:38.000,1,1
2019-11-25 16:53:38.240,1,1
2019-11-25 16:53:38.500,1,0
2019-11-25 16:53:38.740,1,1
2019-11-25 16:53:39.000,1,1
2019-11-25 16:53:39.240,1,1
2019-11-25 16:53:39.500,1,1
2019-11-25 16:53:39.740,1,1
2019-11-25 16:53:40.000,1,0
2019-11-25 16:53:40.240,1,0
2019-11-25 16:53:40.500,1,0
2019-11-25 16:53:40.740,1,0
2019-11-25 16:53:41.000,1,1
2019-11-25 16:53:41.240,1,0
2019-11-25 16:53:41.500,1,0
2019-11-25 16:53:41.740,1,0
2019-11-25 16:53:42.000,1,0
2019-11-25 16:53:42.240,1,1
2019-11-25 16:53:42.500,1,1
2019-11-25 16:53:42.740,1,1
2019-11-25 16:53:43.000,1,1
2019-11-25 16:53:43.240,1,1
2019-11-25 16:53:43.500,1,0
2019-11-25 16:53:43.740,1,0
2019-11-25 16:53:44.000,1,1
2019-11-25 16:53:44.240,1,0
2019-11-25 16:53:44.500,1,0
2019-11-25 16:53:44.740,1,0
2019-11-25 16:53:45.000,1,0
2019-11-25 16:53:45.240,1,0
2019-11-25 16:53:45.500,1,0
2019-11-25 16:53:45.740,1,0
2019-11-25 16:53:46.000,1,0
2019-11-25 16:53:46.240,1,0
2019-11-25 16:53:46.500,1,0
2019-11-25 16:53:46.740,1,0
2019-11-25 16:53:47.000,1,0
2019-11-25 16:53:47.240,1,0
2019-11-25 16:53:47.500,1,0
2019-11-25 16:53:47.740,1,0
2019-11-25 16:53:48.000,1,0
2019-11-25 16:53:48.240,1,0
2019-11-25 16:53:48.500,1,0
2019-11-25 16:53:48.740,1,0
2019-11-25 16:53:49.000,1,0
2019-11-25 16:53:49.240,1,0
2019-11-25 16:53:49.500,1,0
2019-11-25 16:53:49.740,1,0
2019-11-25 16:53:50.000,1,0
2019-11-25 16:53:50.240,1,0
2019-11-25 16:53:50.500,1,0
2019-11-25 16:53:50.740,1,0
2019-11-25 16:53:51.000,1,0
2019-11-25 16:53:51.240,1,0
2019-11-25 16:53:51.500,1,0
2019-11-25 16:53:51.740,1,0
2019-11-25 16:53:52.000,1,0
2019-11-25 16:53:52.240,1,0
2019-11-25 16:53:52.500,1,0
2019-11-25 16:53:52.740,1,0
2019-11-25 16:53:53.000,1,0
2019-11-25 16:53:53.240,1,1
2019-11-25 16:53:53.500,1,1
2019-11-25 16:53:53.740,1,1
2019-11-25 16:53:54.000,1,0
2019-11-25 16:53:54.240,1,0
2019-11-25 16:53:54.500,0,0
2019-11-25 16:53:54.740,1,0
2019-11-25 16:53:55.000,1,0
2019-11-25 16:53:55.240,0,0
2019-11-25 16:53:55.500,0,0
2019-11-25 16:53:55.740,0,0
2019-11-25 16:53:56.000,0,0
2019-11-25 16:53:56.240,0,1
2019-11-25 16:53:56.500,0,0
2019-11-25 16:53:56.740,0,1
2019-11-25 16:53:57.000,0,1
2019-11-25 16:53:57.240,0,1
2019-11-25 16:53:57.500,0,1
2019-11-25 16:53:57.740,0,1
2019-11-25 16:53:58.000,0,1
2019-11-25 16:53:58.240,0,1
2019-11-25 16:53:58.500,0,0
2019-11-25 16:53:58.740,0,1
2019-11-25 16:53:59.000,0,1
2019-11-25 16:53:59.240,0,1
2019-11-25 16:53:59.500,0,0
2019-11-25 16:53:59.740,0,0
2019-11-25 16:54:00.000,0,0
2019-11-25 16:54:00.240,0,0
2019-11-25 16:54:00.500,0,0
2019-11-25 16:54:00.740,0,0
2019-11-25 16:54:01.000,0,0
2019-11-25 16:54:01.240,0,0
2019-11-25 16:54:01.500,0,0
2019-11-25 16:54:01.740,0,0
2019-11-25 16:54:02.000,0,0
2019-11-25 16:54:02.240,0,0
2019-11-25 16:54:02.500,0,0
2019-11-25 16:54:02.740,0,0
2019-11-25 16:54:03.000,0,0
2019-11-25 16:54:03.240,0,0
