time,l,iteration
2019-11-25 16:58:45.500,0,5
2019-11-25 16:52:29.000,0,5
2019-11-25 16:48:03.240,1,5
2019-11-25 16:57:52.500,0,5
2019-11-25 16:47:28.500,0,5
2019-11-25 16:52:51.000,1,5
2019-11-25 16:54:37.240,0,5
2019-11-25 16:54:18.000,0,5
2019-11-25 16:54:27.240,0,5
2019-11-25 16:47:13.000,0,5
2019-11-25 16:56:11.500,0,5
2019-11-25 17:00:33.500,0,5
2019-11-25 16:47:43.240,0,5
2019-11-25 16:47:41.240,0,5
2019-11-25 16:56:55.240,1,5
2019-11-25 17:00:44.240,0,5
2019-11-25 16:58:28.500,0,5
2019-11-25 17:00:19.000,0,5
2019-11-25 16:48:07.000,1,5
2019-11-25 16:53:18.000,1,5
2019-11-25 16:55:10.000,0,5
2019-11-25 16:58:15.240,0,5
2019-11-25 16:55:42.500,0,5
2019-11-25 16:55:58.000,0,5
2019-11-25 17:00:16.000,0,5
2019-11-25 16:57:37.000,0,5
2019-11-25 16:52:28.740,0,5
2019-11-25 17:00:12.000,0,5
2019-11-25 16:55:29.240,0,5
2019-11-25 16:54:49.000,0,5
2019-11-25 16:57:35.240,0,5
2019-11-25 17:00:18.500,0,5
2019-11-25 16:57:27.240,0,5
2019-11-25 16:56:23.240,0,5
2019-11-25 16:49:48.000,1,5
2019-11-25 16:58:39.000,0,5
2019-11-25 17:00:27.740,0,5
2019-11-25 16:53:00.500,0,5
2019-11-25 16:58:37.740,0,5
2019-11-25 16:54:22.740,0,5
2019-11-25 16:53:33.500,1,5
2019-11-25 16:58:42.000,0,5
2019-11-25 16:52:13.740,0,5
2019-11-25 16:54:20.000,1,5
2019-11-25 16:57:42.500,0,5
2019-11-25 16:53:10.500,1,5
2019-11-25 16:57:17.500,0,5
2019-11-25 16:49:59.000,0,5
2019-11-25 16:57:05.740,0,5
2019-11-25 16:47:08.240,0,5
2019-11-25 16:59:35.500,0,5
2019-11-25 16:53:34.240,1,5
2019-11-25 16:47:58.740,1,5
2019-11-25 16:56:55.740,0,5
2019-11-25 16:54:24.500,0,5
2019-11-25 16:55:51.500,0,5
2019-11-25 16:57:14.500,0,5
2019-11-25 16:55:08.000,0,5
2019-11-25 16:54:17.240,0,5
2019-11-25 16:48:00.000,1,5
2019-11-25 16:50:14.000,0,5
2019-11-25 16:47:11.000,0,5
2019-11-25 16:50:23.500,0,5
2019-11-25 16:50:24.240,0,5
2019-11-25 16:54:17.000,0,5
2019-11-25 16:50:08.500,0,5
2019-11-25 16:56:46.740,0,5
2019-11-25 16:59:46.240,0,5
2019-11-25 16:59:53.240,0,5
2019-11-25 16:55:30.500,0,5
2019-11-25 16:48:46.240,1,5
2019-11-25 16:53:23.500,0,5
2019-11-25 16:48:20.740,1,5
2019-11-25 16:53:28.740,1,5
2019-11-25 16:50:16.500,0,5
2019-11-25 16:59:29.000,0,5
2019-11-25 16:54:57.500,0,5
2019-11-25 16:52:49.500,0,5
2019-11-25 16:47:50.240,1,5
2019-11-25 16:47:52.740,1,5
2019-11-25 16:52:52.240,1,5
2019-11-25 16:59:12.500,0,5
2019-11-25 16:48:07.240,1,5
2019-11-25 17:00:10.000,0,5
2019-11-25 16:52:24.500,0,5
2019-11-25 16:52:59.740,0,5
2019-11-25 16:58:30.500,0,5
2019-11-25 16:50:14.740,0,5
2019-11-25 16:57:22.500,0,5
2019-11-25 16:56:27.740,0,5
2019-11-25 16:54:54.500,0,5
2019-11-25 16:48:06.240,1,5
2019-11-25 16:54:30.000,1,5
2019-11-25 16:47:53.500,1,5
2019-11-25 16:55:04.500,1,5
2019-11-25 16:53:13.500,1,5
2019-11-25 16:54:49.740,0,5
2019-11-25 16:59:40.000,0,5
2019-11-25 16:52:49.240,1,5
2019-11-25 16:53:39.860,1,5
2019-11-25 16:58:31.740,0,5
2019-11-25 16:59:18.240,0,5
2019-11-25 16:53:31.240,0,5
2019-11-25 16:56:47.240,1,5
2019-11-25 16:57:03.000,0,5
2019-11-25 16:52:48.740,1,5
2019-11-25 16:56:49.000,1,5
2019-11-25 16:49:40.500,0,5
2019-11-25 16:54:26.000,1,5
2019-11-25 16:47:30.500,0,5
2019-11-25 17:00:25.000,0,5
2019-11-25 16:58:14.500,0,5
2019-11-25 16:58:45.240,0,5
2019-11-25 16:54:35.740,1,5
2019-11-25 16:52:31.500,1,5
2019-11-25 16:47:34.500,0,5
2019-11-25 16:56:47.000,0,5
2019-11-25 16:53:04.000,0,5
2019-11-25 16:59:11.240,0,5
2019-11-25 16:59:24.240,0,5
2019-11-25 16:48:49.600,0,5
2019-11-25 16:48:51.500,1,5
2019-11-25 16:53:35.740,0,5
2019-11-25 16:57:35.740,0,5
2019-11-25 16:57:34.240,0,5
2019-11-25 16:56:23.740,0,5
2019-11-25 16:55:46.240,0,5
2019-11-25 16:57:18.500,0,5
2019-11-25 16:54:34.000,1,5
2019-11-25 16:48:28.240,0,5
2019-11-25 16:56:30.240,0,5
2019-11-25 16:55:35.500,0,5
2019-11-25 16:52:50.000,1,5
2019-11-25 16:48:52.500,1,5
2019-11-25 16:53:02.240,0,5
2019-11-25 17:00:47.240,0,5
2019-11-25 16:48:44.740,1,5
2019-11-25 16:52:45.740,1,5
2019-11-25 16:59:15.500,0,5
2019-11-25 16:52:14.500,0,5
2019-11-25 16:54:43.500,0,5
2019-11-25 17:00:08.740,1,5
2019-11-25 16:54:52.000,0,5
2019-11-25 16:57:32.240,1,5
2019-11-25 16:53:20.000,1,5
2019-11-25 16:49:02.740,1,5
2019-11-25 16:55:42.740,0,5
2019-11-25 16:57:24.740,1,5
2019-11-25 16:52:31.000,1,5
2019-11-25 16:50:16.240,0,5
2019-11-25 16:53:10.740,0,5
2019-11-25 16:53:29.500,0,5
2019-11-25 16:59:55.000,0,5
2019-11-25 16:54:42.500,0,5
2019-11-25 16:53:14.740,1,5
2019-11-25 16:57:16.740,0,5
2019-11-25 17:00:49.940,0,5
2019-11-25 16:57:31.240,1,5
2019-11-25 17:00:00.500,0,5
2019-11-25 17:00:05.740,1,5
2019-11-25 16:54:55.000,0,5
2019-11-25 16:55:00.740,1,5
2019-11-25 16:53:19.000,0,5
2019-11-25 16:54:41.740,0,5
2019-11-25 16:57:55.000,0,5
2019-11-25 16:55:57.000,0,5
2019-11-25 16:57:12.000,0,5
2019-11-25 16:58:08.240,1,5
2019-11-25 16:48:24.740,0,5
2019-11-25 16:48:25.500,0,5
2019-11-25 16:58:05.500,0,5
2019-11-25 16:59:26.000,0,5
2019-11-25 16:55:11.500,0,5
2019-11-25 16:48:59.740,1,5
2019-11-25 16:59:46.500,0,5
2019-11-25 16:54:13.500,0,5
2019-11-25 16:58:27.740,1,5
2019-11-25 16:55:12.240,0,5
2019-11-25 16:55:50.740,0,5
2019-11-25 16:54:29.500,1,5
2019-11-25 16:52:55.000,0,5
2019-11-25 16:48:45.500,1,5
2019-11-25 16:56:53.500,1,5
2019-11-25 17:00:18.240,0,5
2019-11-25 16:47:19.000,0,5
2019-11-25 16:58:14.000,0,5
2019-11-25 16:55:05.740,1,5
2019-11-25 17:00:35.000,0,5
2019-11-25 16:47:31.000,0,5
2019-11-25 16:52:45.000,1,5
2019-11-25 16:58:38.740,0,5
2019-11-25 16:52:26.500,0,5
2019-11-25 16:54:35.000,1,5
2019-11-25 16:50:15.740,0,5
2019-11-25 16:56:30.000,1,5
2019-11-25 16:59:52.500,0,5
2019-11-25 16:52:58.000,0,5
2019-11-25 16:52:50.740,1,5
2019-11-25 16:58:13.500,0,5
2019-11-25 16:49:45.740,1,5
2019-11-25 16:58:19.740,0,5
2019-11-25 16:50:12.740,0,5
2019-11-25 16:55:49.740,0,5
2019-11-25 16:57:57.740,0,5
2019-11-25 17:00:23.000,0,5
2019-11-25 16:48:30.240,0,5
2019-11-25 17:00:37.500,0,5
2019-11-25 16:47:19.240,0,5
2019-11-25 16:48:56.000,0,5
2019-11-25 16:54:52.500,0,5
2019-11-25 17:00:45.000,0,5
2019-11-25 16:58:48.240,0,5
2019-11-25 16:57:06.740,0,5
2019-11-25 16:58:12.240,0,5
2019-11-25 16:53:07.740,0,5
2019-11-25 16:58:02.000,0,5
2019-11-25 16:48:21.740,1,5
2019-11-25 16:48:06.500,1,5
2019-11-25 16:57:19.740,0,5
2019-11-25 17:00:34.240,0,5
2019-11-25 16:49:05.000,1,5
2019-11-25 16:49:55.740,0,5
2019-11-25 16:48:44.500,1,5
2019-11-25 16:57:09.500,0,5
2019-11-25 16:55:23.240,0,5
2019-11-25 16:54:39.740,0,5
2019-11-25 16:49:04.000,1,5
2019-11-25 16:54:48.240,0,5
2019-11-25 16:56:43.500,1,5
2019-11-25 16:58:30.240,0,5
2019-11-25 16:59:19.500,0,5
2019-11-25 16:50:24.740,0,5
2019-11-25 16:52:53.500,1,5
2019-11-25 16:48:45.240,1,5
2019-11-25 16:47:36.240,0,5
2019-11-25 16:54:19.240,1,5
2019-11-25 16:56:41.740,1,5
2019-11-25 17:00:24.500,0,5
2019-11-25 16:50:04.240,0,5
2019-11-25 16:55:56.240,0,5
2019-11-25 16:47:39.240,0,5
2019-11-25 16:55:08.500,0,5
2019-11-25 16:57:54.740,0,5
2019-11-25 16:59:28.740,0,5
2019-11-25 16:53:17.240,1,5
2019-11-25 16:57:15.740,0,5
2019-11-25 16:56:42.240,1,5
2019-11-25 16:59:19.740,0,5
2019-11-25 17:00:20.500,0,5
2019-11-25 17:00:05.500,0,5
2019-11-25 16:50:20.740,0,5
2019-11-25 16:54:36.000,0,5
2019-11-25 16:52:24.240,0,5
2019-11-25 16:49:58.740,0,5
2019-11-25 16:59:35.240,0,5
2019-11-25 17:00:31.000,0,5
2019-11-25 16:56:29.740,0,5
2019-11-25 16:57:54.500,0,5
2019-11-25 16:50:00.240,0,5
2019-11-25 16:58:40.240,0,5
2019-11-25 16:57:01.740,0,5
2019-11-25 16:57:17.000,0,5
2019-11-25 16:53:07.000,1,5
2019-11-25 16:47:27.500,0,5
2019-11-25 16:58:18.500,0,5
2019-11-25 16:56:17.000,0,5
2019-11-25 16:59:21.500,0,5
2019-11-25 16:56:08.500,0,5
2019-11-25 17:00:06.500,0,5
2019-11-25 16:48:56.500,1,5
2019-11-25 16:56:03.500,0,5
2019-11-25 16:57:10.500,0,5
2019-11-25 16:58:20.000,0,5
2019-11-25 17:00:36.740,0,5
2019-11-25 16:50:01.000,0,5
2019-11-25 16:57:43.000,0,5
2019-11-25 16:58:10.740,0,5
2019-11-25 16:56:15.240,0,5
2019-11-25 16:47:34.000,0,5
2019-11-25 16:59:38.740,0,5
2019-11-25 16:53:00.240,0,5
2019-11-25 16:55:38.240,0,5
2019-11-25 17:00:00.740,0,5
2019-11-25 16:55:44.740,0,5
2019-11-25 17:00:33.000,0,5
2019-11-25 16:58:29.240,1,5
2019-11-25 16:55:54.000,0,5
2019-11-25 16:48:03.740,1,5
2019-11-25 16:48:06.740,1,5
2019-11-25 16:54:33.740,1,5
2019-11-25 16:55:22.500,0,5
2019-11-25 16:47:06.000,0,5
2019-11-25 16:56:49.240,1,5
2019-11-25 16:47:20.000,0,5
2019-11-25 16:54:13.240,0,5
2019-11-25 16:48:04.740,0,5
2019-11-25 16:56:24.740,0,5
2019-11-25 16:59:18.740,0,5
2019-11-25 16:58:41.740,0,5
2019-11-25 16:56:04.500,0,5
2019-11-25 16:54:24.240,0,5
2019-11-25 16:55:30.000,1,5
2019-11-25 16:56:16.240,0,5
2019-11-25 16:49:42.740,0,5
2019-11-25 16:57:08.500,1,5
2019-11-25 16:58:14.240,0,5
2019-11-25 16:52:57.740,0,5
2019-11-25 17:00:03.240,1,5
2019-11-25 16:47:16.000,0,5
2019-11-25 16:57:13.500,0,5
2019-11-25 16:48:21.500,1,5
2019-11-25 16:56:27.240,0,5
2019-11-25 16:52:23.500,1,5
2019-11-25 16:54:48.500,0,5
2019-11-25 16:54:56.240,0,5
2019-11-25 16:53:08.000,0,5
2019-11-25 16:56:51.500,1,5
2019-11-25 16:48:05.240,0,5
2019-11-25 16:47:26.740,0,5
2019-11-25 17:00:13.500,0,5
2019-11-25 16:47:06.740,0,5
2019-11-25 16:47:14.500,0,5
2019-11-25 16:48:05.740,0,5
2019-11-25 16:47:12.000,0,5
2019-11-25 16:59:33.500,0,5
2019-11-25 16:58:43.740,0,5
2019-11-25 16:53:01.000,0,5
2019-11-25 16:55:53.740,0,5
2019-11-25 16:55:38.740,1,5
2019-11-25 16:55:31.500,1,5
2019-11-25 16:47:33.500,0,5
2019-11-25 16:56:46.000,0,5
2019-11-25 16:59:30.240,0,5
2019-11-25 16:50:18.240,0,5
2019-11-25 16:47:46.740,1,5
2019-11-25 16:48:37.000,0,5
2019-11-25 16:48:46.500,1,5
2019-11-25 16:58:23.500,0,5
2019-11-25 16:59:49.240,0,5
2019-11-25 17:00:21.500,0,5
2019-11-25 16:50:04.500,0,5
2019-11-25 16:52:16.240,0,5
2019-11-25 16:55:12.000,0,5
2019-11-25 16:56:17.740,0,5
2019-11-25 16:49:03.740,1,5
2019-11-25 16:57:48.000,0,5
2019-11-25 17:00:07.500,0,5
2019-11-25 16:57:59.000,0,5
2019-11-25 16:53:15.500,1,5
2019-11-25 16:53:27.240,1,5
2019-11-25 16:57:48.500,0,5
2019-11-25 16:49:50.740,1,5
2019-11-25 16:47:50.000,1,5
2019-11-25 16:55:57.240,0,5
2019-11-25 17:00:16.500,0,5
2019-11-25 16:54:40.000,0,5
2019-11-25 17:00:43.000,1,5
2019-11-25 16:50:07.740,1,5
2019-11-25 16:53:38.500,0,5
2019-11-25 16:59:16.000,0,5
2019-11-25 16:48:36.740,0,5
2019-11-25 16:55:31.240,1,5
2019-11-25 16:58:23.740,0,5
2019-11-25 16:55:29.740,0,5
2019-11-26 16:52:58.740,1,5
2019-11-26 16:52:51.240,1,5
2019-11-26 16:54:48.740,1,5
2019-11-26 16:54:45.500,1,5
2019-11-26 16:52:53.500,1,5
2019-11-26 16:57:04.740,1,5
2019-11-26 16:56:55.500,1,5
2019-11-26 16:56:58.740,0,5
2019-11-26 16:52:00.740,1,5
2019-11-26 16:52:48.500,1,5
2019-11-26 16:51:22.500,1,5
2019-11-26 16:53:30.740,1,5
2019-11-26 16:56:38.500,1,5
2019-11-26 16:57:00.240,0,5
2019-11-26 16:52:11.740,1,5
2019-11-26 16:54:31.240,1,5
2019-11-26 16:54:36.740,1,5
2019-11-26 16:56:16.500,1,5
2019-11-26 16:51:09.740,1,5
2019-11-26 16:56:45.740,1,5
2019-11-26 16:53:31.500,1,5
2019-11-26 16:51:12.240,1,5
2019-11-26 16:54:31.740,1,5
2019-11-26 16:51:59.000,1,5
2019-11-26 16:52:13.000,1,5
2019-11-26 16:52:47.240,1,5
2019-11-26 16:54:51.740,1,5
2019-11-26 16:55:09.500,1,5
2019-11-26 16:56:17.240,1,5
2019-11-26 16:52:08.500,1,5
2019-11-26 16:56:53.000,1,5
2019-11-26 16:56:51.240,1,5
2019-11-26 16:51:05.740,1,5
2019-11-26 16:57:16.740,1,5
2019-11-26 16:57:20.500,1,5
2019-11-26 16:54:28.000,1,5
2019-11-26 16:55:14.000,1,5
2019-11-26 16:56:18.500,1,5
2019-11-26 16:54:20.740,1,5
2019-11-26 16:54:35.500,1,5
2019-11-26 16:52:10.000,1,5
2019-11-26 16:56:36.740,1,5
2019-11-26 16:51:23.500,1,5
2019-11-26 16:51:58.740,1,5
2019-11-26 16:51:31.240,1,5
2019-11-26 16:53:05.000,1,5
2019-11-26 16:56:33.500,1,5
2019-11-26 16:56:27.500,1,5
2019-11-26 16:57:16.000,1,5
2019-11-26 16:55:14.500,1,5
2019-11-26 16:54:15.740,1,5
2019-11-26 16:53:20.740,1,5
2019-11-26 16:52:52.500,1,5
2019-11-26 16:56:58.500,0,5
2019-11-26 16:53:07.240,1,5
2019-11-26 16:53:17.000,0,5
2019-11-26 16:56:06.240,0,5
2019-11-26 16:56:27.000,1,5
2019-11-26 16:51:16.500,1,5
2019-11-26 16:53:17.240,0,5
2019-11-26 16:51:53.500,1,5
2019-11-26 16:57:14.000,0,5
2019-11-26 16:57:19.500,1,5
2019-11-26 16:56:06.500,0,5
2019-11-26 16:51:17.000,1,5
2019-11-26 16:54:27.500,1,5
2019-11-26 16:57:37.500,1,5
2019-11-26 16:52:00.000,1,5
2019-11-26 16:56:28.240,1,5
2019-11-26 16:52:19.740,1,5
2019-11-26 16:55:00.740,1,5
2019-11-26 16:51:29.240,1,5
2019-11-26 16:54:13.240,1,5
2019-11-26 16:52:52.740,1,5
2019-11-26 16:52:23.740,1,5
2019-11-26 16:51:54.000,1,5
2019-11-26 16:54:17.240,1,5
2019-11-26 16:51:31.000,1,5
2019-11-26 16:51:58.500,1,5
2019-11-26 16:52:02.000,1,5
2019-11-26 16:56:09.740,1,5
2019-11-26 16:52:49.740,1,5
2019-11-26 16:54:37.000,1,5
2019-11-26 16:56:35.500,1,5
2019-11-26 16:56:36.500,1,5
2019-11-26 16:56:12.500,1,5
2019-11-26 16:54:12.240,1,5
2019-11-26 16:53:23.500,1,5
2019-11-26 16:57:09.500,1,5
2019-11-26 16:52:22.240,1,5
2019-11-26 16:56:18.000,1,5
2019-11-26 16:54:50.240,1,5
2019-11-26 16:55:06.740,1,5
2019-11-26 16:54:37.500,1,5
2019-11-26 16:52:53.000,1,5
2019-11-26 16:52:01.500,1,5
2019-11-26 16:56:20.240,1,5
2019-11-26 16:56:40.740,0,5
2019-11-26 16:56:33.000,0,5
2019-11-26 16:51:16.240,1,5
2019-11-26 16:51:26.500,1,5
2019-11-26 16:57:09.740,1,5
2019-11-26 16:54:46.500,1,5
2019-11-26 16:51:00.500,1,5
2019-11-26 16:51:04.740,1,5
2019-11-26 16:54:51.000,1,5
2019-11-26 16:51:18.240,1,5
2019-11-26 16:51:06.240,1,5
2019-11-26 16:51:16.000,1,5
2019-11-26 16:57:00.000,0,5
2019-11-26 16:56:42.000,1,5
2019-11-26 16:51:11.000,1,5
2019-11-26 16:57:25.500,0,5
2019-11-26 16:53:32.000,1,5
2019-11-26 16:56:19.500,1,5
2019-11-26 16:54:14.500,1,5
2019-11-26 16:53:18.000,0,5
2019-11-26 16:52:59.500,1,5
2019-11-26 16:51:03.740,1,5
2019-11-26 16:56:32.500,1,5
2019-11-26 16:53:00.240,1,5
2019-11-26 16:57:21.240,0,5
2019-11-26 16:52:56.500,1,5
2019-11-26 16:52:10.740,1,5
2019-11-26 16:51:00.000,1,5
2019-11-26 16:57:11.000,1,5
2019-11-26 16:55:03.240,1,5
2019-11-26 16:56:32.000,1,5
2019-11-26 16:52:04.740,1,5
2019-11-26 16:54:39.240,1,5
2019-11-26 16:56:56.000,0,5
2019-11-26 16:54:21.500,1,5
2019-11-26 16:51:02.500,1,5
2019-11-26 16:51:58.240,1,5
2019-11-26 16:52:20.000,1,5
2019-11-26 16:52:13.500,1,5
2019-11-26 16:56:53.240,1,5
2019-11-26 16:53:25.000,1,5
2019-11-26 16:57:40.000,1,5
2019-11-26 16:53:32.240,1,5
2019-11-26 16:52:03.000,1,5
2019-11-26 16:56:38.740,1,5
2019-11-26 16:51:29.000,1,5
2019-11-26 16:56:20.500,0,5
2019-11-26 16:54:44.500,1,5
2019-11-26 16:57:08.240,1,5
2019-11-26 16:54:46.740,1,5
2019-11-26 16:56:34.240,1,5
2019-11-26 16:53:20.500,1,5
2019-11-26 16:53:31.000,1,5
2019-11-26 16:54:17.000,1,5
2019-11-26 16:52:10.500,1,5
2019-11-26 16:57:20.240,1,5
2019-11-26 16:57:18.740,0,5
2019-11-26 16:53:14.240,0,5
2019-11-26 16:54:49.000,1,5
2019-11-26 16:57:18.000,0,5
2019-11-26 16:56:47.000,1,5
2019-11-26 16:55:10.500,1,5
2019-11-26 16:51:14.500,1,5
2019-11-26 16:54:14.240,1,5
2019-11-26 16:56:23.240,1,5
2019-11-26 16:56:16.240,1,5
2019-11-26 16:56:11.740,1,5
2019-11-26 16:51:37.240,1,5
2019-11-26 16:51:15.740,1,5
2019-11-26 16:56:58.240,0,5
2019-11-26 16:56:52.000,1,5
2019-11-26 16:51:07.000,1,5
2019-11-26 16:54:56.240,1,5
2019-11-26 16:57:18.240,0,5
2019-11-26 16:57:23.500,0,5
2019-11-26 16:56:43.500,1,5
2019-11-26 16:56:09.500,1,5
2019-11-26 16:53:12.000,0,5
2019-11-26 16:57:12.500,1,5
2019-11-26 16:57:03.240,0,5
2019-11-26 16:56:34.500,1,5
2019-11-26 16:52:02.500,1,5
2019-11-26 16:56:52.240,1,5
2019-11-26 16:55:08.240,1,5
2019-11-26 16:54:44.000,1,5
2019-11-26 16:52:02.740,1,5
2019-11-26 16:54:13.000,0,5
2019-11-26 16:53:27.740,1,5
2019-11-26 16:54:29.500,1,5
2019-11-26 16:57:02.240,0,5
2019-11-26 16:53:34.220,1,5
2019-11-26 16:56:08.500,1,5
2019-11-26 16:56:22.240,1,5
2019-11-26 16:52:07.000,1,5
2019-11-26 16:56:13.000,1,5
2019-11-26 16:53:14.740,0,5
2019-11-26 16:54:22.740,1,5
2019-11-26 16:51:20.500,1,5
2019-11-26 16:55:08.740,1,5
2019-11-26 16:57:21.740,0,5
2019-11-26 16:54:40.000,1,5
2019-11-26 16:51:12.000,1,5
2019-11-26 16:54:47.740,1,5
2019-11-26 16:57:36.500,1,5
2019-11-26 16:56:57.740,0,5
2019-11-26 16:56:18.740,0,5
2019-11-26 16:53:25.500,1,5
2019-11-26 16:56:46.000,1,5
2019-11-26 16:51:09.500,1,5
2019-11-26 16:53:11.740,0,5
2019-11-26 16:57:43.500,1,5
2019-11-26 16:57:19.240,1,5
2019-11-26 16:56:41.240,0,5
2019-11-26 16:54:26.000,1,5
2019-11-26 16:52:12.240,1,5
2019-11-26 16:54:30.000,1,5
2019-11-26 16:52:50.500,1,5
2020-01-03 16:17:07.000,0,5
2020-01-03 16:16:31.740,1,5
2020-01-03 16:21:20.740,0,5
2020-01-03 16:16:37.500,1,5
2020-01-03 16:15:06.000,0,5
2020-01-03 16:16:19.000,0,5
2020-01-03 16:16:54.740,1,5
2020-01-03 16:21:11.000,0,5
2020-01-03 16:21:07.060,0,5
2020-01-03 16:17:15.240,0,5
2020-01-03 16:15:20.240,1,5
2020-01-03 16:16:25.240,1,5
2020-01-03 16:15:23.080,1,5
2020-01-03 16:16:42.000,1,5
2020-01-03 16:15:59.740,1,5
2020-01-03 16:20:22.500,0,5
2020-01-03 16:21:04.500,1,5
2020-01-03 16:16:41.740,0,5
2020-01-03 16:15:05.240,0,5
2020-01-03 16:15:34.400,0,5
2020-01-03 16:16:42.240,1,5
2020-01-03 16:15:31.500,0,5
2020-01-03 16:16:26.240,1,5
2020-01-03 16:16:43.500,1,5
2020-01-03 16:16:50.240,1,5
2020-01-03 16:20:19.500,0,5
2020-01-03 16:15:17.500,1,5
2020-01-03 16:16:30.000,1,5
2020-01-03 16:16:02.740,1,5
2020-01-03 16:17:07.500,1,5
2020-01-03 16:20:25.000,0,5
2020-01-03 16:21:04.240,1,5
2020-01-03 16:21:15.000,0,5
2020-01-03 16:16:04.240,1,5
2020-01-03 16:21:13.240,0,5
2020-01-03 16:21:23.000,0,5
2020-01-03 16:16:04.640,1,5
2020-01-03 16:15:01.740,0,5
2020-01-03 16:16:32.000,1,5
2020-01-03 16:21:16.500,0,5
2020-01-03 16:16:31.000,1,5
2020-01-03 16:15:14.240,1,5
2020-01-03 16:15:36.740,1,5
2020-01-03 16:15:32.740,0,5
2020-01-03 16:21:23.500,0,5
2020-01-03 16:21:19.500,0,5
2020-01-03 16:16:55.000,1,5
2020-01-03 16:15:17.000,1,5
2020-01-03 16:21:14.000,0,5
2020-01-03 16:16:59.000,1,5
2020-01-03 16:16:18.500,0,5
2020-01-03 16:15:15.240,1,5
2020-01-03 16:15:08.000,1,5
2020-01-03 16:16:44.240,1,5
2020-01-03 16:21:15.740,0,5
2020-01-03 16:16:54.000,1,5
2020-01-03 16:17:16.740,0,5
2020-01-03 16:15:21.500,1,5
2020-01-03 16:15:03.740,0,5
2020-01-03 16:17:21.500,1,5
2020-01-03 16:16:21.740,1,5
2020-01-03 16:21:15.240,0,5
2020-01-03 16:16:56.500,1,5
2020-01-03 16:16:27.000,1,5
2020-01-03 16:15:31.740,0,5
2020-01-03 16:20:35.240,1,5
2020-01-03 16:16:26.740,1,5
2020-01-03 16:16:39.740,1,5
2020-01-03 16:16:48.000,1,5
2020-01-03 16:17:10.500,1,5
2020-01-03 16:15:20.740,1,5
2020-01-03 16:16:08.240,1,5
2020-01-03 16:20:25.740,0,5
2020-01-03 16:16:57.500,1,5
2020-01-03 16:15:58.000,1,5
2020-01-03 16:16:28.740,1,5
2020-01-03 16:20:28.740,0,5
2020-01-03 16:21:21.500,0,5
2020-01-03 16:16:18.000,0,5
2020-01-03 16:21:14.240,0,5
2020-01-03 16:21:17.240,0,5
2020-01-03 16:16:58.740,1,5
2020-01-03 16:16:21.000,1,5
2020-01-03 16:17:08.000,1,5
2020-01-03 16:15:38.000,1,5
2020-01-03 16:21:13.740,0,5
2020-01-03 16:17:06.240,1,5
2020-01-03 16:16:30.240,1,5
2020-01-03 16:15:15.740,1,5
2020-01-03 16:16:47.500,1,5
2020-01-03 16:20:25.500,0,5
2020-01-03 16:16:22.740,1,5
2020-01-03 16:21:06.240,0,5
2020-01-03 16:16:24.740,1,5
2020-01-03 16:15:55.000,1,5
2020-01-03 16:15:11.740,1,5
2020-01-03 16:17:09.500,1,5
2020-01-03 16:16:29.500,1,5
2020-01-03 16:16:57.240,1,5
2020-01-03 16:17:15.000,0,5
2020-01-03 16:16:38.000,1,5
2020-01-03 16:15:53.240,1,5
2020-01-03 16:20:35.000,1,5
2020-01-03 16:16:35.500,1,5
2020-01-03 16:16:48.740,1,5
2020-01-03 16:15:53.740,1,5
2020-01-03 16:21:25.240,0,5
2020-01-03 16:21:05.500,1,5
2020-01-03 16:20:20.740,0,5
2020-01-03 16:21:09.240,0,5
2020-01-03 16:21:02.740,0,5
2020-01-03 16:16:52.500,1,5
2020-01-03 16:15:57.740,1,5
2020-01-03 16:16:58.240,1,5
2020-01-03 16:21:14.740,0,5
2020-01-03 16:20:22.000,0,5
2020-01-03 16:17:20.500,1,5
2020-01-03 16:21:22.000,0,5
2020-01-03 16:16:07.740,1,5
2020-01-03 16:16:29.000,1,5
2020-01-03 16:17:14.240,0,5
2020-01-03 16:15:22.240,1,5
2020-01-03 16:21:06.740,0,5
2020-01-03 16:17:13.740,0,5
2019-11-25 16:57:43.500,0,6
2019-11-25 16:59:43.000,0,6
2019-11-25 16:54:14.500,0,6
2019-11-25 16:54:14.000,0,6
2019-11-25 16:59:43.500,0,6
2019-11-25 16:56:28.000,0,6
2019-11-25 17:00:19.740,1,6
2019-11-25 17:00:32.500,0,6
2019-11-25 16:58:22.240,0,6
2019-11-25 16:48:44.500,1,6
2019-11-25 16:57:16.500,0,6
2019-11-25 16:48:58.240,0,6
2019-11-25 16:47:38.500,0,6
2019-11-25 16:47:09.500,0,6
2019-11-25 16:55:07.240,1,6
2019-11-25 16:57:46.500,1,6
2019-11-25 16:59:21.000,0,6
2019-11-25 16:59:11.740,0,6
2019-11-25 16:57:05.000,0,6
2019-11-25 17:00:42.500,0,6
2019-11-25 17:00:16.740,0,6
2019-11-25 16:53:12.740,1,6
2019-11-25 16:57:07.740,0,6
2019-11-25 16:59:32.740,0,6
2019-11-25 16:48:58.500,1,6
2019-11-25 16:47:57.000,1,6
2019-11-25 16:48:48.000,1,6
2019-11-25 16:47:36.500,0,6
2019-11-25 16:54:41.240,0,6
2019-11-25 17:00:10.000,0,6
2019-11-25 16:59:58.000,0,6
2019-11-25 16:55:18.500,1,6
2019-11-25 16:55:07.500,0,6
2019-11-25 16:57:06.000,0,6
