time,l,iteration
2019-11-25 16:48:27.240,0,2
2019-11-25 16:59:26.740,0,2
2019-11-25 16:50:19.740,0,2
2019-11-25 16:49:57.240,0,2
2019-11-25 16:53:34.240,0,2
2019-11-25 16:59:58.740,0,2
2019-11-25 16:48:23.740,1,2
2019-11-25 16:47:40.000,0,2
2019-11-25 16:47:17.500,0,2
2019-11-25 16:59:39.740,0,2
2019-11-25 16:57:45.740,0,2
2019-11-25 16:56:59.240,1,2
2019-11-25 16:48:48.500,0,2
2019-11-25 17:00:24.000,0,2
2019-11-25 16:55:27.740,0,2
2019-11-25 16:57:31.000,1,2
2019-11-25 16:55:18.500,1,2
2019-11-25 16:57:37.000,0,2
2019-11-25 17:00:04.740,0,2
2019-11-25 16:52:24.740,0,2
2019-11-25 16:52:53.740,1,2
2019-11-25 16:47:08.240,0,2
2019-11-25 16:56:05.740,0,2
2019-11-25 16:56:48.000,0,2
2019-11-25 16:56:30.240,0,2
2019-11-25 16:54:34.500,1,2
2019-11-25 16:52:56.500,0,2
2019-11-25 16:56:45.740,0,2
2019-11-25 16:53:28.740,1,2
2019-11-25 17:00:47.240,0,2
2019-11-25 16:48:54.500,0,2
2019-11-25 16:56:28.740,0,2
2019-11-25 16:55:32.740,1,2
2019-11-25 16:58:38.000,0,2
2019-11-25 16:55:10.500,0,2
2019-11-25 16:59:46.000,0,2
2019-11-25 16:49:45.500,1,2
2019-11-25 16:53:10.000,1,2
2019-11-25 16:47:43.420,0,2
2019-11-25 16:58:08.500,1,2
2019-11-25 16:57:06.740,0,2
2019-11-25 16:47:39.240,0,2
2019-11-25 16:59:21.500,0,2
2019-11-25 16:58:07.240,0,2
2019-11-25 16:50:20.740,0,2
2019-11-25 16:58:47.740,0,2
2019-11-25 16:55:22.740,0,2
2019-11-25 17:00:08.500,1,2
2019-11-25 16:55:53.740,0,2
2019-11-25 16:57:15.240,0,2
2019-11-25 16:47:37.500,0,2
2019-11-25 16:56:54.000,1,2
2019-11-25 16:54:26.740,0,2
2019-11-25 16:47:39.000,0,2
2019-11-25 17:00:01.740,0,2
2019-11-25 16:58:17.000,0,2
2019-11-25 16:55:21.740,0,2
2019-11-25 17:00:18.240,0,2
2019-11-25 16:52:28.000,0,2
2019-11-25 16:57:29.740,0,2
2019-11-25 16:58:15.000,0,2
2019-11-25 16:50:22.740,0,2
2019-11-25 16:53:24.240,1,2
2019-11-25 17:00:24.740,0,2
2019-11-25 16:56:22.500,0,2
2019-11-25 16:47:25.740,0,2
2019-11-25 16:57:57.740,0,2
2019-11-25 16:47:29.240,0,2
2019-11-25 17:00:05.000,1,2
2019-11-25 16:53:36.740,1,2
2019-11-25 16:52:32.240,1,2
2019-11-25 16:55:11.500,0,2
2019-11-25 16:56:51.000,0,2
2019-11-25 16:52:49.740,1,2
2019-11-25 16:47:42.740,0,2
2019-11-25 16:57:22.240,0,2
2019-11-25 17:00:49.000,0,2
2019-11-25 16:56:26.240,0,2
2019-11-25 16:55:59.000,0,2
2019-11-25 16:53:28.500,1,2
2019-11-25 16:55:20.240,0,2
2019-11-25 16:59:17.500,0,2
2019-11-25 16:48:31.500,1,2
2019-11-25 16:47:55.000,1,2
2019-11-25 16:57:42.740,0,2
2019-11-25 16:47:47.500,1,2
2019-11-25 16:59:26.500,0,2
2019-11-25 16:57:48.240,0,2
2019-11-25 16:57:21.740,0,2
2019-11-25 16:53:23.740,1,2
2019-11-25 16:50:11.240,1,2
2019-11-25 16:57:48.500,0,2
2019-11-25 16:55:39.000,0,2
2019-11-25 17:00:39.500,0,2
2019-11-25 16:57:14.240,0,2
2019-11-25 16:49:43.240,0,2
2019-11-25 16:50:05.240,0,2
2019-11-25 16:52:14.740,0,2
2019-11-25 16:59:41.740,1,2
2019-11-25 16:54:58.740,1,2
2019-11-25 16:55:35.000,0,2
2019-11-25 16:57:43.000,0,2
2019-11-25 16:53:05.500,1,2
2019-11-25 16:47:44.000,0,2
2019-11-25 16:56:20.000,0,2
2019-11-25 16:55:13.500,0,2
2019-11-25 16:56:21.240,0,2
2019-11-25 16:48:24.000,0,2
2019-11-25 16:59:19.740,0,2
2019-11-25 16:48:04.740,1,2
2019-11-25 16:49:57.000,0,2
2019-11-25 17:00:46.500,0,2
2019-11-25 16:57:43.500,0,2
2019-11-25 16:52:50.000,1,2
2019-11-25 16:55:54.500,1,2
2019-11-25 16:47:50.000,1,2
2019-11-25 17:00:06.000,1,2
2019-11-25 16:53:29.240,1,2
2019-11-25 17:00:04.000,1,2
2019-11-25 17:00:08.000,1,2
2019-11-25 16:52:45.740,1,2
2019-11-25 16:53:17.500,1,2
2019-11-25 16:48:21.240,1,2
2019-11-25 16:56:52.000,0,2
2019-11-25 16:47:28.000,0,2
2019-11-25 16:53:09.500,1,2
2019-11-25 16:58:07.740,0,2
2019-11-25 16:56:46.740,0,2
2019-11-25 16:54:49.000,0,2
2019-11-25 16:48:46.240,1,2
2019-11-25 16:58:27.240,0,2
2019-11-25 16:54:49.240,0,2
2019-11-25 16:58:01.000,0,2
2019-11-25 16:53:04.000,0,2
2019-11-25 16:49:41.240,1,2
2019-11-25 16:55:50.500,0,2
2019-11-25 16:55:38.740,1,2
2019-11-25 16:57:47.740,0,2
2019-11-25 16:50:19.000,0,2
2019-11-25 16:49:00.740,0,2
2019-11-25 16:59:12.500,0,2
2019-11-25 16:53:20.500,1,2
2019-11-25 16:53:22.740,1,2
2019-11-25 16:57:28.240,0,2
2019-11-25 16:52:26.240,0,2
2019-11-25 16:54:45.240,0,2
2019-11-25 16:48:33.420,0,2
2019-11-25 16:55:49.500,0,2
2019-11-25 16:53:15.000,1,2
2019-11-25 16:55:25.000,0,2
2019-11-25 16:47:34.000,0,2
2019-11-25 16:57:09.740,0,2
2019-11-25 16:57:20.500,0,2
2019-11-25 16:47:36.500,0,2
2019-11-25 16:56:19.240,0,2
2019-11-25 16:57:17.240,0,2
2019-11-25 16:57:04.500,0,2
2019-11-25 17:00:16.740,0,2
2019-11-25 16:59:33.000,0,2
2019-11-25 16:57:38.000,0,2
2019-11-25 16:55:43.740,0,2
2019-11-25 16:48:32.000,0,2
2019-11-25 16:53:07.240,1,2
2019-11-25 16:54:52.000,0,2
2019-11-25 16:55:24.000,1,2
2019-11-25 16:47:49.240,1,2
2019-11-25 16:50:07.240,0,2
2019-11-25 16:58:42.000,0,2
2019-11-25 16:53:13.500,1,2
2019-11-25 16:56:02.000,0,2
2019-11-25 16:57:11.740,0,2
2019-11-25 17:00:25.240,0,2
2019-11-25 16:58:44.740,0,2
2019-11-25 16:56:34.060,1,2
2019-11-25 16:59:25.240,0,2
2019-11-25 17:00:31.740,0,2
2019-11-25 16:50:15.500,0,2
2019-11-25 16:57:32.240,1,2
2019-11-25 16:47:11.500,0,2
2019-11-25 16:56:50.500,0,2
2019-11-25 16:57:35.740,0,2
2019-11-25 16:52:53.500,1,2
2019-11-25 16:47:21.360,1,2
2019-11-25 16:47:09.240,0,2
2019-11-25 16:58:05.740,1,2
2019-11-25 16:56:16.000,0,2
2019-11-25 16:57:06.240,0,2
2019-11-25 16:47:16.740,0,2
2019-11-25 16:49:09.000,0,2
2019-11-25 16:56:00.740,0,2
2019-11-25 16:47:40.240,0,2
2019-11-25 16:47:25.240,0,2
2019-11-25 16:59:32.240,1,2
2019-11-25 16:56:58.500,0,2
2019-11-25 16:56:25.500,0,2
2019-11-25 16:48:27.500,0,2
2019-11-25 16:57:22.500,0,2
2019-11-25 16:57:51.500,0,2
2019-11-25 16:57:08.000,0,2
2019-11-25 16:52:56.240,0,2
2019-11-25 16:52:36.000,1,2
2019-11-25 16:54:25.500,0,2
2019-11-25 16:56:32.000,0,2
2019-11-25 16:54:16.740,0,2
2019-11-25 16:53:09.740,1,2
2019-11-25 16:54:52.500,0,2
2019-11-25 16:59:14.740,0,2
2019-11-25 16:56:22.740,0,2
2019-11-25 16:47:13.000,0,2
2019-11-25 16:57:28.740,0,2
2019-11-25 16:50:17.000,0,2
2019-11-25 17:00:29.500,0,2
2019-11-25 16:58:10.240,0,2
2019-11-25 17:00:22.240,0,2
2019-11-25 16:52:28.240,0,2
2019-11-25 16:53:33.000,0,2
2019-11-25 16:57:01.500,1,2
2019-11-25 16:56:19.500,1,2
2019-11-25 16:48:33.000,0,2
2019-11-25 16:57:31.500,1,2
2019-11-25 16:56:41.240,0,2
2019-11-25 16:47:13.500,0,2
2019-11-25 16:49:41.500,0,2
2019-11-25 16:57:02.000,0,2
2019-11-25 16:59:44.000,0,2
2019-11-25 17:00:45.240,0,2
2019-11-25 16:54:28.240,1,2
2019-11-25 16:58:41.240,0,2
2019-11-25 16:57:20.000,0,2
2019-11-25 16:56:58.240,1,2
2019-11-25 16:59:36.000,0,2
2019-11-25 16:59:29.740,0,2
2019-11-25 16:47:41.740,0,2
2019-11-25 16:57:13.240,0,2
2019-11-25 16:57:04.740,0,2
2019-11-25 16:54:13.500,0,2
2019-11-25 16:49:43.740,0,2
2019-11-25 16:56:23.000,0,2
2019-11-25 16:59:12.240,0,2
2019-11-25 16:49:59.000,0,2
2019-11-25 16:58:43.240,0,2
2019-11-25 16:55:06.240,1,2
2019-11-25 16:47:08.000,1,2
2019-11-25 16:49:08.240,0,2
2019-11-25 16:54:15.000,0,2
2019-11-25 16:49:49.240,1,2
2019-11-25 17:00:21.740,1,2
2019-11-25 16:55:08.500,0,2
2019-11-25 16:57:25.000,0,2
2019-11-25 16:49:41.000,0,2
2019-11-25 16:54:46.240,0,2
2019-11-25 16:54:12.500,0,2
2019-11-25 16:59:13.740,0,2
2019-11-25 16:54:25.740,0,2
2019-11-25 16:53:35.740,1,2
2019-11-25 16:59:56.000,0,2
2019-11-25 16:50:12.240,1,2
2019-11-25 16:59:19.500,0,2
2019-11-25 16:47:41.500,0,2
2019-11-25 16:50:17.240,0,2
2019-11-25 16:47:47.000,0,2
2019-11-25 16:56:15.000,0,2
2019-11-25 16:53:34.740,1,2
2019-11-25 16:55:24.740,0,2
2019-11-25 16:58:03.000,0,2
2019-11-25 16:57:53.240,0,2
2019-11-25 16:53:02.500,0,2
2019-11-25 16:57:23.500,0,2
2019-11-25 16:52:33.000,1,2
2019-11-25 16:59:47.740,0,2
2019-11-25 16:48:37.400,0,2
2019-11-25 16:56:32.740,0,2
2019-11-25 16:47:46.740,1,2
2019-11-25 16:47:54.000,1,2
2019-11-25 16:56:49.500,0,2
2019-11-25 16:55:31.000,1,2
2019-11-25 16:59:19.240,0,2
2019-11-25 16:48:54.240,0,2
2019-11-25 16:53:21.240,0,2
2019-11-25 16:55:52.240,0,2
2019-11-25 16:48:53.740,0,2
2019-11-25 17:00:13.240,0,2
2019-11-25 17:00:24.240,0,2
2019-11-25 16:54:58.000,1,2
2019-11-25 16:57:07.000,0,2
2019-11-25 16:52:29.740,1,2
2019-11-25 16:53:32.240,0,2
2019-11-25 16:57:44.500,0,2
2019-11-25 16:57:44.240,0,2
2019-11-25 16:58:35.500,0,2
2019-11-25 16:56:33.000,1,2
2019-11-25 16:56:55.500,1,2
2019-11-25 16:49:01.000,1,2
2019-11-25 16:52:48.500,1,2
2019-11-25 16:58:46.740,0,2
2019-11-25 16:47:55.240,1,2
2019-11-25 16:57:14.740,0,2
2019-11-25 16:52:46.000,1,2
2019-11-25 16:57:40.240,0,2
2019-11-25 17:00:43.000,1,2
2019-11-25 16:50:24.240,0,2
2019-11-25 16:48:21.740,1,2
2019-11-25 16:57:07.240,0,2
2019-11-25 16:58:04.740,0,2
2019-11-25 16:58:30.000,0,2
2019-11-25 16:47:56.500,1,2
2019-11-25 16:48:33.240,0,2
2019-11-25 16:57:03.000,0,2
2019-11-25 16:57:54.740,0,2
2019-11-25 16:50:17.740,0,2
2019-11-25 17:00:39.000,0,2
2019-11-25 16:59:33.740,0,2
2019-11-25 16:58:41.740,0,2
2019-11-25 16:57:03.740,0,2
2019-11-25 16:52:46.740,0,2
2019-11-25 16:47:07.740,0,2
2019-11-25 16:59:37.000,0,2
2019-11-25 16:58:28.500,0,2
2019-11-25 16:55:26.500,0,2
2019-11-25 16:57:41.740,0,2
2019-11-25 16:58:21.000,0,2
2019-11-25 16:54:31.740,1,2
2019-11-25 16:52:55.500,0,2
2019-11-25 16:59:53.500,0,2
2019-11-25 16:55:41.500,0,2
2019-11-25 16:55:52.500,0,2
2019-11-25 16:56:10.500,0,2
2019-11-25 17:00:07.000,0,2
2019-11-25 16:59:38.740,0,2
2019-11-26 16:53:03.000,1,2
2019-11-26 16:56:13.740,1,2
2019-11-26 16:54:40.740,1,2
2019-11-26 16:56:09.500,1,2
2019-11-26 16:57:06.240,1,2
2019-11-26 16:54:13.740,1,2
2019-11-26 16:56:23.000,1,2
2019-11-26 16:53:32.740,1,2
2019-11-26 16:56:21.240,1,2
2019-11-26 16:54:27.240,1,2
2019-11-26 16:54:53.500,1,2
2019-11-26 16:57:20.500,1,2
2019-11-26 16:52:00.500,1,2
2019-11-26 16:52:12.500,1,2
2019-11-26 16:54:14.500,1,2
2019-11-26 16:56:56.500,0,2
2019-11-26 16:56:14.740,1,2
2019-11-26 16:54:29.740,1,2
2019-11-26 16:53:34.220,1,2
2019-11-26 16:54:50.000,1,2
2019-11-26 16:54:17.000,1,2
2019-11-26 16:51:25.740,1,2
2019-11-26 16:55:08.740,1,2
2019-11-26 16:51:08.240,1,2
2019-11-26 16:54:59.500,1,2
2019-11-26 16:52:56.000,1,2
2019-11-26 16:57:09.500,1,2
2019-11-26 16:54:21.740,1,2
2019-11-26 16:52:54.240,1,2
2019-11-26 16:52:46.500,1,2
2019-11-26 16:56:19.000,1,2
2019-11-26 16:56:20.240,1,2
2019-11-26 16:53:09.000,0,2
2019-11-26 16:52:48.240,1,2
2019-11-26 16:55:02.240,1,2
2019-11-26 16:51:25.000,1,2
2019-11-26 16:53:17.740,0,2
2019-11-26 16:57:01.000,0,2
2019-11-26 16:56:21.740,1,2
2019-11-26 16:51:09.000,1,2
2019-11-26 16:54:36.240,1,2
2019-11-26 16:56:40.000,1,2
2019-11-26 16:51:34.000,1,2
2019-11-26 16:56:18.500,1,2
2019-11-26 16:57:15.500,1,2
2019-11-26 16:55:05.240,1,2
2019-11-26 16:53:29.500,1,2
2019-11-26 16:51:09.740,1,2
2019-11-26 16:55:09.240,1,2
2019-11-26 16:57:11.740,1,2
2019-11-26 16:54:25.740,1,2
2019-11-26 16:56:52.000,1,2
2019-11-26 16:56:06.240,0,2
2019-11-26 16:51:22.740,1,2
2019-11-26 16:53:02.000,1,2
2019-11-26 16:51:36.000,1,2
2019-11-26 16:56:52.500,1,2
2019-11-26 16:51:10.240,1,2
2019-11-26 16:57:37.000,1,2
2019-11-26 16:52:13.740,1,2
2019-11-26 16:56:28.000,0,2
2019-11-26 16:51:26.000,1,2
2019-11-26 16:51:10.740,1,2
2019-11-26 16:56:48.000,1,2
2019-11-26 16:57:19.000,1,2
2019-11-26 16:53:19.740,1,2
2019-11-26 16:53:24.500,1,2
2019-11-26 16:53:14.740,0,2
2019-11-26 16:51:35.240,1,2
2019-11-26 16:51:24.240,1,2
2019-11-26 16:54:22.500,1,2
2019-11-26 16:54:46.740,1,2
2019-11-26 16:52:07.740,1,2
2019-11-26 16:55:07.740,1,2
2019-11-26 16:57:05.000,1,2
2019-11-26 16:52:09.240,1,2
2019-11-26 16:51:23.500,1,2
2019-11-26 16:56:15.500,1,2
2019-11-26 16:57:04.740,1,2
2019-11-26 16:54:39.500,1,2
2019-11-26 16:57:00.500,0,2
2019-11-26 16:52:06.740,1,2
2019-11-26 16:51:11.000,1,2
2019-11-26 16:53:04.740,1,2
2019-11-26 16:52:57.740,1,2
2019-11-26 16:56:47.000,1,2
2019-11-26 16:57:40.740,1,2
2019-11-26 16:56:13.500,1,2
2019-11-26 16:56:17.000,1,2
2019-11-26 16:53:15.240,0,2
2019-11-26 16:53:28.240,1,2
2019-11-26 16:55:03.500,1,2
2019-11-26 16:56:21.500,1,2
2019-11-26 16:52:06.500,1,2
2019-11-26 16:53:06.500,1,2
2019-11-26 16:56:55.000,0,2
2019-11-26 16:53:32.000,1,2
2019-11-26 16:51:09.500,1,2
2019-11-26 16:51:32.500,1,2
2019-11-26 16:54:50.740,1,2
2019-11-26 16:54:35.240,1,2
2019-11-26 16:54:36.000,1,2
2019-11-26 16:52:59.500,1,2
2019-11-26 16:52:56.740,1,2
2019-11-26 16:56:32.240,1,2
2019-11-26 16:56:26.240,1,2
2019-11-26 16:52:05.000,1,2
2019-11-26 16:56:39.500,1,2
2019-11-26 16:56:19.740,1,2
2019-11-26 16:53:31.500,1,2
2019-11-26 16:54:59.240,1,2
2019-11-26 16:56:08.740,1,2
2019-11-26 16:53:25.500,1,2
2019-11-26 16:50:57.740,1,2
2019-11-26 16:56:32.000,1,2
2019-11-26 16:56:11.500,1,2
2019-11-26 16:52:54.000,1,2
2019-11-26 16:56:20.740,1,2
2019-11-26 16:53:02.240,1,2
2019-11-26 16:53:13.240,0,2
2019-11-26 16:57:08.240,1,2
2019-11-26 16:56:45.740,1,2
2019-11-26 16:55:06.240,1,2
2019-11-26 16:51:21.240,1,2
2019-11-26 16:53:16.500,0,2
2019-11-26 16:54:30.740,1,2
2019-11-26 16:54:38.240,1,2
2019-11-26 16:56:27.000,1,2
2019-11-26 16:57:13.000,1,2
2019-11-26 16:54:32.240,0,2
2019-11-26 16:51:19.740,1,2
2019-11-26 16:54:42.500,1,2
2019-11-26 16:51:59.000,1,2
2019-11-26 16:51:54.000,1,2
2019-11-26 16:54:40.240,1,2
2019-11-26 16:52:21.240,1,2
2019-11-26 16:56:46.240,1,2
2019-11-26 16:55:07.240,1,2
2019-11-26 16:53:12.740,0,2
2019-11-26 16:52:51.500,1,2
2019-11-26 16:54:16.740,1,2
2019-11-26 16:56:09.000,1,2
2019-11-26 16:54:38.000,1,2
2019-11-26 16:56:36.000,1,2
2019-11-26 16:51:57.740,1,2
2019-11-26 16:54:54.740,1,2
2019-11-26 16:55:03.740,1,2
2019-11-26 16:54:47.740,1,2
2019-11-26 16:56:27.500,1,2
2019-11-26 16:52:51.740,1,2
2019-11-26 16:55:09.740,1,2
2019-11-26 16:56:40.740,1,2
2019-11-26 16:52:09.500,1,2
2019-11-26 16:57:20.740,0,2
2019-11-26 16:52:15.000,1,2
2019-11-26 16:53:33.740,1,2
2019-11-26 16:56:38.740,1,2
2019-11-26 16:57:22.000,0,2
2019-11-26 16:57:22.500,0,2
2019-11-26 16:53:28.740,1,2
2019-11-26 16:57:38.740,1,2
2019-11-26 16:54:59.000,1,2
2019-11-26 16:54:40.500,1,2
2019-11-26 16:54:15.500,1,2
2019-11-26 16:54:37.240,1,2
2019-11-26 16:52:03.000,1,2
2019-11-26 16:53:08.740,0,2
2019-11-26 16:54:28.240,1,2
2019-11-26 16:53:30.500,1,2
2019-11-26 16:52:48.500,1,2
2019-11-26 16:51:15.000,1,2
2019-11-26 16:53:33.500,1,2
2019-11-26 16:52:10.740,1,2
2019-11-26 16:56:10.500,1,2
2019-11-26 16:52:50.740,1,2
2019-11-26 16:56:23.740,1,2
2019-11-26 16:53:20.000,1,2
2019-11-26 16:54:26.740,1,2
2019-11-26 16:55:14.720,1,2
2019-11-26 16:56:24.000,1,2
2019-11-26 16:53:02.740,1,2
2019-11-26 16:53:27.240,1,2
2019-11-26 16:55:09.500,1,2
2019-11-26 16:54:37.000,1,2
2019-11-26 16:57:17.240,1,2
2019-11-26 16:57:01.240,0,2
2019-11-26 16:51:58.500,1,2
2019-11-26 16:51:12.240,1,2
2019-11-26 16:51:28.740,1,2
2019-11-26 16:51:16.500,1,2
2019-11-26 16:53:24.240,1,2
2019-11-26 16:56:50.500,1,2
2019-11-26 16:54:29.240,1,2
2019-11-26 16:54:24.740,1,2
2019-11-26 16:56:14.500,1,2
2019-11-26 16:55:12.740,1,2
2019-11-26 16:51:13.240,1,2
2019-11-26 16:54:58.500,1,2
2019-11-26 16:53:07.740,0,2
2019-11-26 16:51:02.000,1,2
2019-11-26 16:52:59.240,1,2
2019-11-26 16:51:16.740,1,2
2019-11-26 16:53:01.240,1,2
2019-11-26 16:53:16.240,0,2
2019-11-26 16:57:13.740,1,2
2019-11-26 16:51:11.500,1,2
2019-11-26 16:57:18.500,1,2
2019-11-26 16:51:03.240,1,2
2019-11-26 16:56:48.740,1,2
2019-11-26 16:51:36.740,1,2
2019-11-26 16:54:56.240,1,2
2019-11-26 16:56:19.500,1,2
2019-11-26 16:54:19.000,1,2
2019-11-26 16:54:20.240,1,2
2020-01-03 16:17:22.980,0,2
2020-01-03 16:16:18.240,0,2
2020-01-03 16:20:24.740,0,2
2020-01-03 16:16:22.500,1,2
2020-01-03 16:16:01.000,1,2
2020-01-03 16:16:31.240,1,2
2020-01-03 16:15:06.500,0,2
2020-01-03 16:16:32.740,1,2
2020-01-03 16:15:31.240,0,2
2020-01-03 16:15:54.240,1,2
2020-01-03 16:16:43.740,1,2
2020-01-03 16:21:20.500,0,2
2020-01-03 16:20:22.740,0,2
2020-01-03 16:21:09.000,0,2
2020-01-03 16:20:22.000,0,2
2020-01-03 16:20:24.240,0,2
2020-01-03 16:20:31.500,1,2
2020-01-03 16:15:07.500,0,2
2020-01-03 16:20:35.240,1,2
2020-01-03 16:16:18.500,0,2
2020-01-03 16:17:20.740,0,2
2020-01-03 16:16:55.500,1,2
2020-01-03 16:17:12.000,0,2
2020-01-03 16:17:06.000,0,2
2020-01-03 16:16:44.500,1,2
2020-01-03 16:20:18.000,0,2
2020-01-03 16:16:40.500,1,2
2020-01-03 16:21:17.000,0,2
2020-01-03 16:21:12.000,0,2
2020-01-03 16:16:57.240,1,2
2020-01-03 16:21:03.000,0,2
2020-01-03 16:16:40.740,1,2
2020-01-03 16:16:31.000,1,2
2020-01-03 16:17:12.740,0,2
2020-01-03 16:15:21.740,1,2
2020-01-03 16:16:47.500,1,2
2020-01-03 16:17:19.240,1,2
2020-01-03 16:15:14.740,1,2
2020-01-03 16:21:19.500,0,2
2020-01-03 16:15:07.000,0,2
2020-01-03 16:16:06.000,1,2
2020-01-03 16:21:04.000,1,2
2020-01-03 16:15:58.240,1,2
2020-01-03 16:21:02.500,1,2
2020-01-03 16:21:16.000,0,2
2020-01-03 16:20:24.000,0,2
2020-01-03 16:17:20.500,1,2
2020-01-03 16:20:17.500,0,2
2020-01-03 16:21:10.500,0,2
2020-01-03 16:16:34.500,1,2
2020-01-03 16:15:08.240,0,2
2020-01-03 16:21:02.740,0,2
2020-01-03 16:17:04.240,1,2
2020-01-03 16:15:18.000,1,2
2020-01-03 16:20:30.740,1,2
2020-01-03 16:17:08.740,0,2
2020-01-03 16:15:20.240,1,2
2020-01-03 16:16:53.240,1,2
2020-01-03 16:16:06.500,1,2
2020-01-03 16:21:05.500,1,2
2020-01-03 16:20:31.240,1,2
2020-01-03 16:16:25.500,1,2
2020-01-03 16:21:23.500,0,2
2020-01-03 16:16:50.740,1,2
2020-01-03 16:15:32.740,0,2
2020-01-03 16:17:11.500,1,2
2020-01-03 16:20:25.000,0,2
2020-01-03 16:21:22.000,0,2
2020-01-03 16:16:52.740,1,2
2020-01-03 16:15:56.240,1,2
2020-01-03 16:21:21.240,0,2
2020-01-03 16:15:38.240,1,2
2020-01-03 16:20:30.000,1,2
2020-01-03 16:15:55.500,1,2
2020-01-03 16:15:29.740,0,2
2020-01-03 16:16:43.000,1,2
2020-01-03 16:21:16.240,0,2
2020-01-03 16:15:15.500,1,2
2020-01-03 16:16:39.240,1,2
2020-01-03 16:17:21.740,1,2
2020-01-03 16:16:44.740,1,2
2020-01-03 16:16:01.500,1,2
2020-01-03 16:20:31.000,1,2
2020-01-03 16:21:19.000,0,2
2020-01-03 16:17:14.500,0,2
2020-01-03 16:15:06.000,0,2
2020-01-03 16:16:55.740,0,2
2020-01-03 16:15:07.240,0,2
2020-01-03 16:15:57.240,1,2
2020-01-03 16:20:24.500,0,2
2020-01-03 16:15:54.500,1,2
2020-01-03 16:15:33.240,0,2
2020-01-03 16:20:26.740,0,2
2020-01-03 16:17:20.240,1,2
2020-01-03 16:16:58.740,1,2
2020-01-03 16:21:19.740,0,2
2020-01-03 16:16:45.740,1,2
2020-01-03 16:15:57.500,1,2
2020-01-03 16:15:18.500,1,2
2020-01-03 16:16:25.240,1,2
2020-01-03 16:16:39.000,1,2
2020-01-03 16:16:02.240,1,2
2020-01-03 16:17:07.000,0,2
2020-01-03 16:15:56.000,1,2
2020-01-03 16:15:36.240,1,2
2020-01-03 16:16:23.000,1,2
2020-01-03 16:16:49.240,1,2
2020-01-03 16:16:09.000,0,2
2020-01-03 16:15:37.500,1,2
2020-01-03 16:15:16.240,1,2
2020-01-03 16:16:56.000,1,2
2020-01-03 16:16:03.740,1,2
2020-01-03 16:16:57.740,1,2
2020-01-03 16:20:26.500,0,2
2020-01-03 16:16:51.500,1,2
2020-01-03 16:16:23.740,1,2
2020-01-03 16:21:10.000,0,2
2020-01-03 16:17:10.000,0,2
2020-01-03 16:20:23.740,0,2
2020-01-03 16:15:14.240,1,2
2020-01-03 16:20:33.740,1,2
2020-01-03 16:20:20.500,0,2
2020-01-03 16:16:30.740,1,2
2020-01-03 16:21:24.740,0,2
2019-11-25 16:58:38.740,0,3
2019-11-25 16:53:16.740,1,3
2019-11-25 16:52:55.740,0,3
2019-11-25 16:57:16.740,0,3
2019-11-25 16:57:01.500,1,3
2019-11-25 16:54:22.740,1,3
2019-11-25 16:59:24.240,0,3
2019-11-25 16:50:10.740,1,3
2019-11-25 16:53:07.000,1,3
2019-11-25 16:56:29.500,1,3
2019-11-25 16:54:56.240,0,3
2019-11-25 16:56:51.740,0,3
2019-11-25 16:59:56.240,0,3
2019-11-25 16:52:51.240,0,3
2019-11-25 16:59:12.000,0,3
2019-11-25 16:50:05.000,0,3
2019-11-25 16:55:08.500,0,3
2019-11-25 16:49:57.740,0,3
2019-11-25 16:55:16.740,0,3
2019-11-25 16:54:42.000,0,3
2019-11-25 16:59:24.740,0,3
2019-11-25 16:59:33.500,0,3
2019-11-25 16:55:37.240,0,3
2019-11-25 16:50:06.240,0,3
2019-11-25 16:57:40.500,0,3
2019-11-25 16:56:57.000,0,3
2019-11-25 16:47:44.240,0,3
2019-11-25 16:59:31.000,0,3
2019-11-25 16:56:59.000,1,3
2019-11-25 16:54:32.740,0,3
2019-11-25 16:55:33.500,1,3
2019-11-25 16:53:29.500,0,3
2019-11-25 16:57:07.740,0,3
2019-11-25 16:58:45.240,0,3
2019-11-25 16:52:26.740,0,3
2019-11-25 16:57:27.000,0,3
2019-11-25 16:57:37.500,0,3
2019-11-25 16:58:14.500,0,3
2019-11-25 16:48:34.480,0,3
2019-11-25 16:52:53.000,1,3
2019-11-25 16:48:04.000,1,3
2019-11-25 16:52:59.000,0,3
2019-11-25 16:55:06.000,1,3
2019-11-25 16:54:12.500,0,3
2019-11-25 16:56:07.240,0,3
2019-11-25 16:57:32.000,0,3
2019-11-25 16:55:31.740,1,3
2019-11-25 17:00:38.500,0,3
2019-11-25 16:57:09.000,0,3
2019-11-25 16:53:18.500,0,3
2019-11-25 16:47:45.740,1,3
2019-11-25 16:57:54.500,0,3
2019-11-25 16:55:36.240,1,3
2019-11-25 16:48:54.500,0,3
2019-11-25 16:56:28.740,1,3
2019-11-25 16:52:28.000,0,3
2019-11-25 16:54:41.000,0,3
2019-11-25 16:47:32.000,0,3
2019-11-25 16:47:55.500,1,3
2019-11-25 16:48:23.740,1,3
2019-11-25 16:50:24.500,0,3
2019-11-25 16:55:14.740,0,3
2019-11-25 16:48:06.000,1,3
2019-11-25 16:52:33.240,0,3
2019-11-25 16:54:44.740,0,3
2019-11-25 16:56:31.500,1,3
2019-11-25 16:55:49.500,0,3
2019-11-25 16:52:54.000,1,3
2019-11-25 16:52:30.740,1,3
