,time,l,r
511,2019-11-25 16:47:27.420,0.0,0.0
512,2019-11-25 16:47:27.920,0.0,0.0
513,2019-11-25 16:47:28.420,0.0,0.0
514,2019-11-25 16:47:28.920,0.0,0.0
515,2019-11-25 16:47:29.420,0.0,0.0
516,2019-11-25 16:47:29.920,0.0,0.0
517,2019-11-25 16:47:30.420,0.0,0.0
518,2019-11-25 16:47:30.920,0.0,0.0
519,2019-11-25 16:47:31.420,0.0,0.0
520,2019-11-25 16:47:31.920,0.0,0.0
521,2019-11-25 16:47:32.420,0.0,0.0
522,2019-11-25 16:47:32.920,0.0,0.0
523,2019-11-25 16:47:33.420,0.0,0.0
524,2019-11-25 16:47:33.920,0.0,0.0
525,2019-11-25 16:47:34.420,0.0,0.0
526,2019-11-25 16:47:34.920,0.0,0.0
527,2019-11-25 16:47:35.420,0.0,0.0
528,2019-11-25 16:47:35.920,0.0,0.0
529,2019-11-25 16:47:36.420,0.0,1.0
530,2019-11-25 16:47:36.920,0.0,1.0
531,2019-11-25 16:47:37.420,0.0,0.0
532,2019-11-25 16:47:37.920,0.0,0.0
533,2019-11-25 16:47:38.420,0.0,1.0
534,2019-11-25 16:47:38.920,0.0,1.0
535,2019-11-25 16:47:39.420,0.0,0.0
536,2019-11-25 16:47:39.920,0.0,0.0
537,2019-11-25 16:47:40.420,0.0,0.0
538,2019-11-25 16:47:40.920,0.0,0.0
539,2019-11-25 16:47:41.420,0.0,0.0
540,2019-11-25 16:47:41.920,0.0,0.0
541,2019-11-25 16:47:42.420,0.0,0.0
542,2019-11-25 16:47:42.920,0.0,0.0
543,2019-11-25 16:47:43.420,0.0,0.0
544,2019-11-25 16:47:43.920,1.0,0.0
545,2019-11-25 16:47:44.420,1.0,0.0
546,2019-11-25 16:47:44.920,1.0,0.0
547,2019-11-25 16:47:45.420,1.0,0.0
548,2019-11-25 16:47:45.920,0.0,0.0
549,2019-11-25 16:47:46.420,0.0,0.0
550,2019-11-25 16:47:46.920,0.0,0.0
551,2019-11-25 16:47:47.420,0.0,0.0
552,2019-11-25 16:47:47.920,0.0,0.0
553,2019-11-25 16:47:48.420,0.0,0.0
554,2019-11-25 16:47:48.920,0.0,0.0
555,2019-11-25 16:47:49.420,0.0,0.0
556,2019-11-25 16:47:49.920,0.0,0.0
557,2019-11-25 16:47:50.420,0.0,0.0
558,2019-11-25 16:47:50.920,0.0,0.0
