time,ax_mean,ax_var,ay_mean,ay_var,az_mean,az_var,a2_mean,a2_var,a2_min,a2_max,entropy,subject,task,t_inst,t_maj,t_mid
2019-11-15 16:31:15.740,-0.30615234375,0.003954648971557617,0.4931640625,0.0035407543182373047,-0.8209635416666666,0.00046499570210774743,0.0,0.0,0.0,0.0,1.0986122886681096,1, ,1,1.0,0
2019-11-15 16:31:16.000,-0.34630408653846156,0.0016849499482374925,0.5130333533653846,0.013905699436481183,-0.8259465144230769,0.0026629612996028015,0.0,0.0,0.0,0.0,2.564949357461537,1, ,1,1.0,1
2019-11-15 16:31:16.240,-0.3555908203125,0.002973908727819269,0.4683837890625,0.005998573519966819,-0.8375244140625,0.0037050734866749158,0.0,0.0,0.0,0.0,2.484906649788001,1, ,1,1.0,0
2019-11-15 16:31:16.500,-0.3037109375,0.00041476885477701825,0.5196439302884616,0.0014683466691237225,-0.7938326322115384,0.0010017615098219651,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:16.740,-0.3120524088541667,0.0011367129557060473,0.5149332682291666,0.01519916093710697,-0.8013916015625,0.0011775331063704057,0.0,0.0,0.0,0.0,2.484906649788001,1, ,1,0.0,0
2019-11-15 16:31:17.000,-0.35009765625,0.0002750555674235026,0.4343825120192308,0.0028238510474180565,-0.8584359975961539,0.0013057971612001078,0.0,0.0,0.0,0.0,2.564949357461537,1, ,1,1.0,1
2019-11-15 16:31:17.240,-0.3516438802083333,0.0003892219427860144,0.4463297526041667,0.005940890673435095,-0.835693359375,0.002781846306540749,0.0,0.0,0.0,0.0,2.484906649788001,1, ,1,1.0,1
2019-11-15 16:31:17.500,-0.33402193509615385,0.0011453414574647562,0.43716195913461536,0.003359174117063865,-0.8732722355769231,0.003339394544943785,0.0,0.0,0.0,0.0,2.564949357461537,1, ,1,1.0,0
2019-11-15 16:31:17.740,-0.3540445963541667,0.0002193216121557987,0.43359375,0.011508421464399858,-0.848388671875,0.00434808297590776,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,1.0,0
2019-11-15 16:31:18.000,-0.32523287259615385,0.0020408813770000753,0.41030649038461536,0.0025055561310205706,-0.8664738581730769,0.0009758319610204451,0.0,0.0,0.0,0.0,2.564949357461537,1, ,1,1.0,1
2019-11-15 16:31:18.240,-0.3341471354166667,0.003599398063890861,0.3967692057291667,0.007962333433555834,-0.8486735026041666,0.0016641815503438315,0.0,0.0,0.0,0.0,2.484906649788001,1, ,1,1.0,0
2019-11-15 16:31:18.500,-0.3739483173076923,0.0002096035541632237,0.37094350961538464,0.004257455850258851,-0.8766902043269231,0.0018537289057022485,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:18.740,-0.3310953776041667,0.0040334119941249046,0.494873046875,0.02845432541587136,-0.7945149739583334,0.013784618088693329,0.0,0.0,0.0,0.0,2.484906649788001,1, ,1,1.0,1
2019-11-15 16:31:19.000,-0.43257962740384615,0.009630460005540116,0.7516150841346154,0.0151211970891708,-0.6589918870192307,0.005994659203749437,0.0,0.0,0.0,0.0,2.564949357461537,1, ,1,1.0,1
2019-11-15 16:31:19.240,-0.3356119791666667,0.0057999148513331565,0.7803548177083334,0.01976792740099358,-0.6158447265625,0.011570935899561102,0.0,0.0,0.0,0.0,2.484906649788001,1, ,1,1.0,1
2019-11-15 16:31:19.500,-0.31539212740384615,0.00629554039392716,0.5309870793269231,0.02230336727240147,-0.8161057692307693,0.0057337498053526255,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,1.0,1
