time,ax_mean,ax_var,ay_mean,ay_var,az_mean,az_var,a2_mean,a2_var,a2_min,a2_max,entropy,subject,task,t_inst,t_maj,t_mid
2019-11-15 16:31:15.500,-0.031819661458333336,3.0080477396647143e-05,-0.378662109375,7.197856903076171e-05,-0.9413248697916666,0.00013393561045328776,0.0,0.0,0.0,0.0,1.7917594692280547,1, ,0,0.0,0
2019-11-15 16:31:15.740,-0.007975260416666666,0.0005850069450609612,-0.3812662760416667,0.00017369154727820194,-0.9400634765625,0.00029789859598333186,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:16.000,-0.014761117788461538,0.00013642127697284406,-0.37804236778846156,4.0418062454614876e-05,-0.9373873197115384,4.772956554706279e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:16.240,-0.034871419270833336,0.0001409035740476666,-0.3705240885416667,7.776058081424596e-05,-0.9461263020833334,5.1642909194483906e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:16.500,0.0005258413461538461,0.0009716535225892677,-0.3830754206730769,0.00016826849717360278,-0.9343825120192307,6.654018010848609e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:16.740,0.028076171875,1.8401579423384234e-05,-0.39208984375,2.869692715731534e-05,-0.93701171875,2.3451718417080965e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:17.000,0.017127403846153848,0.0001364732399964944,-0.3884465144230769,6.916584112705328e-05,-0.9398287259615384,9.215489411965393e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:17.240,0.010579427083333334,0.00026999097881895125,-0.3916422526041667,0.00010951901927138819,-0.9361979166666666,9.42114627722538e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:17.500,0.01318359375,4.573663075764974e-05,-0.3861553485576923,2.2961543156550494e-05,-0.9405048076923077,5.216781909649187e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:17.740,0.020711263020833332,2.5508981762510356e-05,-0.38330078125,4.6426599675958805e-05,-0.9349365234375,2.748857844959606e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:18.000,0.021672175480769232,0.00010496530777368792,-0.3875075120192308,4.722827520125952e-05,-0.9385516826923077,0.0001019575656988682,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:18.240,0.024007161458333332,6.1938256928415e-05,-0.3837076822916667,4.8326723503343985e-05,-0.9368896484375,6.723945791071111e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:18.500,0.021446814903846152,0.0003133798256898538,-0.3866436298076923,7.410232837383564e-05,-0.9352839543269231,2.5932605449969943e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:18.740,0.009440104166666666,6.087621053059897e-05,-0.3824869791666667,3.950523607658616e-05,-0.941162109375,8.00002704967152e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:19.000,0.014122596153846154,1.1899532415927984e-05,-0.37984525240384615,3.697321965144232e-05,-0.9418194110576923,9.730840340638772e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:19.240,0.014078776041666666,2.1190354318329785e-05,-0.3842366536458333,4.570953773729729e-05,-0.9394938151041666,6.122841979518081e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:19.500,0.01055438701923077,4.687064733260718e-05,-0.37807992788461536,2.5883699074769636e-05,-0.9435471754807693,5.9109467726487396e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:19.740,0.005818684895833333,9.131250959454161e-05,-0.3786214192708333,3.998749183885979e-05,-0.94287109375,0.0001848394220525568,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:20.000,0.0013146033653846155,0.0004616731252425757,-0.38277493990384615,0.00022532389714167671,-0.9436598557692307,0.0003152902309711163,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:20.240,0.0036214192708333335,4.133130564834133e-05,-0.38623046875,0.00010616129094904119,-0.9453531901041666,8.49835800402092e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:20.500,0.01220703125,6.556510925292969e-05,-0.38277493990384615,0.00013492351923233422,-0.9392277644230769,0.00010405442653558194,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:20.740,0.018147786458333332,0.00019020745248505563,-0.3776041666666667,8.957313768791428e-05,-0.9364827473958334,0.00014632217811815664,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:21.000,0.017014723557692308,0.00029829526558900485,-0.38097205528846156,0.0001129767833611904,-0.9347956730769231,0.0002576754643366887,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:21.240,0.0013020833333333333,0.00010093053181966144,-0.3786214192708333,7.505669738307144e-05,-0.9481201171875,5.3454529155384414e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:21.500,0.004469651442307692,9.99310077765049e-05,-0.37650240384615385,7.53188744569436e-05,-0.9407301682692307,0.00017867638514592094,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:21.740,0.0223388671875,0.00027501041238958186,-0.3804931640625,5.42781569740989e-05,-0.9471435546875,7.283145731145686e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:22.000,0.0007887620192307692,0.0005538677557920798,-0.37252103365384615,0.00011791632725642274,-0.9481295072115384,0.00017325694744403547,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:22.240,0.0003255208333333333,0.0008414152896765507,-0.3766682942708333,9.495381152991091e-05,-0.9405517578125,0.00036990100687200373,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:22.500,0.009014423076923076,0.0008540000670995467,-0.3768780048076923,0.00021941845233623797,-0.9411433293269231,0.00032777052659254806,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:22.740,0.014811197916666666,0.00013565294670336172,-0.3753255208333333,5.810188524650807e-05,-0.9427083333333334,0.00015472643303148672,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:23.000,0.016376201923076924,4.639686682285406e-05,-0.3786433293269231,7.158976334791917e-05,-0.9476412259615384,1.6735150263859676e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:23.240,0.028076171875,4.094297235662287e-05,-0.3837890625,2.661618319424716e-05,-0.9411214192708334,0.00012872255209720495,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:23.500,0.03421724759615385,0.00026768293136205425,-0.38818359375,7.001558939615886e-05,-0.9346454326923077,9.599710122132914e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:23.740,0.007486979166666667,0.00021745219375147965,-0.3863118489583333,8.231220823345762e-05,-0.9408772786458334,3.7083120057077104e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:24.000,0.02099609375,0.00019510587056477865,-0.38671875,6.461143493652344e-05,-0.9349083533653846,9.971398573655351e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:24.240,0.023193359375,4.666501825506037e-05,-0.3862711588541667,2.3905074957645297e-05,-0.9424235026041666,0.0001002423691027092,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:24.500,0.0034930889423076925,0.0007170377633510492,-0.38521634615384615,3.70924289409931e-05,-0.9397160456730769,0.00020566047766269779,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:24.740,-0.022135416666666668,0.0003559517137932056,-0.3752034505208333,0.00010470729885679302,-0.9478759765625,7.968057285655628e-05,0.0,0.0,0.0,0.0,2.484906649788001,1, ,0,0.0,0
2019-11-15 16:31:25.000,0.005521334134615385,0.0002920383062118139,-0.38536658653846156,0.00012008960430438704,-0.9291616586538461,8.151775751358421e-05,0.0,0.0,0.0,0.0,2.564949357461537,1, ,0,0.0,0
2019-11-15 16:31:25.240,-0.0033772786458333335,0.00011615139065366802,-0.3887939453125,0.0001131892204284668,-0.9424641927083334,9.813453211928859e-05,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:25.500,-0.009878305288461538,0.00032048042003925034,-0.3768780048076923,0.0003268260222214919,-0.9412935697115384,0.0005304477153680264,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:25.740,-0.033772786458333336,0.00036988836346250593,-0.3513590494791667,0.0001663493387626879,-0.958251953125,0.0001598921689120206,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:26.000,-0.009615384615384616,0.0005620076106144831,-0.3680889423076923,9.758655841533952e-05,-0.9442232572115384,0.0003256064194899339,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:26.240,-0.027018229166666668,8.957313768791431e-05,-0.3682861328125,0.00024917450818148524,-0.944091796875,9.44354317405007e-05,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:26.500,-0.01708984375,0.0016869703928629558,-0.36245492788461536,0.00045551397861578525,-0.9509089543269231,8.899431962233326e-05,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:26.740,0.029215494791666668,9.431983485366359e-05,-0.3828531901041667,9.213613741325611e-05,-0.9416910807291666,0.00013717557444716943,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:27.000,0.030686598557692308,3.7981913639948915e-05,-0.37856820913461536,0.0001925382858667618,-0.9425706129807693,4.8340895237066785e-05,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:27.240,0.023234049479166668,0.00022807807633371067,-0.3704427083333333,0.00014289220174153644,-0.9489339192708334,0.00019114487098925037,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:27.500,0.00897686298076923,0.00021662467565291966,-0.3738356370192308,0.00011430336878849911,-0.9507587139423077,5.721434568747496e-05,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:27.740,-0.003173828125,0.0002467632293701172,-0.3661295572916667,0.00021378921739982835,-0.949462890625,0.00019175356084650213,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:28.000,0.016188401442307692,0.001046134875370906,-0.3845778245192308,0.00025242719894800434,-0.9333308293269231,0.00040330947973789326,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:28.240,0.0504150390625,0.0010303638198158958,-0.3876953125,0.0003510388461026278,-0.9263916015625,0.000600776889107444,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:28.500,-0.03200120192307692,0.0023558781697199894,-0.3557316706730769,0.0010890013132339867,-0.9579702524038461,0.00023839718256241237,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:28.740,-0.0478515625,0.00026200034401633525,-0.3410237630208333,0.0008477062890023898,-0.9468587239583334,0.000627597173055013,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:29.000,-0.07403094951923077,0.000611565051934658,-0.3411207932692308,0.00011334969447209284,-0.9574819711538461,0.00019158766819880562,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:29.240,-0.08015950520833333,0.0004027467785459576,-0.3366292317708333,8.012851079305014e-05,-0.9552408854166666,0.00014163508559718275,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:29.500,-0.056790865384615384,0.0007659747050358699,-0.34818209134615385,0.0001322214420025165,-0.9465144230769231,0.0001600033197647486,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:29.740,-0.0364990234375,5.4624947634610265e-05,-0.3443603515625,8.002736351706766e-05,-0.9565836588541666,0.00011216329805778733,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
2019-11-15 16:31:30.000,-0.01746544471153846,0.0002551139929355719,-0.3563701923076923,0.00021747136727357525,-0.9520357572115384,7.212773347512269e-05,0.0,0.0,0.0,0.0,2.564949357461537,1,FoldTowel,0,0.0,0
2019-11-15 16:31:30.240,0.0108642578125,0.00015350363471291283,-0.374755859375,6.400455128062855e-05,-0.94580078125,0.00012705542824485084,0.0,0.0,0.0,0.0,2.484906649788001,1,FoldTowel,0,0.0,0
